Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
500,P514233.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P514233,2,1,seal identification
501,P514233.2.2,Nabu-zeru-ibni[1]PN,{m}{d}PA-NUMUN-DU₃,Nabu-zeru-ibni,Nabu-zeru-ibni,1,PN,"['𒁹', '𒀭', '𒉺', '𒆰', '𒆕']",𒁹𒀭𒉺𒆰𒆕,{m}{d}PA-NUMUN-DU₃,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514233,2,2,seal identification
502,P514233.2.3,mār[son]N,A,mār,māru,son,N,['𒀀'],𒀀,A,['complete'],0.0,,P514233,2,3,seal identification
503,P514233.2.4,Nabu-šumu-iddina[]PN$,{m}{d}PA-MU-AŠ,Nabu-šumu-iddina,Nabu-šumu-iddina,1,PN,"['𒁹', '𒀭', '𒉺', '𒈬', '𒀸']",𒁹𒀭𒉺𒈬𒀸,{m}{d}PA-MU-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514233,2,4,seal identification
504,P514233.3.1,ṭupšarru[scribe]N$ṭupšarri,{lu₂}DUB.SAR,ṭupšarri,ṭupšarru,scribe,N,"['𒇽', '𒁾', '𒊬']",𒇽𒁾𒊬,{LU₂}DUB.SAR,"['complete', 'complete', 'complete']",0.0,,P514233,3,1,seal identification
505,P514233.7.1,x-eriba[]PN$,{[m}x]-SU,x-eriba,x-eriba,1,PN,"['𒁹', 'X', '𒋢']",𒁹X𒋢,{[m]}[x]-SU,"['missing', 'missing', 'complete']",0.67,PN,P514233,7,1,object sold
506,P514233.7.2,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,P514233,7,2,object sold
507,P514233.7.3,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514233,7,3,object sold
508,P514233.7.4,Nabu-eriba[]PN$,{m}{d}PA-⸢SU⸣,Nabu-eriba,Nabu-eriba,1,PN,"['𒁹', '𒀭', '𒉺', '𒋢']",𒁹𒀭𒉺𒋢,{m}{d}PA-⸢SU⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,PN,P514233,7,4,object sold
509,P514233.8.1,ša[of]DET,⸢ša⸣,ša,ša,of,DET,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,,P514233,8,1,object sold
510,P514233.8.2,Nabu-zeru-ibni[1]PN,{m}{d}PA-NUMUN-DU₃,Nabu-zeru-ibni,Nabu-zeru-ibni,1,PN,"['𒁹', '𒀭', '𒉺', '𒆰', '𒆕']",𒁹𒀭𒉺𒆰𒆕,{m}{d}PA-NUMUN-DU₃,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514233,8,2,object sold
511,P514233.8.3,paṭāru[loosen//redeem]V'V$ipṭarūni,ip-⸢ṭar⸣-u-⸢ni⸣,ipṭarūni,paṭāru,redeem,V,"['𒅁', '𒋻', '𒌋', '𒉌']",𒅁𒋻𒌋𒉌,ip-⸢ṭar⸣-u-⸢ni⸣,"['complete', 'damaged', 'complete', 'damaged']",0.25,,P514233,8,3,object sold
512,P514233.9.1,uppišma[contract]V,⸢up⸣-piš-ma,uppišma,epēšu,contract,V,"['𒌒', '𒄫', '𒈠']",𒌒𒄫𒈠,⸢up⸣-piš-ma,"['damaged', 'complete', 'complete']",0.17,,P514233,9,1,initiation of transaction
