Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
4013,P514232.2.1,kunuk[seal]N,{na₄}⸢KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}⸢KIŠIB⸣,"['complete', 'damaged']",0.25,,P514232,2,1,seal identification
4014,P514232.2.2,Igilu[]PN$,{m}⸢i⸣-[gi-lu],Igilu,Igilu,1,PN,"['𒁹', '𒄿', '𒄀', '𒇻']",𒁹𒄿𒄀𒇻,{m}⸢i⸣-[gi-lu],"['complete', 'damaged', 'missing', 'missing']",0.62,PN,P514232,2,2,seal identification
4015,P514232.3.1,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,P514232,3,1,seal identification
4016,P514232.3.2,Nabu-kuṣuranni[]PN$,{m}{d}PA-KAD₃-a-[ni],Nabu-kuṣuranni,Nabu-kuṣuranni,1,PN,"['𒁹', '𒀭', '𒉺', '𒆑', '𒀀', '𒉌']",𒁹𒀭𒉺𒆑𒀀𒉌,{m}{d}PA-KAD₃-a-[ni],"['complete', 'complete', 'complete', 'complete', 'complete', 'missing']",0.17,PN,P514232,3,2,seal identification
4017,P514232.4.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P514232,4,1,seal identification
4018,P514232.4.2,Aššur-balliṭanni[]PN$,{m}aš+šur-bal-[liṭ-a-ni],Aššur-balliṭanni,Aššur-balliṭanni,1,PN,"['𒁹', '𒀸', '𒋩', '𒁄', '𒀖', '𒀀', '𒉌']",𒁹𒀸𒋩𒁄𒀖𒀀𒉌,{m}aš+šur-bal-[liṭ-a-ni],"['complete', 'complete', 'complete', 'complete', 'missing', 'missing', 'missing']",0.43,PN,P514232,4,2,seal identification
4019,P514232.5.1,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,P514232,5,1,seal identification
4020,P514232.5.2,Aššur-iqbi[]PN$,{m}aš+šur-E,Aššur-iqbi,Aššur-iqbi,1,PN,"['𒁹', '𒀸', '𒋩', '𒂊']",𒁹𒀸𒋩𒂊,{m}aš+šur-E,"['complete', 'complete', 'complete', 'complete']",0.0,PN,P514232,5,2,seal identification
4021,P514232.5.3,u,{lu₂}⸢x⸣,,,,u,"['𒇽', 'X']",𒇽X,{LU₂}⸢x⸣,"['complete', 'damaged']",0.25,,P514232,5,3,seal identification
4022,P514232.5.4,u,[x,,,,u,['X'],X,[x],['missing'],1.0,,P514232,5,4,seal identification
4023,P514232.5.5,u,x],,,,u,['X'],X,[x],['missing'],1.0,,P514232,5,5,seal identification
4024,P514232.6.1,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514232,6,1,seal identification
4025,P514232.6.2,sinništu[woman]N$issi,MUNUS,issi,sinništu,woman,N,['𒊩'],𒊩,MUNUS,['complete'],0.0,,P514232,6,2,seal identification
4026,P514232.6.3,tadānu[give//giving]V'N$tadāni,SUM-ni,tadāni,tadānu,giving,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,P514232,6,3,seal identification
4027,P514232.8.1,Inqaya[]PN$Iqqaya,{f}i-qa-a-a,Iqqaya,Inqaya,1,PN,"['𒊩', '𒄿', '𒋡', '𒀀', '𒀀']",𒊩𒄿𒋡𒀀𒀀,{f}i-qa-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514232,8,1,object sold
4028,P514232.8.2,uppišma[contract]V,u₂-piš-[ma],uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-[ma],"['complete', 'complete', 'missing']",0.33,,P514232,8,2,initiation of transaction
4029,P514232.9.1,Aššur-šarru-uṣur[1]PN,{m}aš+⸢šur⸣-MAN-PAB,Aššur-šarru-uṣur,Aššur-šarru-uṣur,1,PN,"['𒁹', '𒀸', '𒋩', '𒌋𒌋', '𒉽']",𒁹𒀸𒋩𒌋𒌋𒉽,{m}aš+⸢šur⸣-MAN-PAB,"['complete', 'complete', 'damaged', 'complete', 'complete']",0.1,PN,P514232,9,1,initiation of transaction
4030,P514232.9.2,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,P514232,9,2,completion of transaction
4031,P514232.9.3,pān[front]N,pa-an,pān,pānu,front,N,"['𒉺', '𒀭']",𒉺𒀭,pa-an,"['complete', 'complete']",0.0,,P514232,9,3,completion of transaction
4032,P514232.9.4,Igilu[]PN$,{m}i-gi-⸢lu⸣,Igilu,Igilu,1,PN,"['𒁹', '𒄿', '𒄀', '𒇻']",𒁹𒄿𒄀𒇻,{m}i-gi-⸢lu⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,PN,P514232,9,4,completion of transaction
4033,P514232.10.1,issu[from]PRP,⸢TA⸣,issu,ištu,from,PRP,['𒋫'],𒋫,⸢TA⸣,['damaged'],0.5,,P514232,10,1,completion of transaction
4034,P514232.10.2,pān[front]N,pa-an($Text: NA$),pān,pānu,front,N,"['𒉺', '𒀭']",𒉺𒀭,pa-an,"['complete', 'complete']",0.0,,P514232,10,2,completion of transaction
4035,P514232.10.3,Aššur-balliṭanni[]PN$,{m}aš+šur-bal-liṭ-a-ni,Aššur-balliṭanni,Aššur-balliṭanni,1,PN,"['𒁹', '𒀸', '𒋩', '𒁄', '𒀖', '𒀀', '𒉌']",𒁹𒀸𒋩𒁄𒀖𒀀𒉌,{m}aš+šur-bal-liṭ-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514232,10,3,completion of transaction
4036,P514232.11.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514232,11,1,price
4037,P514232.11.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,P514232,11,2,price
4038,P514232.11.3,n,1/2,,,,n,['𒈦'],𒈦,1/2,['complete'],0.0,NUMBER,P514232,11,3,price
4039,P514232.11.4,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P514232,11,4,price
4040,P514232.11.5,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,NUMBER,P514232,11,5,price
4041,P514232.11.6,šiqlu[unit//a unit of weight]N'N$šiqil,⸢GIN₂,šiqil,šiqlu,a unit of weight,N,['𒂆'],𒂆,⸢GIN₂⸣,['damaged'],0.5,,P514232,11,6,price
4042,P514232.11.7,ṣarpi[silver]N,KU₃.BABBAR⸣,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,⸢KU₃⸣.⸢BABBAR⸣,"['damaged', 'damaged']",0.5,,P514232,11,7,price
4043,P514232.12.1,ilqi[purchase]V,il-qi₂,ilqi,leqû,purchase,V,"['𒅋', '𒆠']",𒅋𒆠,il-qi₂,"['complete', 'complete']",0.0,,P514232,12,1,completion of transaction
4044,P514232.12.2,kaspu[silver//money]N'N$gasbi,ga-⸢as⸣-bi,gasbi,kaspu,money,N,"['𒂵', '𒊍', '𒁉']",𒂵𒊍𒁉,ga-⸢as⸣-bi,"['complete', 'damaged', 'complete']",0.17,,P514232,12,2,confirmation of transfer 1
4045,P514232.12.3,gammur[finished]AJ,⸢gam-mur⸣,gammur,gammuru,finished,AJ,"['𒃵', '𒄯']",𒃵𒄯,⸢gam-mur⸣,"['damaged', 'damaged']",0.5,,P514232,12,3,confirmation of transfer 1
4046,P514232.13.1,tadinni[paid]AJ,ta-din-ni,tadinni,tadnu,paid,AJ,"['𒋫', '𒁷', '𒉌']",𒋫𒁷𒉌,ta-din-ni,"['complete', 'complete', 'complete']",0.0,,P514232,13,1,confirmation of transfer 1
4047,P514232.13.2,tuāru[revocation]'N,tu-a-⸢ru⸣,tuāru,târu,revocation,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-⸢ru⸣,"['complete', 'complete', 'damaged']",0.17,,P514232,13,2,exclusion of litigation
4048,P514232.14.1,dēnu[case]N,de-nu,dēnu,dīnu,case,N,"['𒁲', '𒉡']",𒁲𒉡,de-nu,"['complete', 'complete']",0.0,,P514232,14,1,exclusion of litigation
4049,P514232.14.2,dabābu[litigation]'N,DU₁₁.DU₁₁,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,DU₁₁.DU₁₁,"['complete', 'complete']",0.0,,P514232,14,2,exclusion of litigation
4050,P514232.14.3,laššu[(there) is not]V$,NU-šu₂,laššu,laššu,(there) is not,V,"['𒉡', '𒋙']",𒉡𒋙,NU-šu₂,"['complete', 'complete']",0.0,,P514232,14,3,exclusion of litigation
4051,P514232.15.1,mannu[who?//whoever]QP'XP,man-nu,mannu,mannu,whoever,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,P514232,15,1,penalties for litigation: contravention
4052,P514232.15.2,ša[that]REL,ša₂,ša,ša,that,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,,P514232,15,2,penalties for litigation: contravention
4053,P514232.15.3,urkiš[later]AV,ur-kiš,urkiš,urkiš,later,AV,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,,P514232,15,3,penalties for litigation: contravention
4054,P514232.15.4,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P514232,15,4,penalties for litigation: contravention
4055,P514232.15.5,matēme[ever]AV,⸢ma⸣-[te-me],matēme,matīma,ever,AV,"['𒈠', '𒋼', '𒈨']",𒈠𒋼𒈨,⸢ma⸣-[te-me],"['damaged', 'missing', 'missing']",0.83,,P514232,15,5,penalties for litigation: contravention
4056,P514232.16.1,ibbalkatūni[transgress]V,i-bal-kat₃-u-ni,ibbalkatūni,nabalkutu,transgress,V,"['𒄿', '𒁄', '𒆑', '𒌋', '𒉌']",𒄿𒁄𒆑𒌋𒉌,i-bal-kat₃-u-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P514232,16,1,penalties for litigation: contravention
4057,P514232.17.1,mā[saying]PRP,ma,mā,mā,saying,PRP,['𒈠'],𒈠,ma,['complete'],0.0,,P514232,17,1,penalties for litigation: contravention
4058,P514232.17.2,sinništu[woman]N$issu,MUNUS,issu,sinništu,woman,N,['𒊩'],𒊩,MUNUS,['complete'],0.0,,P514232,17,2,penalties for litigation: contravention
4059,P514232.17.3,paṭāru[loosen//redeem]V'V$abaṭṭar,a-ba-ṭar,abaṭṭar,paṭāru,redeem,V,"['𒀀', '𒁀', '𒋻']",𒀀𒁀𒋻,a-ba-ṭar,"['complete', 'complete', 'complete']",0.0,,P514232,17,3,penalties for litigation: contravention
