Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
1084,P522457.11.2,%akk-x-neoass:{MI₂}am-me-eʾ=,{mi₂}am-me-eʾ,"['𒊩', '𒄠', '𒈨', '𒀪']",𒊩𒄠𒈨𒀪,{MI₂}am-me-eʾ,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,11,2,,initiation of transaction
1085,P522457.12.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522457,12,1,,price
1086,P522457.12.2,%akk-x-neoass:ŠA₃-bi=,ŠA₃-bi,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,P522457,12,2,,price
1087,P522457.12.3,%akk-x-neoass:01=,01,['01'],01,01,['complete'],0.0,P522457,12,3,,price
1088,P522457.12.4,%akk-x-neoass:MA.NA=,MA.NA,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,P522457,12,4,,price
1089,P522457.12.5,%akk-x-neoass:02=,02,['0₂'],0₂,02,['complete'],0.0,P522457,12,5,,price
1090,P522457.12.6,%akk-x-neoass:GIN₂=,GIN₂,['𒂆'],𒂆,GIN₂,['complete'],0.0,P522457,12,6,,price
1091,P522457.12.7,%akk-x-neoass:1/2=,1/2,['𒈦'],𒈦,1/2,['complete'],0.0,P522457,12,7,,price
1092,P522457.12.8,%akk-x-neoass:KUG.UD=,KUG.UD,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,P522457,12,8,,price
1093,P522457.13.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522457,13,1,,price
1094,P522457.13.2,%akk-x-neoass:01=,01,['01'],01,01,['complete'],0.0,P522457,13,2,,price
1095,P522457.13.3,%akk-x-neoass:ma-ne₂-e=,ma-ne₂-e,"['𒈠', '𒉌', '𒂊']",𒈠𒉌𒂊,ma-ne₂-e,"['complete', 'complete', 'complete']",0.0,P522457,13,3,,price
1096,P522457.13.4,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522457,13,4,,price
1097,P522457.13.5,%akk-x-neoass:gar-gar-mis=,gar-gar-mis,"['𒃻', '𒃻', '𒈩']",𒃻𒃻𒈩,gar-gar-mis,"['complete', 'complete', 'complete']",0.0,P522457,13,5,,price
1098,P522457.14.1,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,P522457,14,1,,completion of transaction
1099,P522457.14.2,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522457,14,2,,completion of transaction
1100,P522457.14.3,%akk-x-neoass:{m}sa-la-ma-a-ni=,{m}sa-la-ma-a-ni,"['𒁹', '𒊓', '𒆷', '𒈠', '𒀀', '𒉌']",𒁹𒊓𒆷𒈠𒀀𒉌,{m}sa-la-ma-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522457,14,3,,completion of transaction
1101,P522457.15.1,%akk-x-neoass:iš-ši=,iš-ši,"['𒅖', '𒅆']",𒅖𒅆,iš-ši,"['complete', 'complete']",0.0,P522457,15,1,,completion of transaction
1102,P522457.15.2,%akk-x-neoass:il-qi₂=,il-qi₂,"['𒅋', '𒆠']",𒅋𒆠,il-qi₂,"['complete', 'complete']",0.0,P522457,15,2,,completion of transaction
1103,P522457.15.3,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,P522457,15,3,,confirmation of transfer 1
1104,P522457.15.4,%akk-x-neoass:gam-mur=,gam-mur,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,P522457,15,4,,confirmation of transfer 1
1105,P522457.16.1,%akk-x-neoass:ta-di-ni=,ta-di-ni,"['𒋫', '𒁲', '𒉌']",𒋫𒁲𒉌,ta-di-ni,"['complete', 'complete', 'complete']",0.0,P522457,16,1,,confirmation of transfer 1
1106,P522457.16.2,%akk-x-neoass:tu-a-ru=,tu-a-ru,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,P522457,16,2,,exclusion of litigation
1107,P522457.16.3,%akk-x-neoass:de-nu=,de-nu,"['𒁲', '𒉡']",𒁲𒉡,de-nu,"['complete', 'complete']",0.0,P522457,16,3,,exclusion of litigation
1108,P522457.17.1,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,P522457,17,1,,exclusion of litigation
1109,P522457.17.2,%akk-x-neoass:la-a-šu=,la-a-šu,"['𒆷', '𒀀', '𒋗']",𒆷𒀀𒋗,la-a-šu,"['complete', 'complete', 'complete']",0.0,P522457,17,2,,exclusion of litigation
1110,P522457.18.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,P522457,18,1,,witness
1111,P522457.18.2,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522457,18,2,,witness
1112,P522457.18.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522457,18,3,,witness
1113,P522457.18.4,%akk-x-neoass:ur-kiš=,ur-kiš,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,P522457,18,4,,witness
1114,P522457.18.5,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522457,18,5,,witness
1115,P522457.18.6,%akk-x-neoass:ma-ti-ma=,ma-ti-ma,"['𒈠', '𒋾', '𒈠']",𒈠𒋾𒈠,ma-ti-ma,"['complete', 'complete', 'complete']",0.0,P522457,18,6,,witness
1116,P522457.20.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522457,20,1,,witness
1117,P522457.20.2,%akk-x-neoass:{m}sa-la-ma-a-nu=,{m}sa-la-ma-a-nu,"['𒁹', '𒊓', '𒆷', '𒈠', '𒀀', '𒉡']",𒁹𒊓𒆷𒈠𒀀𒉡,{m}sa-la-ma-a-nu,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522457,20,2,,witness
1118,P522457.21.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522457,21,1,,witness
1119,P522457.21.2,%akk-x-neoass:DUMU.MEŠ-šu₂=,DUMU.MEŠ-šu₂,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,P522457,21,2,,witness
1120,P522457.21.3,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522457,21,3,,witness
1121,P522457.21.4,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂=,DUMU-DUMU.MEŠ-šu₂,"['𒌉', '𒌉', '𒈨𒌍', '𒋙']",𒌉𒌉𒈨𒌍𒋙,DUMU-DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,21,4,,witness
1122,P522457.22.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522457,22,1,,witness
1123,P522457.22.2,%akk-x-neoass:PAB-u-šu₂=,PAB-u-šu₂,"['𒉽', '𒌋', '𒋙']",𒉽𒌋𒋙,PAB-u-šu₂,"['complete', 'complete', 'complete']",0.0,P522457,22,2,,witness
1124,P522457.22.3,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522457,22,3,,witness
1125,P522457.22.4,%akk-x-neoass:DUMU-PAB.MEŠ-šu₂=,DUMU-PAB.MEŠ-šu₂,"['𒌉', '𒉽', '𒈨𒌍', '𒋙']",𒌉𒉽𒈨𒌍𒋙,DUMU-PAB.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,22,4,,witness
1126,P522457.23.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522457,23,1,,witness
1127,P522457.23.2,%akk-x-neoass:mu-mu=,mu-mu,"['𒈬', '𒈬']",𒈬𒈬,mu-mu,"['complete', 'complete']",0.0,P522457,23,2,,witness
1128,P522457.23.3,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,P522457,23,3,,witness
1129,P522457.23.4,%akk-x-neoass:GUR=,GUR,['𒄥'],𒄥,GUR,['complete'],0.0,P522457,23,4,,witness
1130,P522457.25.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,P522457,25,1,,witness
1131,P522457.25.2,%akk-x-neoass:de-e-nu=,de-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,P522457,25,2,,witness
1132,P522457.25.3,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,P522457,25,3,,witness
1133,P522457.26.1,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,P522457,26,1,,witness
1134,P522457.26.2,%akk-x-neoass:{m}GIN-aš-šur=,{m}GIN-aš-šur,"['𒁹', '𒁺', '𒀸', '𒋩']",𒁹𒁺𒀸𒋩,{m}GIN-aš-šur,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,26,2,,witness
1135,P522457.26.3,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,P522457,26,3,,witness
1136,P522457.26.4,%akk-x-neoass:{MI₂}am-me-eʾ=,{mi₂}am-me-eʾ,"['𒊩', '𒄠', '𒈨', '𒀪']",𒊩𒄠𒈨𒀪,{MI₂}am-me-eʾ,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,26,4,,witness
1137,P522457.27.1,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,P522457,27,1,,witness
1138,P522457.27.2,%akk-x-neoass:DUMU.MEŠ-šu₂-nu=,DUMU.MEŠ-šu₂-nu,"['𒌉', '𒈨𒌍', '𒋙', '𒉡']",𒌉𒈨𒌍𒋙𒉡,DUMU.MEŠ-šu₂-nu,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,27,2,,witness
1139,P522457.27.3,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂-nu=,DUMU-DUMU.MEŠ-šu₂-nu,"['𒌉', '𒌉', '𒈨𒌍', '𒋙', '𒉡']",𒌉𒌉𒈨𒌍𒋙𒉡,DUMU-DUMU.MEŠ-šu₂-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522457,27,3,,witness
1140,P522457.28.1,%akk-x-neoass:ub-ta-u-ni=,ub-ta-u-ni,"['𒌒', '𒋫', '𒌋', '𒉌']",𒌒𒋫𒌋𒉌,ub-ta-u-ni,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,28,1,,witness
1141,P522457.28.2,%akk-x-neoass:i-qa-bu-u-ni=,i-qa-bu-u-ni,"['𒄿', '𒋡', '𒁍', '𒌋', '𒉌']",𒄿𒋡𒁍𒌋𒉌,i-qa-bu-u-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522457,28,2,,witness
1142,P522457.29.1,%akk-x-neoass:ma-a=,ma-a,"['𒈠', '𒀀']",𒈠𒀀,ma-a,"['complete', 'complete']",0.0,P522457,29,1,,witness
1143,P522457.29.2,%akk-x-neoass:ARAD=,ARAD,['𒀴'],𒀴,ARAD,['complete'],0.0,P522457,29,2,,witness
1144,P522457.29.3,%akk-x-neoass:a-pa₂-ṭar=,a-pa₂-ṭar,"['𒀀', '𒁀', '𒋻']",𒀀𒁀𒋻,a-pa₂-ṭar,"['complete', 'complete', 'complete']",0.0,P522457,29,3,,witness
1145,P522457.30.1,%akk-x-neoass:aš-šur=,aš-šur,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,P522457,30,1,,penalties for litigation: penalty
1146,P522457.30.2,%akk-x-neoass:{d}IM=,{d}IM,"['𒀭', '𒅎']",𒀭𒅎,{d}IM,"['complete', 'complete']",0.0,P522457,30,2,,penalties for litigation: penalty
1147,P522457.30.3,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,P522457,30,3,,penalties for litigation: penalty
1148,P522457.30.4,%akk-x-neoass:{d}PA=,{d}PA,"['𒀭', '𒉺']",𒀭𒉺,{d}PA,"['complete', 'complete']",0.0,P522457,30,4,,penalties for litigation: penalty
1149,P522457.31.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522457,31,1,,penalties for litigation: penalty
1150,P522457.31.2,%akk-x-neoass:EN-de-ni-šu₂=,EN-de-ni-šu₂,"['𒂗', '𒁲', '𒉌', '𒋙']",𒂗𒁲𒉌𒋙,EN-de-ni-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,31,2,,penalties for litigation: penalty
1151,P522457.31.3,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,P522457,31,3,,penalties for litigation: penalty
1152,P522457.32.1,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,P522457,32,1,,penalties for litigation: penalty
1153,P522457.32.2,%akk-x-neoass:20.MEŠ=,20.MEŠ,"['𒌋𒌋', '𒈨𒌍']",𒌋𒌋𒈨𒌍,20.MEŠ,"['complete', 'complete']",0.0,P522457,32,2,,penalties for litigation: penalty
1154,P522457.32.3,%akk-x-neoass:ana=,ana,['𒁹'],𒁹,ana,['complete'],0.0,P522457,32,3,,penalties for litigation: penalty
1155,P522457.32.4,%akk-x-neoass:EN-šu=,EN-šu,"['𒂗', '𒋗']",𒂗𒋗,EN-šu,"['complete', 'complete']",0.0,P522457,32,4,,penalties for litigation: penalty
1156,P522457.32.5,%akk-x-neoass:u-GUR=,u-GUR,"['𒌋', '𒄥']",𒌋𒄥,u-GUR,"['complete', 'complete']",0.0,P522457,32,5,,penalties for litigation: penalty
1157,P522457.33.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522457,33,1,,penalties for litigation: penalty
1158,P522457.33.2,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,P522457,33,2,,penalties for litigation: penalty
1159,P522457.33.3,%akk-x-neoass:de-ni-šu₂=,de-ni-šu₂,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-ni-šu₂,"['complete', 'complete', 'complete']",0.0,P522457,33,3,,penalties for litigation: penalty
1160,P522457.33.4,%akk-x-neoass:i-da-bu-bu-ma=,i-da-bu-bu-ma,"['𒄿', '𒁕', '𒁍', '𒁍', '𒈠']",𒄿𒁕𒁍𒁍𒈠,i-da-bu-bu-ma,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522457,33,4,,penalties for litigation: penalty
1161,P522457.34.1,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,P522457,34,1,,penalties for litigation: penalty
1162,P522457.34.2,%akk-x-neoass:i-laq-qi₂=,i-laq-qi₂,"['𒄿', '𒋃', '𒆠']",𒄿𒋃𒆠,i-laq-qi₂,"['complete', 'complete', 'complete']",0.0,P522457,34,2,,penalties for litigation: penalty
1163,P522457.34.3,%akk-x-neoass:ṣib-tu₂=,ṣib-tu₂,"['𒍦', '𒌓']",𒍦𒌓,ṣib-tu₂,"['complete', 'complete']",0.0,P522457,34,3,,guarantee clauses for slaves
1164,P522457.34.4,%akk-x-neoass:be-ni=,be-ni,"['𒁁', '𒉌']",𒁁𒉌,be-ni,"['complete', 'complete']",0.0,P522457,34,4,,guarantee clauses for slaves
1165,P522457.35.1,%akk-x-neoass:sa-ar₂-tu=,sa-ar₂-tu,"['𒊓', '𒌒', '𒌅']",𒊓𒌒𒌅,sa-ar₂-tu,"['complete', 'complete', 'complete']",0.0,P522457,35,1,,guarantee clauses for slaves
1166,P522457.35.2,%akk-x-neoass:ana=,ana,['𒁹'],𒁹,ana,['complete'],0.0,P522457,35,2,,guarantee clauses for slaves
1167,P522457.35.3,%akk-x-neoass:kal-la=,kal-la,"['𒆗', '𒆷']",𒆗𒆷,kal-la,"['complete', 'complete']",0.0,P522457,35,3,,guarantee clauses for slaves
1168,P522457.35.4,%akk-x-neoass:MU.AN.NA.MEŠ=,MU.AN.NA.MEŠ,"['𒈬', '𒀭', '𒈾', '𒈨𒌍']",𒈬𒀭𒈾𒈨𒌍,MU.AN.NA.MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,35,4,,guarantee clauses for slaves
1169,P522457.36.1,%akk-x-neoass:{ITI}AB=,{iti}AB,"['𒌗', '𒀊']",𒌗𒀊,{ITI}AB,"['complete', 'complete']",0.0,P522457,36,1,,date
1170,P522457.36.2,%akk-x-neoass:UD-18-KAM₂=,UD-18-KAM₂,"['𒌓', '𒌋𒐍', '𒆚']",𒌓𒌋𒐍𒆚,UD-18-KAM₂,"['complete', 'complete', 'complete']",0.0,P522457,36,2,,date
1171,P522457.37.1,%akk-x-neoass:lim-mu=,lim-mu,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,P522457,37,1,,date
1172,P522457.37.2,%akk-x-neoass:{m}NU-MAN-E=,{m}NU-MAN-E,"['𒁹', '𒉡', '𒌋𒌋', '𒂊']",𒁹𒉡𒌋𒌋𒂊,{m}NU-MAN-E,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,37,2,,date
1173,P522457.39.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522457,39,1,,witness
1174,P522457.39.2,%akk-x-neoass:{m}mu-še-zib-aš-šur=,{m}mu-še-zib-aš-šur,"['𒁹', '𒈬', '𒊺', '𒍦', '𒀸', '𒋩']",𒁹𒈬𒊺𒍦𒀸𒋩,{m}mu-še-zib-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522457,39,2,,witness
1175,P522457.39.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522457,39,3,,witness
1176,P522457.39.4,%akk-x-neoass:{m}U.GUR-x=,{m}U.⸢GUR⸣-[x],"['𒁹', '𒌋', '𒄥', 'X']",𒁹𒌋𒄥X,{m}U.⸢GUR⸣-[x],"['complete', 'complete', 'damaged', 'missing']",0.38,P522457,39,4,,witness
1177,P522457.40.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522457,40,1,,witness
1178,P522457.40.2,%akk-x-neoass:{m}sa-gib₂-aš-šur=,{m}sa-gib₂-aš-šur,"['𒁹', '𒊓', '𒄒', '𒀸', '𒋩']",𒁹𒊓𒄒𒀸𒋩,{m}sa-gib₂-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522457,40,2,,witness
1179,P522457.40.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522457,40,3,,witness
1180,P522457.40.4,%akk-x-neoass:{m}EN-ZU=,{m}EN-⸢ZU⸣,"['𒁹', '𒂗', '𒍪']",𒁹𒂗𒍪,{m}EN-⸢ZU⸣,"['complete', 'complete', 'damaged']",0.17,P522457,40,4,,witness
1181,P522457.41.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522457,41,1,,witness
1182,P522457.41.2,%akk-x-neoass:{m}IGI-aš-šur-la-mur=,{m}IGI-aš-šur-la-mur,"['𒁹', '𒅆', '𒀸', '𒋩', '𒆷', '𒄯']",𒁹𒅆𒀸𒋩𒆷𒄯,{m}IGI-aš-šur-la-mur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522457,41,2,,witness
1183,P522457.42.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522457,42,1,,witness
1184,P522457.42.2,%akk-x-neoass:{m}man-nu-ka-i-DINGIR=,{m}man-nu-ka-i-DINGIR,"['𒁹', '𒌋𒌋', '𒉡', '𒅗', '𒄿', '𒀭']",𒁹𒌋𒌋𒉡𒅗𒄿𒀭,{m}man-nu-ka-i-DINGIR,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522457,42,2,,witness
1185,P522457.43.1,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522457,43,1,,witness
1186,P522457.43.2,%akk-x-neoass:{m}DINGIR-a-x+x=,{m}DINGIR-a-[x]+x,"['𒁹', '𒀭', '𒀀', 'X', 'X']",𒁹𒀭𒀀XX,{m}DINGIR-a-[x]+x,"['complete', 'complete', 'complete', 'missing', 'complete']",0.2,P522457,43,2,,witness
1187,P522457.44.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522457,44,1,,witness
1188,P522457.44.2,%akk-x-neoass:{m}na-bu-u-a=,{m}na-bu-u-[a,"['𒁹', '𒈾', '𒁍', '𒌋', '𒀀']",𒁹𒈾𒁍𒌋𒀀,{m}na-bu-u-[a],"['complete', 'complete', 'complete', 'complete', 'missing']",0.2,P522457,44,2,,witness
1189,P522457.44.3,%akk-x-neoass:0=,0,['0'],0,[0],['missing'],1.0,P522457,44,3,,witness
1190,P522457.45.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522457,45,1,,witness
1191,P522457.45.2,%akk-x-neoass:{m}zi-zi-i=,{m}zi-⸢zi⸣-[i],"['𒁹', '𒍣', '𒍣', '𒄿']",𒁹𒍣𒍣𒄿,{m}zi-⸢zi⸣-[i],"['complete', 'complete', 'damaged', 'missing']",0.38,P522457,45,2,,witness
1192,P522457.46.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522457,46,1,,witness
1193,P522457.46.2,%akk-x-neoass:{m}ah-x+x-x=,{m}ah-x+[x-x,"['𒁹', '𒄴', 'X', 'X', 'X']",𒁹𒄴XXX,{m}ah-x+[x-x],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,P522457,46,2,,witness
1194,P522457.46.3,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522457,46,3,,witness
1195,P522457.47.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522457,47,1,,witness
1196,P522457.47.2,%akk-x-neoass:{m}man-x-x=,{m}man-[x-x,"['𒁹', '𒌋𒌋', 'X', 'X']",𒁹𒌋𒌋XX,{m}man-[x-x],"['complete', 'complete', 'missing', 'missing']",0.5,P522457,47,2,,witness
1197,P522457.47.3,%akk-x-neoass:x-x=,x-x],"['X', 'X']",XX,[x-x],"['missing', 'missing']",1.0,P522457,47,3,,witness
1198,P522457.49.1,%akk-x-neoass:pu-u-tu₂-hu=,pu-u-tu₂-hu,"['𒁍', '𒌋', '𒌓', '𒄷']",𒁍𒌋𒌓𒄷,pu-u-tu₂-hu,"['complete', 'complete', 'complete', 'complete']",0.0,P522457,49,1,,other clauses
1199,P522457.49.2,%akk-x-neoass:i=,i,['𒄿'],𒄿,i,['complete'],0.0,P522457,49,2,,other clauses
1200,P522457.49.3,%akk-x-neoass:nab=,nab,['𒀮'],𒀮,nab,['complete'],0.0,P522457,49,3,,other clauses
1201,P522457.49.4,%akk-x-neoass:ti=,ti,['𒋾'],𒋾,ti,['complete'],0.0,P522457,49,4,,other clauses
1202,P522457.49.5,%akk-x-neoass:01=,01,['01'],01,01,['complete'],0.0,P522457,49,5,,other clauses
