Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
857,P514294.2.1,kunuk[seal]N,{[na₄]}⸢KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}⸢KIŠIB⸣,"['missing', 'damaged']",0.75,,P514294,2,1,seal identification
858,P514294.2.2,Diku-la-amašši[]PN$,{m}di₃-ku-la-maš-ši,Diku-la-amašši,Diku-la-amašši,1,PN,"['𒁹', '𒋾', '𒆪', '𒆷', '𒈦', '𒅆']",𒁹𒋾𒆪𒆷𒈦𒅆,{m}di₃-ku-la-maš-ši,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514294,2,2,seal identification
859,P514294.3.1,bēl[lord]N,⸢EN⸣,bēl,bēlu,lord,N,['𒂗'],𒂗,⸢EN⸣,['damaged'],0.5,,P514294,3,1,seal identification
860,P514294.3.2,batussu[nubile girl]N$batūssi,MUNUS.TUR,batūssi,batussu,nubile girl,N,"['𒊩', '𒌉']",𒊩𒌉,MUNUS.TUR,"['complete', 'complete']",0.0,,P514294,3,2,seal identification
861,P514294.3.3,tadānu[give//giving]V'N$tadāni,SUM-ni,tadāni,tadānu,giving,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,P514294,3,3,seal identification
862,P514294.7.1,Banunu[]PN$,{f}ba-nu-nu,Banunu,Banunu,1,PN,"['𒊩', '𒁀', '𒉡', '𒉡']",𒊩𒁀𒉡𒉡,{f}ba-nu-nu,"['complete', 'complete', 'complete', 'complete']",0.0,PN,P514294,7,1,object sold
863,P514294.7.2,amtu[maid//female slave]N'N$amatšu,GEME₂-šu₂,amatšu,amtu,female slave,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,GEME₂-šu₂,"['complete', 'complete']",0.0,,P514294,7,2,object sold
864,P514294.7.3,n,5,,,,n,['𒐊'],𒐊,⸢5⸣,['damaged'],0.5,NUMBER,P514294,7,3,object sold
865,P514294.7.4,rūṭu[a unit of length]N,ru-ṭu,rūṭu,rūṭu,a unit of length,N,"['𒊒', '𒂅']",𒊒𒂅,ru-ṭu,"['complete', 'complete']",0.0,,P514294,7,4,object sold
866,P514294.8.1,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,P514294,8,1,initiation of transaction
867,P514294.8.2,Nabu-zeru-iddina[1]PN,{m}{d}PA-NUMUN-AŠ,Nabu-zeru-iddina,Nabu-zeru-iddina,1,PN,"['𒁹', '𒀭', '𒉺', '𒆰', '𒀸']",𒁹𒀭𒉺𒆰𒀸,{m}{d}PA-NUMUN-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514294,8,2,initiation of transaction
868,P514294.9.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514294,9,1,price
869,P514294.9.2,libbi[interior]N,ŠA₃,libbi,libbu,interior,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,,P514294,9,2,price
870,P514294.9.3,n,12,,,,n,['𒌋𒈫'],𒌋𒈫,12,['complete'],0.0,NUMBER,P514294,9,3,price
871,P514294.9.4,šiqlī[a unit of weight]N,GIN₂.MEŠ,šiqlī,šiqlu,a unit of weight,N,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,GIN₂.MEŠ,"['complete', 'complete']",0.0,,P514294,9,4,price
872,P514294.9.5,ṣarpi[silver]N,KU₃.BABBAR,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P514294,9,5,price
