Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
2829,P522851.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522851,2,1,seal identification
2830,P522851.2.2,+Silim-Adad[]PN$,{m}si-lim-10,Silim-Adad,Silim-Adad,1,PN,"['𒁹', '𒋛', '𒅆', '𒌋']",𒁹𒋛𒅆𒌋,{m}si-lim-10,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P522851,2,2,seal identification
2831,P522851.3.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522851,3,1,seal identification
2832,P522851.3.2,nišē[people]N,UN-MEŠ,nišē,nišu,people,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN-MEŠ,"['complete', 'complete']",0.0,,,P522851,3,2,seal identification
2833,P522851.3.3,iddan[pay]V,SUM-an,iddan,tadānu,pay,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,,,P522851,3,3,seal identification
2834,P522851.7.1,+Se-lawa[]PN$,{m}se-eʾ-lu-u-a,Se-lawa,Se-lawa,1,PN,"['𒁹', '𒋛', '𒀪', '𒇻', '𒌋', '𒀀']",𒁹𒋛𒀪𒇻𒌋𒀀,{m}se-eʾ-lu-u-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522851,7,1,object sold
2835,P522851.7.2,+Bataia[]PN$,{mi₂}ba-ta-ia-a,Bataia,Bataia,1,PN,"['𒊩', '𒁀', '𒋫', '𒅀', '𒀀']",𒊩𒁀𒋫𒅀𒀀,{MI₂}ba-ta-ia-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522851,7,2,object sold
2836,P522851.8.1,issušu[wife]N,MI₂-šu₂,issušu,sinništu,wife,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,,,P522851,8,1,object sold
2837,P522851.8.2,gimru[total]N,PAB,gimru,gimru,total,N,['𒉽'],𒉽,PAB,['complete'],0.0,,,P522851,8,2,object sold
2838,P522851.8.3,n,02,,,,n,['0₂'],0₂,02,['complete'],0.0,NUMBER,,P522851,8,3,object sold
2839,P522851.8.4,napišti[life]N,ZI,napišti,napištu,life,N,['𒍣'],𒍣,ZI,['complete'],0.0,,,P522851,8,4,object sold
2840,P522851.8.5,urdāni[servant]N,ARAD-MEŠ,urdāni,ardu,servant,N,"['𒀴', '𒈨𒌍']",𒀴𒈨𒌍,ARAD-MEŠ,"['complete', 'complete']",0.0,,,P522851,8,5,object sold
2841,P522851.9.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,P522851,9,1,object sold
2842,P522851.9.2,+Silim-Adad[]PN$,{m}si-lim-10,Silim-Adad,Silim-Adad,1,PN,"['𒁹', '𒋛', '𒅆', '𒌋']",𒁹𒋛𒅆𒌋,{m}si-lim-10,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P522851,9,2,object sold
2843,P522851.9.3,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,,P522851,9,3,initiation of transaction
2844,P522851.10.1,+Handi[]PN$,{m}ha-an-di-i,Handi,Handi,1,PN,"['𒁹', '𒄩', '𒀭', '𒁲', '𒄿']",𒁹𒄩𒀭𒁲𒄿,{m}ha-an-di-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522851,10,1,initiation of transaction
2845,P522851.10.2,šaknu[prefect]N,{lu₂}GAR-nu,šaknu,šaknu,prefect,N,"['𒇽', '𒃻', '𒉡']",𒇽𒃻𒉡,{LU₂}GAR-nu,"['complete', 'complete', 'complete']",0.0,,,P522851,10,2,initiation of transaction
2846,P522851.11.1,issi[with]PRP,TA,issi,išti,with,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522851,11,1,completion of transaction
2847,P522851.11.2,pān[front]N,pa-an,pān,pānu,front,N,"['𒉺', '𒀭']",𒉺𒀭,pa-an,"['complete', 'complete']",0.0,,,P522851,11,2,completion of transaction
2848,P522851.11.3,+Silim-Adad[]PN$,{m}si-lim-10,Silim-Adad,Silim-Adad,1,PN,"['𒁹', '𒋛', '𒅆', '𒌋']",𒁹𒋛𒅆𒌋,{m}si-lim-10,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P522851,11,3,completion of transaction
2849,P522851.11.4,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522851,11,4,price
