Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
14829,P335173.4.1,{⸢mi₂⸣}AN-⸢e⸣—ta-⸢ba⸣-[ni,Šame-tabani[1]PN,PN,PN,"['𒊩', '𒀭', '𒂊', '𒋫', '𒁀', '𒉌']",𒊩𒀭𒂊𒋫𒁀𒉌,{⸢MI₂⸣}AN-⸢e⸣-ta-⸢ba⸣-[ni],"['damaged', 'complete', 'damaged', 'complete', 'damaged', 'missing']",0.42,Šame-tabani,Šame-tabani,1,,P335173,4,1,object sold
14830,P335173.4.2,GEME₂-šu₂],amtīšu[maid]N,,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,[GEME₂-šu₂],"['missing', 'missing']",1.0,amtīšu,amtu,maid,,P335173,4,2,object sold
14831,P335173.5.1,[ša],ša[of]DET,,DET,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,of,,P335173,5,1,object sold
14832,P335173.5.2,{1}{d}PA—NUMUN—AŠ,Nabu-zeru-iddina[1]PN,PN,PN,"['𒁹', '𒀭', '𒉺', '𒆰', '𒀸']",𒁹𒀭𒉺𒆰𒀸,{1}{d}PA-NUMUN-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-zeru-iddina,Nabu-zeru-iddina,1,,P335173,5,2,object sold
14833,P335173.5.3,u₂-[piš-ma],uppišma[contract]V,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-[piš-ma],"['complete', 'missing', 'missing']",0.67,uppišma,epēšu,contract,,P335173,5,3,initiation of transaction
14834,P335173.6.1,{1}šum₂-ma—DINGIR-MEŠ,Šumma-ilani[1]PN,PN,PN,"['𒁹', '𒋧', '𒈠', '𒀭', '𒈨𒌍']",𒁹𒋧𒈠𒀭𒈨𒌍,{1}šum₂-ma-DINGIR-MEŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Šumma-ilani,Šumma-ilani,1,,P335173,6,1,initiation of transaction
14835,P335173.6.2,ina,ina[in+=for]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335173,6,2,price
14836,P335173.6.3,⸢ŠA₃⸣,libbi[interior]N,,N,['𒊮'],𒊮,⸢ŠA₃⸣,['damaged'],0.5,libbi,libbu,interior,,P335173,6,3,price
14837,P335173.6.4,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335173,6,4,price
14838,P335173.6.5,MA.NA],manê[a unit of weight]N,,N,"['𒈠', '𒈾']",𒈠𒈾,[MA].[NA],"['missing', 'missing']",1.0,manê,manû,a unit of weight,,P335173,6,5,price
14839,P335173.7.1,KUG.UD,ṣarpi[silver]N,,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,,P335173,7,1,price
14840,P335173.7.2,TI-qi₂,leqû[take//purchase]V$ilqi,,V,"['𒋾', '𒆠']",𒋾𒆠,TI-qi₂,"['complete', 'complete']",0.0,ilqi,leqû,purchase,,P335173,7,2,completion of transaction
14841,P335173.7.3,kas-[pu,kaspu[money]N,,N,"['𒆜', '𒁍']",𒆜𒁍,kas-[pu],"['complete', 'missing']",0.5,kaspu,kaspu,money,,P335173,7,3,confirmation of transfer 1
14842,P335173.7.4,gam-mur],gammur[completed]AJ,,AJ,"['𒃵', '𒄯']",𒃵𒄯,[gam-mur],"['missing', 'missing']",1.0,gammur,gammuru,completed,,P335173,7,4,confirmation of transfer 1
14843,P335173.8.1,⸢ta⸣-din,tadin[paid]AJ,,AJ,"['𒋫', '𒁷']",𒋫𒁷,⸢ta⸣-din,"['damaged', 'complete']",0.25,tadin,tadnu,paid,,P335173,8,1,confirmation of transfer 1
14844,P335173.8.2,MI₂,issu[woman]N,,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issu,sinništu,woman,,P335173,8,2,confirmation of transfer 2
14845,P335173.8.3,šu₂-a-⸢te⸣,šuāti[him//that]IP'DP$šuāte,,IP,"['𒋙', '𒀀', '𒋼']",𒋙𒀀𒋼,šu₂-a-⸢te⸣,"['complete', 'complete', 'damaged']",0.17,šuāte,šuāti,that,,P335173,8,3,confirmation of transfer 2
14846,P335173.8.4,[za-ar-pat],zarpat[purchased]AJ,,AJ,"['𒍝', '𒅈', '𒉻']",𒍝𒅈𒉻,[za-ar-pat],"['missing', 'missing', 'missing']",1.0,zarpat,zarpu,purchased,,P335173,8,4,confirmation of transfer 2
14847,P335173.9.1,⸢la⸣-qi-at,laqiat[acquired]AJ,,AJ,"['𒆷', '𒆥', '𒀜']",𒆷𒆥𒀜,⸢la⸣-qi-at,"['damaged', 'complete', 'complete']",0.17,laqiat,leqû,acquired,,P335173,9,1,confirmation of transfer 2
14848,P335173.9.2,⸢tu₂⸣-[a-ru,târu[turn//revocation]V'N$tuāru,,V,"['𒌓', '𒀀', '𒊒']",𒌓𒀀𒊒,⸢tu₂⸣-[a-ru],"['damaged', 'missing', 'missing']",0.83,tuāru,târu,revocation,,P335173,9,2,exclusion of litigation
14849,P335173.9.3,de-e-nu],dēnu[lawsuit]N,,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,[de-e-nu],"['missing', 'missing', 'missing']",1.0,dēnu,dīnu,lawsuit,,P335173,9,3,exclusion of litigation
14850,P335173.10.1,⸢DUG₄⸣.DUG₄,dabābu[litigation]'N,,V,"['𒅗', '𒅗']",𒅗𒅗,⸢DUG₄⸣.DUG₄,"['damaged', 'complete']",0.25,dabābu,dabābu,litigation,,P335173,10,1,exclusion of litigation
14851,P335173.10.2,⸢la⸣-[aš₂-šu₂,laššu[(there) is not]V,,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,⸢la⸣-[aš₂-šu₂],"['damaged', 'missing', 'missing']",0.83,laššu,laššu,(there) is not,,P335173,10,2,exclusion of litigation
14852,P335173.10.3,man-nu,mannu[whoever]'XP,,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,[man-nu],"['missing', 'missing']",1.0,mannu,mannu,whoever,,P335173,10,3,penalties for litigation: contravention
14853,P335173.10.4,ša],ša[who]REL,,REL,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,who,,P335173,10,4,penalties for litigation: contravention
14854,P335173.11.1,[ina],ina[in+=in the future]PRP,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P335173,11,1,penalties for litigation: contravention
