Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
4603,P527186.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P527186,2,1,seal identification
4604,P527186.2.2,+Tar-x[]PN$,{m}tar-[x-x-x],Tar-x,Tar-x,1,PN,"['𒁹', '𒋻', 'X', 'X', 'X']",𒁹𒋻XXX,{m}tar-[x-x-x],"['complete', 'complete', 'missing', 'missing', 'missing']",0.6,PN,,P527186,2,2,seal identification
4605,P527186.3.1,kunuk[seal]N,{⸢na₄⸣}[KIŠIB],kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}[KIŠIB],"['damaged', 'missing']",0.75,,,P527186,3,1,seal identification
4606,P527186.3.2,x[1]PN,{⸢m⸣}[x-x-x-x],x,x,1,PN,"['𒁹', 'X', 'X', 'X', 'X']",𒁹XXXX,{⸢m⸣}[x-x-x-x],"['damaged', 'missing', 'missing', 'missing', 'missing']",0.9,PN,,P527186,3,2,seal identification
4607,P527186.5.1,Šulmu-šarri[1]PN,{[m}DI]-⸢mu-MAN⸣,Šulmu-šarri,Šulmu-šarri,1,PN,"['𒁹', '𒁲', '𒈬', '𒌋𒌋']",𒁹𒁲𒈬𒌋𒌋,{[m]}[DI]-⸢mu-MAN⸣,"['missing', 'missing', 'damaged', 'damaged']",0.75,PN,,P527186,5,1,initiation of transaction
4608,P527186.5.2,ina[in]PRP,[ina,ina,ina,in,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,P527186,5,2,price
4609,P527186.5.3,libbi[interior]N,ŠA₃,libbi,libbu,interior,N,['𒊮'],𒊮,[ŠA₃],['missing'],1.0,,,P527186,5,3,price
4610,P527186.5.4,n,x,,,,n,['X'],X,[x],['missing'],1.0,NUMBER,,P527186,5,4,price
4611,P527186.5.5,manā[a unit of weight]N,MA.NA/GIN₂.MEŠ],manā,manû,a unit of weight,N,"['𒈠', '𒈾', '𒂆', '𒈨𒌍']",𒈠𒈾𒂆𒈨𒌍,[MA].[NA]/[GIN₂].[MEŠ],"['missing', 'missing', 'missing', 'missing']",1.0,,,P527186,5,5,price
4612,P527186.6.1,ṣarpi[silver]N,[KU₃.BABBAR],ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,[KU₃].[BABBAR],"['missing', 'missing']",1.0,,,P527186,6,1,price
4613,P527186.6.2,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P527186,6,2,completion of transaction
4614,P527186.6.3,+pānu[front]N$pān,[IGI],pān,pānu,front,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,,P527186,6,3,completion of transaction
4615,P527186.7.1,amēlē[man]N,[LU₂.MEŠ,amēlē,awīlu,man,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,[LU₂].[MEŠ],"['missing', 'missing']",1.0,,,P527186,7,1,completion of transaction
4616,P527186.7.2,annūte[this]DP,an-nu-te],annūte,annû,this,DP,"['𒀭', '𒉡', '𒋼']",𒀭𒉡𒋼,[an-nu-te],"['missing', 'missing', 'missing']",1.0,,,P527186,7,2,completion of transaction
4617,P527186.8.1,ilqe[purchase]V,⸢il⸣-[qe,ilqe,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,⸢il⸣-[qe],"['damaged', 'missing']",0.75,,,P527186,8,1,completion of transaction
4618,P527186.8.2,kaspi[money]N,kas]-pi,kaspi,kaspu,money,N,"['𒆜', '𒉿']",𒆜𒉿,[kas]-pi,"['missing', 'complete']",0.5,,,P527186,8,2,confirmation of transfer 1
4619,P527186.9.1,gammur[completed]AJ,gam-mur,gammur,gammuru,completed,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,,,P527186,9,1,confirmation of transfer 1
4620,P527186.9.2,tadin[paid]AJ,⸢ta⸣-din,tadin,tadnu,paid,AJ,"['𒋫', '𒁷']",𒋫𒁷,⸢ta⸣-din,"['damaged', 'complete']",0.25,,,P527186,9,2,confirmation of transfer 1
4621,P527186.10.1,issu[woman]N,MI₂,issu,sinništu,woman,N,['𒊩'],𒊩,MI₂,['complete'],0.0,,,P527186,10,1,confirmation of transfer 2
