Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
4513,P514277.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P514277,2,1,seal identification
4514,P514277.2.2,Zeru-ken[]PN$,{m}⸢NUMUN⸣-[GIN],Zeru-ken,Zeru-ken,1,PN,"['𒁹', '𒆰', '𒁺']",𒁹𒆰𒁺,{m}⸢NUMUN⸣-[GIN],"['complete', 'damaged', 'missing']",0.5,PN,P514277,2,2,seal identification
4515,P514277.3.1,mār[son]N,[A],mār,māru,son,N,['𒀀'],𒀀,[A],['missing'],1.0,,P514277,3,1,seal identification
4516,P514277.3.2,Bel-naʾdi[]PN$,{m}EN-I,Bel-naʾdi,Bel-naʾdi,1,PN,"['𒁹', '𒂗', '𒄿']",𒁹𒂗𒄿,{m}EN-I,"['complete', 'complete', 'complete']",0.0,PN,P514277,3,2,seal identification
4517,P514277.4.1,issu[from]PRP,[TA],issu,ištu,from,PRP,['𒋫'],𒋫,[TA],['missing'],1.0,,P514277,4,1,seal identification
4518,P514277.4.2,Hanqati[]GN$,{⸢uru⸣}ha-an-qa-a-⸢ti⸣,Hanqati,Hanqati,1,GN,"['𒌷', '𒄩', '𒀭', '𒋡', '𒀀', '𒋾']",𒌷𒄩𒀭𒋡𒀀𒋾,{⸢URU⸣}ha-an-qa-a-⸢ti⸣,"['damaged', 'complete', 'complete', 'complete', 'complete', 'damaged']",0.17,GN,P514277,4,2,seal identification
4519,P514277.5.1,bēl[lord]N,[EN],bēl,bēlu,lord,N,['𒂗'],𒂗,[EN],['missing'],1.0,,P514277,5,1,seal identification
4520,P514277.5.2,issi[woman]N,⸢MUNUS⸣,issi,sinništu,woman,N,['𒊩'],𒊩,⸢MUNUS⸣,['damaged'],0.5,,P514277,5,2,seal identification
4521,P514277.5.3,tadāni[giving]'N,ta-da-ni,tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-da-ni,"['complete', 'complete', 'complete']",0.0,,P514277,5,3,seal identification
4522,P514277.7.1,Banitu-dannat[]PN$,{f}DU₃-tu₂-⸢dan-nat,Banitu-dannat,Banitu-dannat,1,PN,"['𒊩', '𒆕', '𒌓', '𒆗', '𒆳']",𒊩𒆕𒌓𒆗𒆳,{f}DU₃-tu₂-⸢dan-nat⸣,"['complete', 'complete', 'complete', 'damaged', 'damaged']",0.2,PN,P514277,7,1,object sold
4523,P514277.7.2,amtu[maid//female slave]N'N$amatšu,GEME₂⸣-šu₂,amatšu,amtu,female slave,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,⸢GEME₂⸣-šu₂,"['damaged', 'complete']",0.25,,P514277,7,2,object sold
