Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
9223,P528301.2.1,X,{na₄}KIŠIB,X,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,,,P528301,2,1,seal identification
9224,P528301.2.2,X,{m}{d}[IM-mil-ku-KAM-eš],X,"['𒁹', '𒀭', '𒅎', '𒅖', '𒆪', '𒄰', '𒌍']",𒁹𒀭𒅎𒅖𒆪𒄰𒌍,{m}{d}[IM-mil-ku-KAM-eš],"['complete', 'complete', 'missing', 'missing', 'missing', 'missing', 'missing']",0.71,,,,,P528301,2,2,seal identification
9225,P528301.3.1,X,A,X,['𒀀'],𒀀,A,['complete'],0.0,,,,,P528301,3,1,seal identification
9226,P528301.3.2,Aššur-naʾdi[1]PN,{m}aš-šur-I,PN,"['𒁹', '𒀸', '𒋩', '𒄿']",𒁹𒀸𒋩𒄿,{m}aš-šur-I,"['complete', 'complete', 'complete', 'complete']",0.0,Aššur-naʾdi,Aššur-naʾdi,1,PN,P528301,3,2,seal identification
9227,P528301.3.3,X,{[lu₂}TUG₂.UD],X,"['𒇽', '𒌆', '𒌓']",𒇽𒌆𒌓,{[LU₂]}[TUG₂].[UD],"['missing', 'missing', 'missing']",1.0,,,,,P528301,3,3,seal identification
9228,P528301.4.1,Bel[1]DN,EN,DN,['𒂗'],𒂗,EN,['complete'],0.0,Bel,Bel,1,DN,P528301,4,1,seal identification
9229,P528301.4.2,X,UN.MEŠ,X,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN.MEŠ,"['complete', 'complete']",0.0,,,,,P528301,4,2,seal identification
9230,P528301.4.3,X,ta-⸢da-ni⸣,X,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-⸢da-ni⸣,"['complete', 'damaged', 'damaged']",0.33,,,,,P528301,4,3,seal identification
9231,P528301.8.1,X,{mi₂}ši-ti-KAL-at,X,"['𒊩', '𒅆', '𒋾', '𒆗', '𒀜']",𒊩𒅆𒋾𒆗𒀜,{MI₂}ši-ti-KAL-at,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528301,8,1,object sold
9232,P528301.8.2,X,{m}{d}aš-šur-UŠ₂-TI.LA,X,"['𒁹', '𒀭', '𒀸', '𒋩', '𒌀', '𒋾', '𒆷']",𒁹𒀭𒀸𒋩𒌀𒋾𒆷,{m}{d}aš-šur-UŠ₂-TI.LA,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528301,8,2,object sold
9233,P528301.8.3,X,DUMU-ša₂,X,"['𒌉', '𒃻']",𒌉𒃻,DUMU-ša₂,"['complete', 'complete']",0.0,,,,,P528301,8,3,object sold
9234,P528301.9.1,X,PAB,X,['𒉽'],𒉽,PAB,['complete'],0.0,,,,,P528301,9,1,object sold
9235,P528301.9.2,n,02,n,['0₂'],0₂,02,['complete'],0.0,,,,NUMBER,P528301,9,2,object sold
9236,P528301.9.3,X,ZI-⸢MEŠ⸣,X,"['𒍣', '𒈨𒌍']",𒍣𒈨𒌍,ZI-⸢MEŠ⸣,"['complete', 'damaged']",0.25,,,,,P528301,9,3,object sold
9237,P528301.9.4,X,ARAD.MEŠ-ni,X,"['𒀴', '𒈨𒌍', '𒉌']",𒀴𒈨𒌍𒉌,ARAD.MEŠ-ni,"['complete', 'complete', 'complete']",0.0,,,,,P528301,9,4,object sold
9238,P528301.10.1,X,ša,X,['𒊭'],𒊭,ša,['complete'],0.0,,,,,P528301,10,1,object sold
9239,P528301.10.2,X,{m}{d}⸢IM⸣-mil-ku-KAM-eš,X,"['𒁹', '𒀭', '𒅎', '𒅖', '𒆪', '𒄰', '𒌍']",𒁹𒀭𒅎𒅖𒆪𒄰𒌍,{m}{d}⸢IM⸣-mil-ku-KAM-eš,"['complete', 'complete', 'damaged', 'complete', 'complete', 'complete', 'complete']",0.07,,,,,P528301,10,2,object sold
9240,P528301.11.1,X,A,X,['𒀀'],𒀀,A,['complete'],0.0,,,,,P528301,11,1,object sold
9241,P528301.11.2,Aššur-naʾdi[1]PN,{m}aš-šur-I,PN,"['𒁹', '𒀸', '𒋩', '𒄿']",𒁹𒀸𒋩𒄿,{m}aš-šur-I,"['complete', 'complete', 'complete', 'complete']",0.0,Aššur-naʾdi,Aššur-naʾdi,1,PN,P528301,11,2,object sold
9242,P528301.11.3,X,{lu₂}TUG₂.UD,X,"['𒇽', '𒌆', '𒌓']",𒇽𒌆𒌓,{LU₂}TUG₂.UD,"['complete', 'complete', 'complete']",0.0,,,,,P528301,11,3,object sold
9243,P528301.12.1,X,u₂-⸢piš⸣-ma,X,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-⸢piš⸣-ma,"['complete', 'damaged', 'complete']",0.17,,,,,P528301,12,1,initiation of transaction
9244,P528301.12.2,Eriba-Aššur[1]PN,{m}SU-aš-⸢šur⸣,PN,"['𒁹', '𒋢', '𒀸', '𒋩']",𒁹𒋢𒀸𒋩,{m}SU-aš-⸢šur⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,Eriba-Aššur,Eriba-Aššur,1,PN,P528301,12,2,initiation of transaction
9245,P528301.13.1,X,ina,X,['𒀸'],𒀸,ina,['complete'],0.0,,,,,P528301,13,1,price
9246,P528301.13.2,X,ŠA₃-[bi,X,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-[bi],"['complete', 'missing']",0.5,,,,,P528301,13,2,price
9247,P528301.13.3,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P528301,13,3,price
9248,P528301.13.4,n,1/2,n,['𒈦'],𒈦,1/2,['complete'],0.0,,,,NUMBER,P528301,13,4,price
9249,P528301.13.5,X,MA,X,['𒈠'],𒈠,MA,['complete'],0.0,,,,,P528301,13,5,price
9250,P528301.13.6,n,04,n,['0₄'],0₄,04,['complete'],0.0,,,,NUMBER,P528301,13,6,price
9251,P528301.13.7,X,GIN₂,X,['𒂆'],𒂆,GIN₂,['complete'],0.0,,,,,P528301,13,7,price
9252,P528301.13.8,X,KU₃.UD,X,"['𒆬', '𒌓']",𒆬𒌓,KU₃.UD,"['complete', 'complete']",0.0,,,,,P528301,13,8,price
