Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
5819,P522491.4.1,kūm[instead of]PRP,ku-um,PRP,"['𒆪', '𒌝']",𒆪𒌝,ku-um,"['complete', 'complete']",0.0,kūm,kūm,instead of,,P522491,4,1,seal identification
5820,P522491.4.2,+kunukku[seal//seal]N'N$kunukkīšu,{na₄}KIŠIB-šu,N,"['𒉌𒌓', '𒈩', '𒋗']",𒉌𒌓𒈩𒋗,{NA₄}KIŠIB-šu,"['complete', 'complete', 'complete']",0.0,kunukkīšu,kunukku,seal,,P522491,4,2,seal identification
5821,P522491.4.3,ṣupuršu[fingernail]N,ṣu-pur-šu,N,"['𒍮', '𒁓', '𒋗']",𒍮𒁓𒋗,ṣu-pur-šu,"['complete', 'complete', 'complete']",0.0,ṣupuršu,ṣupru,fingernail,,P522491,4,3,seal identification
5822,P522491.4.4,iškun[place]V,iš-kun,V,"['𒅖', '𒆲']",𒅖𒆲,iš-kun,"['complete', 'complete']",0.0,iškun,šakānu,place,,P522491,4,4,seal identification
5823,P522491.5.1,ša[of]DET,ša,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,P522491,5,1,seal identification
5824,P522491.5.2,Nabu-ahu-iddina[1]PN,{1}{d}PA-PAB-AŠ,PN,"['𒁹', '𒀭', '𒉺', '𒉽', '𒀸']",𒁹𒀭𒉺𒉽𒀸,{1}{d}PA-PAB-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-ahu-iddina,Nabu-ahu-iddina,1,PN,P522491,5,2,seal identification
5825,P522491.5.3,+ṭupšarru[scribe//scribe]N'N$tupšarru,DUB.SAR,N,"['𒁾', '𒊬']",𒁾𒊬,DUB.SAR,"['complete', 'complete']",0.0,tupšarru,ṭupšarru,scribe,,P522491,5,3,seal identification
5826,P522491.8.1,+Emuqi-Aššur[]PN$,{1}e-mu-qi-aš-šur,PN,"['𒁹', '𒂊', '𒈬', '𒆥', '𒀸', '𒋩']",𒁹𒂊𒈬𒆥𒀸𒋩,{1}e-mu-qi-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Emuqi-Aššur,Emuqi-Aššur,1,PN,P522491,8,1,object sold
5827,P522491.8.2,issušu[woman]N,MI₂-šu,N,"['𒊩', '𒋗']",𒊩𒋗,MI₂-šu,"['complete', 'complete']",0.0,issušu,sinništu,woman,,P522491,8,2,object sold
5828,P522491.9.1,n,03,n,['0₃'],0₃,03,['complete'],0.0,,,,NUMBER,P522491,9,1,object sold
5829,P522491.9.2,marʾēšu[son]N,DUMU-MEŠ-šu,N,"['𒌉', '𒈨𒌍', '𒋗']",𒌉𒈨𒌍𒋗,DUMU-MEŠ-šu,"['complete', 'complete', 'complete']",0.0,marʾēšu,māru,son,,P522491,9,2,object sold
