Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
28189,P335137.3.1,{1}{d}PA—EN—PAB,Nabu-belu-uṣur[1]PN,PN,PN,"['𒁹', '𒀭', '𒉺', '𒂗', '𒉽']",𒁹𒀭𒉺𒂗𒉽,{[1]}{[d]}[PA-EN-PAB],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,Nabu-belu-uṣur,Nabu-belu-uṣur,1,,P335137,3,1,object sold
28190,P335137.3.2,{lu₂v}NINDA,āpiu[baker]N,,N,"['𒇽', '𒃻']",𒇽𒃻,{[LU₂~v]}[NINDA],"['missing', 'missing']",1.0,āpiu,ēpû,baker,,P335137,3,2,object sold
28191,P335137.3.3,ARAD]-šu₂,urdīšu[servant]N,,N,"['𒀴', '𒋙']",𒀴𒋙,[ARAD]-šu₂,"['missing', 'complete']",0.5,urdīšu,ardu,servant,,P335137,3,3,object sold
28192,P335137.4.1,[ša₂,ša[of]DET,,DET,['𒃻'],𒃻,[ša₂],['missing'],1.0,ša,ša,of,,P335137,4,1,object sold
28193,P335137.4.2,{1}mu-GI.NA—aš]-šur,Mukin-Aššur[1]PN$,PN,PN,"['𒁹', '𒈬', '𒄀', '𒈾', '𒀸', '𒋩']",𒁹𒈬𒄀𒈾𒀸𒋩,{[1]}[mu-GI].[NA-aš]-šur,"['missing', 'missing', 'missing', 'missing', 'missing', 'complete']",0.83,Mukin-Aššur,Mukin-Aššur,1,,P335137,4,2,object sold
28194,P335137.5.1,[u₂-piš-ma,uppišma[contract]V,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš-ma],"['missing', 'missing', 'missing']",1.0,uppišma,epēšu,contract,,P335137,5,1,initiation of transaction
28195,P335137.5.2,{1}rem₂-a]-⸢ni⸣—{d}10,Remanni-Adad[1]PN$,PN,PN,"['𒁹', '𒀖', '𒀀', '𒉌', '𒀭', '𒌋']",𒁹𒀖𒀀𒉌𒀭𒌋,{[1]}[rem₂-a]-⸢ni⸣-{d}10,"['missing', 'missing', 'missing', 'damaged', 'complete', 'complete']",0.58,Remanni-Adad,Remanni-Adad,1,,P335137,5,2,initiation of transaction
28196,P335137.6.1,{[lu₂}DIB]—{⸢kuš}PA-MEŠ,mukillu[holder]N$mukīl&appatu[bridle]N$appāti,,N,"['𒇽', '𒁳', '𒋢', '𒉺', '𒈨𒌍']",𒇽𒁳𒋢𒉺𒈨𒌍,{[LU₂]}[DIB]-{⸢KUŠ⸣}⸢PA-MEŠ⸣,"['missing', 'missing', 'damaged', 'damaged', 'damaged']",0.7,mukīl,mukillu,holder,,P335137,6,1,initiation of transaction
28198,P335137.6.2,dan⸣-nu,dannu[strong]AJ,,AJ,"['𒆗', '𒉡']",𒆗𒉡,⸢dan⸣-nu,"['damaged', 'complete']",0.25,dannu,dannu,strong,,P335137,6,2,initiation of transaction
28199,P335137.6.3,ina,ina[in+=for]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335137,6,3,price
