Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
8015,P225195.2.1,kunuk[seal]N,{[na₄}KIŠIB,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunuk,kunukku,seal,,P225195,2,1,seal identification
8016,P225195.2.2,+Akburu[]PN$Akabur,{1}a-ka-bur],PN,"['𒁹', '𒀀', '𒅗', '𒁓']",𒁹𒀀𒅗𒁓,{[1]}[a-ka-bur],"['missing', 'missing', 'missing', 'missing']",1.0,Akabur,Akburu,1,PN,P225195,2,2,seal identification
8017,P225195.3.1,bēl[owner]N,EN,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,P225195,3,1,seal identification
8018,P225195.3.2,amēli[man]N,[LU₂,N,['𒇽'],𒇽,[LU₂],['missing'],1.0,amēli,awīlu,man,,P225195,3,2,seal identification
8019,P225195.3.3,tadāni[giving]'N,SUM-ni],V,"['𒋧', '𒉌']",𒋧𒉌,[SUM-ni],"['missing', 'missing']",1.0,tadāni,tadānu,giving,,P225195,3,3,seal identification
8020,P225195.7.1,+Kabluṣi[]PN$,{1}ka-ab-lu-ṣi,PN,"['𒁹', '𒅗', '𒀊', '𒇻', '𒍢']",𒁹𒅗𒀊𒇻𒍢,{1}ka-ab-lu-ṣi,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kabluṣi,Kabluṣi,1,PN,P225195,7,1,object sold
8021,P225195.7.2,u,x,u,['X'],X,x,['complete'],0.0,,,,,P225195,7,2,object sold
8022,P225195.7.3,u,[x],u,['X'],X,[x],['missing'],1.0,,,,,P225195,7,3,object sold
8023,P225195.7.4,u,x,u,['X'],X,x,['complete'],0.0,,,,,P225195,7,4,object sold
8024,P225195.8.1,urdušu[servant]N,⸢ARAD⸣-šu₂,N,"['𒀴', '𒋙']",𒀴𒋙,⸢ARAD⸣-šu₂,"['damaged', 'complete']",0.25,urdušu,ardu,servant,,P225195,8,1,object sold
8025,P225195.8.2,ša[of]DET,ša₂,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,of,,P225195,8,2,object sold
8026,P225195.8.3,+Akburu[]PN$Akaburu,{1}a-ka-bu-ru,PN,"['𒁹', '𒀀', '𒅗', '𒁍', '𒊒']",𒁹𒀀𒅗𒁍𒊒,{1}a-ka-bu-ru,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Akaburu,Akburu,1,PN,P225195,8,3,object sold
8027,P225195.9.1,tuppišma[contract]V,tu-piš-ma,V,"['𒌅', '𒄫', '𒈠']",𒌅𒄫𒈠,tu-piš-ma,"['complete', 'complete', 'complete']",0.0,tuppišma,epēšu,contract,,P225195,9,1,initiation of transaction
8028,P225195.9.2,+Bessi-ṭalli[]PN$,{mi₂}bi-⸢e-si⸣-ṭa-li,PN,"['𒊩', '𒁉', '𒂊', '𒋛', '𒁕', '𒇷']",𒊩𒁉𒂊𒋛𒁕𒇷,{MI₂}bi-⸢e-si⸣-ṭa-li,"['complete', 'complete', 'damaged', 'damaged', 'complete', 'complete']",0.17,Bessi-ṭalli,Bessi-ṭalli,1,PN,P225195,9,2,initiation of transaction
8029,P225195.10.1,issu[from]PRP,TA,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,,P225195,10,1,completion of transaction
8030,P225195.10.2,pān[front]N,IGI,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,,P225195,10,2,completion of transaction
8031,P225195.10.3,Akabur[1]PN,{1}a-ka-bur,PN,"['𒁹', '𒀀', '𒅗', '𒁓']",𒁹𒀀𒅗𒁓,{1}a-ka-bur,"['complete', 'complete', 'complete', 'complete']",0.0,Akabur,Akburu,1,PN,P225195,10,3,completion of transaction
8032,P225195.11.1,ina[in]PRP,ina,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P225195,11,1,price
8033,P225195.11.2,libbi[interior]N,ŠA₃-bi,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,,P225195,11,2,price
8034,P225195.11.3,n,01,n,['01'],01,01,['complete'],0.0,,,,NUMBER,P225195,11,3,price
8035,P225195.11.4,manā[a unit of weight]N,MA.NA,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manā,manû,a unit of weight,,P225195,11,4,price
8036,P225195.11.5,n,05,n,['0₅'],0₅,05,['complete'],0.0,,,,NUMBER,P225195,11,5,price
8037,P225195.11.6,šiqli[a unit of weight]N,⸢GIN₂⸣,N,['𒂆'],𒂆,⸢GIN₂⸣,['damaged'],0.5,šiqli,šiqlu,a unit of weight,,P225195,11,6,price
8038,P225195.11.7,ṣarpi[silver]N,KUG.UD,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,,P225195,11,7,price
8039,P225195.12.1,talqi[purchase]V,ta-al-qi,V,"['𒋫', '𒀠', '𒆥']",𒋫𒀠𒆥,ta-al-qi,"['complete', 'complete', 'complete']",0.0,talqi,leqû,purchase,,P225195,12,1,completion of transaction
8040,P225195.12.2,kaspu[money]N,kas-pu,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,P225195,12,2,confirmation of transfer 1
8041,P225195.12.3,gammur[completed]AJ,gam-mur,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,,P225195,12,3,confirmation of transfer 1
8042,P225195.12.4,tadini[paid]AJ,ta-di-ni,AJ,"['𒋫', '𒁲', '𒉌']",𒋫𒁲𒉌,ta-di-ni,"['complete', 'complete', 'complete']",0.0,tadini,tadnu,paid,,P225195,12,4,confirmation of transfer 1
8043,P225195.13.1,amēlu[man]N,LU₂,N,['𒇽'],𒇽,LU₂,['complete'],0.0,amēlu,awīlu,man,,P225195,13,1,confirmation of transfer 2
8044,P225195.13.2,šuāte[that]'DP,šu-a-te,IP,"['𒋗', '𒀀', '𒋼']",𒋗𒀀𒋼,šu-a-te,"['complete', 'complete', 'complete']",0.0,šuāte,šuāti,that,,P225195,13,2,confirmation of transfer 2
8045,P225195.13.3,+zarpu[purchased//purchased]AJ'AJ$zarip,za-ar-rip,AJ,"['𒍝', '𒅈', '𒆗']",𒍝𒅈𒆗,za-ar-rip,"['complete', 'complete', 'complete']",0.0,zarip,zarpu,purchased,,P225195,13,3,confirmation of transfer 2
8046,P225195.13.4,laqi[acquired]AJ,la-qi,AJ,"['𒆷', '𒆥']",𒆷𒆥,la-qi,"['complete', 'complete']",0.0,laqi,leqû,acquired,,P225195,13,4,confirmation of transfer 2
8047,P225195.14.1,tuāru[revocation]'N,⸢tu⸣-a-ru,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,⸢tu⸣-a-ru,"['damaged', 'complete', 'complete']",0.17,tuāru,târu,revocation,,P225195,14,1,exclusion of litigation
8048,P225195.14.2,dēnu[lawsuit]N,de-e-nu,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,dēnu,dīnu,lawsuit,,P225195,14,2,exclusion of litigation
8049,P225195.14.3,dabābu[litigation]'N,DUG₄.DUG₄,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,,P225195,14,3,exclusion of litigation
8050,P225195.15.1,laššu[(there) is not]V,[la]-⸢aš₂⸣-šu₂,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,[la]-⸢aš₂⸣-šu₂,"['missing', 'damaged', 'complete']",0.5,laššu,laššu,(there) is not,,P225195,15,1,exclusion of litigation
8051,P225195.15.2,mannu[whoever]'XP,man-nu,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,mannu,mannu,whoever,,P225195,15,2,penalties for litigation: contravention
8052,P225195.15.3,ša[who]REL,ša,REL,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,who,,P225195,15,3,penalties for litigation: contravention
8053,P225195.15.4,ina[in]PRP,ina,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P225195,15,4,penalties for litigation: contravention
8054,P225195.15.5,urkiš[later]AV,ur-kiš,AV,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,urkiš,urkiš,later,,P225195,15,5,penalties for litigation: contravention
8055,P225195.15.6,ina[in]PRP,ina,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P225195,15,6,penalties for litigation: contravention
