Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
7275,P514224.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P514224,2,1,seal identification
7276,P514224.2.2,u,{m}x]-⸢x,,,,u,"['𒁹', 'X', 'X']",𒁹XX,{[m]}[x]-⸢x⸣,"['missing', 'missing', 'damaged']",0.83,,P514224,2,2,seal identification
7277,P514224.2.3,kunuk[seal]N,{na₄}KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,,P514224,2,3,seal identification
7278,P514224.2.4,Šarru-iddina[]PN$,{m}MAN-AŠ-⸢na⸣,Šarru-iddina,Šarru-iddina,1,PN,"['𒁹', '𒌋𒌋', '𒀸', '𒈾']",𒁹𒌋𒌋𒀸𒈾,{m}MAN-AŠ-⸢na⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,PN,P514224,2,4,seal identification
7279,P514224.3.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P514224,3,1,seal identification
7280,P514224.3.2,Mannu-ki-Arbail[]PN$,{m}man-ki]-{uru}4-il₃,Mannu-ki-Arbail,Mannu-ki-Arbail,1,PN,"['𒁹', '𒌋𒌋', '𒆠', '𒌷', '𒐉', '𒀭']",𒁹𒌋𒌋𒆠𒌷𒐉𒀭,{[m]}[man-ki]-{URU}4-il₃,"['missing', 'missing', 'missing', 'complete', 'complete', 'complete']",0.5,PN,P514224,3,2,seal identification
7281,P514224.3.3,gimru[total]N,PAB,gimru,gimru,total,N,['𒉽'],𒉽,PAB,['complete'],0.0,,P514224,3,3,seal identification
7282,P514224.3.4,n,3,,,,n,['𒐈'],𒐈,3,['complete'],0.0,NUMBER,P514224,3,4,seal identification
7283,P514224.3.5,awīlu[man//person]N'N$amēlē,⸢LU₂⸣.MEŠ,amēlē,awīlu,person,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,⸢LU₂⸣.MEŠ,"['damaged', 'complete']",0.25,,P514224,3,5,seal identification
7284,P514224.3.6,u,[x,,,,u,['X'],X,[x],['missing'],1.0,,P514224,3,6,seal identification
7285,P514224.3.7,u,x],,,,u,['X'],X,[x],['missing'],1.0,,P514224,3,7,seal identification
7286,P514224.4.1,kunuk[seal]N,{[na₄}KIŠIB],kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P514224,4,1,seal identification
7287,P514224.4.2,Hattianu[]PN$Hattiani,{m}ha-ti-ia-ni,Hattiani,Hattianu,1,PN,"['𒁹', '𒄩', '𒋾', '𒅀', '𒉌']",𒁹𒄩𒋾𒅀𒉌,{m}ha-ti-ia-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514224,4,2,seal identification
7288,P514224.4.3,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514224,4,3,seal identification
7289,P514224.4.4,awīlu[man//person]N'N$amēlē,LU₂.⸢MEŠ⸣,amēlē,awīlu,person,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,LU₂.⸢MEŠ⸣,"['complete', 'damaged']",0.25,,P514224,4,4,seal identification
7290,P514224.4.5,tadāni[giving]'N,ta-[da-ni],tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-[da-ni],"['complete', 'missing', 'missing']",0.67,,P514224,4,5,seal identification
7291,P514224.5.1,u,[x],,,,u,['X'],X,[x],['missing'],1.0,,P514224,5,1,none
7292,P514224.5.2,u,⸢x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514224,5,2,none
7293,P514224.5.3,u,x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514224,5,3,none
7294,P514224.5.4,u,x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514224,5,4,none
7295,P514224.5.5,u,x⸣,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514224,5,5,none
7296,P514224.9.1,Ṣapunu[]PN$Ṣapun,{f}ṣa-pu-⸢un⸣,Ṣapun,Ṣapunu,1,PN,"['𒊩', '𒍝', '𒁍', '𒌦']",𒊩𒍝𒁍𒌦,{f}ṣa-pu-⸢un⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,PN,P514224,9,1,object sold
