Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
2802,P514256.2.1,Gabbu-ana-Issar[1]PN,{m}gab-bu-ana-15,Gabbu-ana-Issar,Gabbu-ana-Issar,1,PN,"['𒁹', '𒃮', '𒁍', '𒁹', '𒌋𒐊']",𒁹𒃮𒁍𒁹𒌋𒐊,{m}gab-bu-ana-15,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514256,2,1,object sold
2803,P514256.2.2,urdu[servant]N,ur-⸢du⸣,urdu,ardu,servant,N,"['𒌨', '𒁺']",𒌨𒁺,ur-⸢du⸣,"['complete', 'damaged']",0.25,,P514256,2,2,object sold
2804,P514256.3.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,P514256,3,1,object sold
2805,P514256.3.2,Munnabitu[1]PN,{m}mu-na-bi-⸢tu⸣,Munnabitu,Munnabitu,1,PN,"['𒁹', '𒈬', '𒈾', '𒁉', '𒌅']",𒁹𒈬𒈾𒁉𒌅,{m}mu-na-bi-⸢tu⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,PN,P514256,3,2,object sold
2806,P514256.7.1,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,P514256,7,1,initiation of transaction
2807,P514256.7.2,Urdu-Sin[1]PN,{m}IR₃($Text: ITI$)-{d}30,Urdu-Sin,Urdu-Sin,1,PN,"['𒁹', '𒀴', '𒀭', '𒌍']",𒁹𒀴𒀭𒌍,{m}IR₃{d}30,"['complete', 'complete', 'complete', 'complete']",0.0,PN,P514256,7,2,initiation of transaction
2808,P514256.8.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514256,8,1,price
2809,P514256.8.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,P514256,8,2,price
2810,P514256.8.3,n,3,,,,n,['𒐈'],𒐈,3,['complete'],0.0,NUMBER,P514256,8,3,price
2811,P514256.8.4,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P514256,8,4,price
2812,P514256.8.5,ṣarpi[silver]N,KU₃.BABBAR,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P514256,8,5,price
2813,P514256.9.1,ilqi[purchase]V,il-⸢qi⸣,ilqi,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,il-⸢qi⸣,"['complete', 'damaged']",0.25,,P514256,9,1,completion of transaction
