Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
4120,P514323.2.1,kunuk[seal]N,{⸢na₄}KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,,P514323,2,1,seal identification
4121,P514323.2.2,Zabi-x[1]PN,{m}za-⸢bi⸣-[x],Zabi-x,Zabi-x,1,PN,"['𒁹', '𒍝', '𒁉', 'X']",𒁹𒍝𒁉X,{m}za-⸢bi⸣-[x],"['complete', 'complete', 'damaged', 'missing']",0.38,PN,P514323,2,2,seal identification
4122,P514323.2.3,mār[son]N,⸢A,mār,māru,son,N,['𒀀'],𒀀,⸢A⸣,['damaged'],0.5,,P514323,2,3,seal identification
4123,P514323.2.4,Kiṣir-Adad[1]PN,{m⸣}ki-ṣir-10,Kiṣir-Adad,Kiṣir-Adad,1,PN,"['𒁹', '𒆠', '𒈲', '𒌋']",𒁹𒆠𒈲𒌋,{⸢m⸣}ki-ṣir-10,"['damaged', 'complete', 'complete', 'complete']",0.12,PN,P514323,2,4,seal identification
4124,P514323.3.1,kunuk[seal]N,{⸢na₄}KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,,P514323,3,1,seal identification
4125,P514323.3.2,Menase[1]PN,{m}me-na-se-e,Menase,Menase,1,PN,"['𒁹', '𒈨', '𒈾', '𒋛', '𒂊']",𒁹𒈨𒈾𒋛𒂊,{m}me-na-se-e,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514323,3,2,seal identification
4126,P514323.3.3,Ṣurraya[from Tyre]EN,{kur}ṣur-ra-a-⸢a⸣,Ṣurraya,Ṣurraya,from Tyre,EN,"['𒆳', '𒀫', '𒊏', '𒀀', '𒀀']",𒆳𒀫𒊏𒀀𒀀,{KUR}ṣur-ra-a-⸢a⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,,P514323,3,3,seal identification
4127,P514323.4.1,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514323,4,1,seal identification
4128,P514323.4.2,ša-šīmi[man bought//bought slave]N'N$,ŠAM₂,ša-šīmi,ša-šīmi,bought slave,N,['𒉚'],𒉚,ŠAM₂,['complete'],0.0,,P514323,4,2,seal identification
4129,P514323.4.3,tadāni[giving]'N,ta-da-a-ni,tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,,P514323,4,3,seal identification
4130,P514323.8.1,ša-šīmi[man bought//bought slave]N'N$,⸢LU₂⸣.ŠAM₂,ša-šīmi,ša-šīmi,bought slave,N,"['𒇽', '𒉚']",𒇽𒉚,⸢LU₂⸣.ŠAM₂,"['damaged', 'complete']",0.25,,P514323,8,1,object sold
4131,P514323.8.2,ardu[slave]N$uradšunu,IR₃-šu₂-nu,uradšunu,ardu,slave,N,"['𒀴', '𒋙', '𒉡']",𒀴𒋙𒉡,IR₃-šu₂-nu,"['complete', 'complete', 'complete']",0.0,,P514323,8,2,object sold
4132,P514323.8.3,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,P514323,8,3,initiation of transaction
4133,P514323.9.1,Aššur-šezibanni[1]PN,{m}aš+šur-še-zib-a-ni,Aššur-šezibanni,Aššur-šezibanni,1,PN,"['𒁹', '𒀸', '𒋩', '𒊺', '𒍦', '𒀀', '𒉌']",𒁹𒀸𒋩𒊺𒍦𒀀𒉌,{m}aš+šur-še-zib-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514323,9,1,initiation of transaction
4134,P514323.9.2,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514323,9,2,price
4135,P514323.9.3,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,P514323,9,3,price
4136,P514323.9.4,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,NUMBER,P514323,9,4,price
4137,P514323.9.5,manû[unit//a unit of weight]N'N$manā,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P514323,9,5,price
4138,P514323.9.6,n,3,,,,n,['𒐈'],𒐈,3,['complete'],0.0,NUMBER,P514323,9,6,price
4139,P514323.9.7,šiqlu[a unit of weight]N$šiqil,GIN₂,šiqil,šiqlu,a unit of weight,N,['𒂆'],𒂆,GIN₂,['complete'],0.0,,P514323,9,7,price
4140,P514323.9.8,ṣarpi[silver]N,KU₃.BABBAR,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P514323,9,8,price
4141,P514323.10.1,leqû[take//purchase]V'V$ilqi,⸢TI⸣,ilqi,leqû,purchase,V,['𒋾'],𒋾,⸢TI⸣,['damaged'],0.5,,P514323,10,1,completion of transaction
4142,P514323.10.2,kaspu[money]N,kas-pu,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,P514323,10,2,confirmation of transfer 1
4143,P514323.10.3,gammur[finished]AJ,gam-mur,gammur,gammuru,finished,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,,P514323,10,3,confirmation of transfer 1
4144,P514323.10.4,tadnu[given//paid]AJ'AJ$tadin,ta-din,tadin,tadnu,paid,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,,P514323,10,4,confirmation of transfer 1
4145,P514323.10.5,ša-šīmi[man bought//bought slave]N'N$,LU₂.⸢ŠAM₂⸣,ša-šīmi,ša-šīmi,bought slave,N,"['𒇽', '𒉚']",𒇽𒉚,LU₂.⸢ŠAM₂⸣,"['complete', 'damaged']",0.25,,P514323,10,5,confirmation of transfer 2
4146,P514323.10.6,šuātu[this]'DP,šu-a-tu₂,šuātu,šuāti,this,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,,P514323,10,6,confirmation of transfer 2
4147,P514323.11.1,epšu[made//contracted]AJ'AJ$uppuš,up-pu-uš,uppuš,epšu,contracted,AJ,"['𒌒', '𒁍', '𒍑']",𒌒𒁍𒍑,up-pu-uš,"['complete', 'complete', 'complete']",0.0,,P514323,11,1,confirmation of transfer 2
4148,P514323.11.2,laqqi[acquired]AJ,laq-qi,laqqi,leqû,acquired,AJ,"['𒋃', '𒆥']",𒋃𒆥,laq-qi,"['complete', 'complete']",0.0,,P514323,11,2,confirmation of transfer 2
4149,P514323.11.3,zarip[purchased]AJ,za-rip,zarip,zarpu,purchased,AJ,"['𒍝', '𒆗']",𒍝𒆗,za-rip,"['complete', 'complete']",0.0,,P514323,11,3,confirmation of transfer 2
4150,P514323.11.4,tadnu[given//paid]AJ'AJ$tadin,ta-din,tadin,tadnu,paid,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,,P514323,11,4,confirmation of transfer 2
4151,P514323.11.5,kaspu[money]N,⸢kas-pu⸣,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,⸢kas-pu⸣,"['damaged', 'damaged']",0.5,,P514323,11,5,confirmation of transfer 1
4152,P514323.12.1,gammur[finished]AJ,gam-mur,gammur,gammuru,finished,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,,P514323,12,1,confirmation of transfer 1
4153,P514323.12.2,tadnu[given//paid]AJ'AJ$tadin,ta-din,tadin,tadnu,paid,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,,P514323,12,2,confirmation of transfer 1
4154,P514323.12.3,tuāru[revocation]'N,tu₂-a-ru,tuāru,târu,revocation,V,"['𒌓', '𒀀', '𒊒']",𒌓𒀀𒊒,tu₂-a-ru,"['complete', 'complete', 'complete']",0.0,,P514323,12,3,exclusion of litigation
4155,P514323.12.4,dēnu[lawsuit]N,de-e-nu,dēnu,dīnu,lawsuit,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,,P514323,12,4,exclusion of litigation
4156,P514323.12.5,dabābu[litigation]'N,⸢DU₁₁.DU₁₁⸣,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,⸢DU₁₁⸣.⸢DU₁₁⸣,"['damaged', 'damaged']",0.5,,P514323,12,5,exclusion of litigation
4157,P514323.13.1,lāšu[(there) is not]V,la-a-šu₂,lāšu,laššu,(there) is not,V,"['𒆷', '𒀀', '𒋙']",𒆷𒀀𒋙,la-a-šu₂,"['complete', 'complete', 'complete']",0.0,,P514323,13,1,exclusion of litigation
