Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
16932,P527299.2.1,kunuk[seal]N,{[na₄]}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}KIŠIB,"['missing', 'complete']",0.5,,,P527299,2,1,seal identification
16933,P527299.2.2,+Han-x[]PN$,{m}ha-an-[x-x-(x)],Han-x,Han-x,1,PN,"['𒁹', '𒄩', '𒀭', 'X', 'X', 'X']",𒁹𒄩𒀭XXX,{m}ha-an-[x-x-x],"['complete', 'complete', 'complete', 'missing', 'missing', 'missing']",0.5,PN,,P527299,2,2,seal identification
16934,P527299.4.1,mār[son]N,[DUMU],mār,māru,son,N,['𒌉'],𒌉,[DUMU],['missing'],1.0,,,P527299,4,1,seal identification
16935,P527299.4.2,+Iteʾ[]PN$,{m}i-te-eʾ,Iteʾ,Iteʾ,1,PN,"['𒁹', '𒄿', '𒋼', '𒀪']",𒁹𒄿𒋼𒀪,{m}i-te-eʾ,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P527299,4,2,seal identification
16936,P527299.5.1,bēl[owner]N,[EN],bēl,bēlu,owner,N,['𒂗'],𒂗,[EN],['missing'],1.0,,,P527299,5,1,seal identification
16937,P527299.5.2,amti[maid]N,⸢GEME₂⸣,amti,amtu,maid,N,['𒊩𒆳'],𒊩𒆳,⸢GEME₂⸣,['damaged'],0.5,,,P527299,5,2,seal identification
16938,P527299.5.3,X,SUM-⸢an⸣,,,,X,"['𒋧', '𒀭']",𒋧𒀭,SUM-⸢an⸣,"['complete', 'damaged']",0.25,,,P527299,5,3,seal identification
16939,P527299.7.1,+x[]PN$,{⸢f⸣}x-[x-x-x-(x)],x,x,1,PN,"['𒊩', 'X', 'X', 'X', 'X', 'X']",𒊩XXXXX,{⸢f⸣}x-[x-x-x-x],"['damaged', 'complete', 'missing', 'missing', 'missing', 'missing']",0.75,PN,,P527299,7,1,object sold
16940,P527299.8.1,amassu[female slave]N,⸢GEME₂⸣-[su,amassu,amtu,female slave,N,"['𒊩𒆳', '𒋢']",𒊩𒆳𒋢,⸢GEME₂⸣-[su],"['damaged', 'missing']",0.75,,,P527299,8,1,object sold
16941,P527299.8.2,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,[ša₂],['missing'],1.0,,,P527299,8,2,object sold
