Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
5429,P528257.2.1,X,{[na₄}KIŠIB],X,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,,,P528257,2,1,seal identification
5430,P528257.2.2,Mannu-ki-Aššur[1]PN,{m}man-nu-[ki-aš-šur],PN,"['𒁹', '𒌋𒌋', '𒉡', '𒆠', '𒀸', '𒋩']",𒁹𒌋𒌋𒉡𒆠𒀸𒋩,{m}man-nu-[ki-aš-šur],"['complete', 'complete', 'complete', 'missing', 'missing', 'missing']",0.5,Mannu-ki-Aššur,Mannu-ki-Aššur,1.0,PN,P528257,2,2,seal identification
5431,P528257.3.1,X,[A],X,['𒀀'],𒀀,[A],['missing'],1.0,,,,,P528257,3,1,seal identification
5432,P528257.3.2,u,{m}qur-di-[x,u,"['𒁹', '𒄥', '𒁲', 'X']",𒁹𒄥𒁲X,{m}qur-di-[x],"['complete', 'complete', 'complete', 'missing']",0.25,,,,,P528257,3,2,seal identification
5433,P528257.3.3,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P528257,3,3,seal identification
5434,P528257.3.4,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P528257,3,4,seal identification
5435,P528257.5.1,Bel[1]DN,EN,DN,['𒂗'],𒂗,EN,['complete'],0.0,Bel,Bel,1.0,DN,P528257,5,1,seal identification
5436,P528257.5.2,X,UN.MEŠ,X,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN.MEŠ,"['complete', 'complete']",0.0,,,,,P528257,5,2,seal identification
5437,P528257.5.3,X,ta-da-[ni],X,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-da-[ni],"['complete', 'complete', 'missing']",0.33,,,,,P528257,5,3,seal identification
5438,P528257.6.1,u,{m}x+[x,u,"['𒁹', 'X', 'X']",𒁹XX,{m}x+[x],"['complete', 'complete', 'missing']",0.33,,,,,P528257,6,1,object sold
5439,P528257.6.2,u,x]-a,u,"['X', '𒀀']",X𒀀,[x]-a,"['missing', 'complete']",0.5,,,,,P528257,6,2,object sold
5440,P528257.6.3,X,{m}PAB-le-[i],X,"['𒁹', '𒉽', '𒇷', '𒄿']",𒁹𒉽𒇷𒄿,{m}PAB-le-[i],"['complete', 'complete', 'complete', 'missing']",0.25,,,,,P528257,6,3,object sold
5441,P528257.7.1,u,{⸢mi₂}la⸣-[x]+x-na-x,u,"['𒊩', '𒆷', 'X', 'X', '𒈾', 'X']",𒊩𒆷XX𒈾X,{⸢MI₂⸣}⸢la⸣-[x]+x-na-x,"['damaged', 'damaged', 'missing', 'complete', 'complete', 'complete']",0.33,,,,,P528257,7,1,object sold
5442,P528257.8.1,X,PAB,X,['𒉽'],𒉽,PAB,['complete'],0.0,,,,,P528257,8,1,object sold
5443,P528257.8.2,n,03,n,['0₃'],0₃,03,['complete'],0.0,,,,NUMBER,P528257,8,2,object sold
5444,P528257.8.3,X,⸢ZI.MEŠ⸣,X,"['𒍣', '𒈨𒌍']",𒍣𒈨𒌍,⸢ZI⸣.⸢MEŠ⸣,"['damaged', 'damaged']",0.5,,,,,P528257,8,3,object sold
5445,P528257.8.4,X,ša₂,X,['𒃻'],𒃻,ša₂,['complete'],0.0,,,,,P528257,8,4,object sold
5446,P528257.8.5,Mannu-ki-Aššur[1]PN,{m}man-nu-⸢ki⸣-[aš-šur],PN,"['𒁹', '𒌋𒌋', '𒉡', '𒆠', '𒀸', '𒋩']",𒁹𒌋𒌋𒉡𒆠𒀸𒋩,{m}man-nu-⸢ki⸣-[aš-šur],"['complete', 'complete', 'complete', 'damaged', 'missing', 'missing']",0.42,Mannu-ki-Aššur,Mannu-ki-Aššur,1.0,PN,P528257,8,5,object sold
5447,P528257.9.1,X,up-⸢piš⸣-ma,X,"['𒌒', '𒄫', '𒈠']",𒌒𒄫𒈠,up-⸢piš⸣-ma,"['complete', 'damaged', 'complete']",0.17,,,,,P528257,9,1,initiation of transaction
5448,P528257.9.2,X,{m}mu-SIG₅-⸢aš⸣-[šur],X,"['𒁹', '𒈬', '𒅆𒂟', '𒀸', '𒋩']",𒁹𒈬𒅆𒂟𒀸𒋩,{m}mu-SIG₅-⸢aš⸣-[šur],"['complete', 'complete', 'complete', 'damaged', 'missing']",0.3,,,,,P528257,9,2,initiation of transaction
5449,P528257.10.1,X,[A,X,['𒀀'],𒀀,[A],['missing'],1.0,,,,,P528257,10,1,initiation of transaction
5450,P528257.10.2,X,{m}da]-⸢da⸣-PAB.MEŠ,X,"['𒁹', '𒁕', '𒁕', '𒉽', '𒈨𒌍']",𒁹𒁕𒁕𒉽𒈨𒌍,{[m]}[da]-⸢da⸣-PAB.MEŠ,"['missing', 'missing', 'damaged', 'complete', 'complete']",0.5,,,,,P528257,10,2,initiation of transaction
5451,P528257.10.3,X,ina,X,['𒀸'],𒀸,ina,['complete'],0.0,,,,,P528257,10,3,price
5452,P528257.10.4,X,⸢ŠA₃⸣,X,['𒊮'],𒊮,⸢ŠA₃⸣,['damaged'],0.5,,,,,P528257,10,4,price
5453,P528257.10.5,n,01,n,['01'],01,01,['complete'],0.0,,,,NUMBER,P528257,10,5,price
5454,P528257.10.6,X,MA,X,['𒈠'],𒈠,MA,['complete'],0.0,,,,,P528257,10,6,price
5455,P528257.10.7,n,05,n,['0₅'],0₅,05,['complete'],0.0,,,,NUMBER,P528257,10,7,price
5456,P528257.10.8,X,⸢GIN₂⸣,X,['𒂆'],𒂆,⸢GIN₂⸣,['damaged'],0.5,,,,,P528257,10,8,price
5457,P528257.10.9,X,[KU₃.UD],X,"['𒆬', '𒌓']",𒆬𒌓,[KU₃].[UD],"['missing', 'missing']",1.0,,,,,P528257,10,9,price
5458,P528257.11.1,X,⸢TA⸣,X,['𒋫'],𒋫,⸢TA⸣,['damaged'],0.5,,,,,P528257,11,1,completion of transaction
5459,P528257.11.2,X,pa-an,X,"['𒉺', '𒀭']",𒉺𒀭,pa-an,"['complete', 'complete']",0.0,,,,,P528257,11,2,completion of transaction
5460,P528257.11.3,Mannu-ki-Aššur[1]PN,{⸢m⸣}[man]-nu-ki-aš-šur,PN,"['𒁹', '𒌋𒌋', '𒉡', '𒆠', '𒀸', '𒋩']",𒁹𒌋𒌋𒉡𒆠𒀸𒋩,{⸢m⸣}[man]-nu-ki-aš-šur,"['damaged', 'missing', 'complete', 'complete', 'complete', 'complete']",0.25,Mannu-ki-Aššur,Mannu-ki-Aššur,1.0,PN,P528257,11,3,completion of transaction
5461,P528257.12.1,X,⸢il-qi⸣,X,"['𒅋', '𒆥']",𒅋𒆥,⸢il-qi⸣,"['damaged', 'damaged']",0.5,,,,,P528257,12,1,completion of transaction
5462,P528257.12.2,X,kas-[pu],X,"['𒆜', '𒁍']",𒆜𒁍,kas-[pu],"['complete', 'missing']",0.5,,,,,P528257,12,2,confirmation of transfer 1
5463,P528257.12.3,X,ga-⸢mur⸣,X,"['𒂵', '𒄯']",𒂵𒄯,ga-⸢mur⸣,"['complete', 'damaged']",0.25,,,,,P528257,12,3,confirmation of transfer 1
5464,P528257.13.1,X,⸢ta-ad-din,X,"['𒋫', '𒀜', '𒁷']",𒋫𒀜𒁷,⸢ta-ad-din⸣,"['damaged', 'damaged', 'damaged']",0.5,,,,,P528257,13,1,confirmation of transfer 1
5465,P528257.13.2,X,UN⸣.MEŠ,X,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,⸢UN⸣.MEŠ,"['damaged', 'complete']",0.25,,,,,P528257,13,2,confirmation of transfer 2
5466,P528257.13.3,X,za-⸢ar⸣-[pu],X,"['𒍝', '𒅈', '𒁍']",𒍝𒅈𒁍,za-⸢ar⸣-[pu],"['complete', 'damaged', 'missing']",0.5,,,,,P528257,13,3,confirmation of transfer 2
5467,P528257.14.1,X,⸢TI⸣-[u,X,"['𒋾', '𒌋']",𒋾𒌋,⸢TI⸣-[u],"['damaged', 'missing']",0.75,,,,,P528257,14,1,confirmation of transfer 2
5468,P528257.14.2,X,tu-a]-ru,X,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,[tu-a]-ru,"['missing', 'missing', 'complete']",0.67,,,,,P528257,14,2,exclusion of litigation
5469,P528257.14.3,X,de-⸢e⸣-[nu],X,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-⸢e⸣-[nu],"['complete', 'damaged', 'missing']",0.5,,,,,P528257,14,3,exclusion of litigation
5470,P528257.15.1,X,DUG₄.⸢DUG₄⸣,X,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.⸢DUG₄⸣,"['complete', 'damaged']",0.25,,,,,P528257,15,1,exclusion of litigation
5471,P528257.15.2,X,[la-aš₂-šu,X,"['𒆷', '𒀾', '𒋗']",𒆷𒀾𒋗,[la-aš₂-šu],"['missing', 'missing', 'missing']",1.0,,,,,P528257,15,2,exclusion of litigation
5472,P528257.15.3,X,man-nu,X,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,[man-nu],"['missing', 'missing']",1.0,,,,,P528257,15,3,penalties for litigation: contravention
5473,P528257.15.4,X,ša₂,X,['𒃻'],𒃻,[ša₂],['missing'],1.0,,,,,P528257,15,4,penalties for litigation: contravention
5474,P528257.15.5,X,ina,X,['𒀸'],𒀸,[ina],['missing'],1.0,,,,,P528257,15,5,penalties for litigation: contravention
5475,P528257.15.6,X,ur-kiš],X,"['𒌨', '𒆧']",𒌨𒆧,[ur-kiš],"['missing', 'missing']",1.0,,,,,P528257,15,6,penalties for litigation: contravention
5476,P528257.16.1,X,⸢ina,X,['𒀸'],𒀸,⸢ina⸣,['damaged'],0.5,,,,,P528257,16,1,penalties for litigation: contravention
5477,P528257.16.2,X,ma⸣-te-me,X,"['𒈠', '𒋼', '𒈨']",𒈠𒋼𒈨,⸢ma⸣-te-me,"['damaged', 'complete', 'complete']",0.17,,,,,P528257,16,2,penalties for litigation: contravention
