Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
1017,P522458.19.1,%akk-x-neoass:i-BAL-ni=,i-BAL-ni,"['𒄿', '𒁄', '𒉌']",𒄿𒁄𒉌,i-BAL-ni,"['complete', 'complete', 'complete']",0.0,P522458,19,1,,penalties for litigation: contravention
1018,P522458.19.2,%akk-x-neoass:i-di-bu-u-ni=,i-di-bu-u-ni,"['𒄿', '𒁲', '𒁍', '𒌋', '𒉌']",𒄿𒁲𒁍𒌋𒉌,i-di-bu-u-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522458,19,2,,penalties for litigation: contravention
1019,P522458.20.1,%akk-x-neoass:ma-a=,ma-a,"['𒈠', '𒀀']",𒈠𒀀,ma-a,"['complete', 'complete']",0.0,P522458,20,1,,penalties for litigation: contravention
1020,P522458.20.2,%akk-x-neoass:ARAD=,ARAD,['𒀴'],𒀴,ARAD,['complete'],0.0,P522458,20,2,,penalties for litigation: contravention
1021,P522458.20.3,%akk-x-neoass:a-pa-a-ṭar₂=,a-pa-a-ṭar₂,"['𒀀', '𒉺', '𒀀', '𒁯']",𒀀𒉺𒀀𒁯,a-pa-a-ṭar₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522458,20,3,,penalties for litigation: contravention
1022,P522458.21.1,%akk-x-neoass:aš-šur=,aš-šur,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,P522458,21,1,,penalties for litigation: penalty
1023,P522458.21.2,%akk-x-neoass:LUGAL=,LUGAL,['𒈗'],𒈗,LUGAL,['complete'],0.0,P522458,21,2,,penalties for litigation: penalty
1024,P522458.21.3,%akk-x-neoass:EN-de-ni-šu₂=,EN-de-ni-šu₂,"['𒂗', '𒁲', '𒉌', '𒋙']",𒂗𒁲𒉌𒋙,EN-de-ni-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522458,21,3,,penalties for litigation: penalty
1025,P522458.23.1,%akk-x-neoass:a-de-e=,a-⸢de⸣-e,"['𒀀', '𒁲', '𒂊']",𒀀𒁲𒂊,a-⸢de⸣-e,"['complete', 'damaged', 'complete']",0.17,P522458,23,1,,penalties for litigation: penalty
1026,P522458.23.2,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,P522458,23,2,,penalties for litigation: penalty
1027,P522458.23.3,%akk-x-neoass:LUGAL=,LUGAL,['𒈗'],𒈗,LUGAL,['complete'],0.0,P522458,23,3,,penalties for litigation: penalty
1028,P522458.24.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522458,24,1,,penalties for litigation: penalty
1029,P522458.24.2,%akk-x-neoass:ŠU-šu=,ŠU-šu,"['𒋗', '𒋗']",𒋗𒋗,ŠU-šu,"['complete', 'complete']",0.0,P522458,24,2,,penalties for litigation: penalty
1030,P522458.24.3,%akk-x-neoass:lu-u-ba-ʾi-u=,lu-u-ba-ʾi-u,"['𒇻', '𒌋', '𒁀', '𒀪', '𒌋']",𒇻𒌋𒁀𒀪𒌋,lu-u-ba-ʾi-u,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522458,24,3,,penalties for litigation: penalty
1031,P522458.25.1,%akk-x-neoass:05=,05,['0₅'],0₅,05,['complete'],0.0,P522458,25,1,,penalties for litigation: penalty
1032,P522458.25.2,%akk-x-neoass:MA.NA=,MA.NA,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,P522458,25,2,,penalties for litigation: penalty
1033,P522458.25.3,%akk-x-neoass:KUG.UD=,KUG.UD,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,P522458,25,3,,penalties for litigation: penalty
1034,P522458.25.4,%akk-x-neoass:SUM-an=,SUM-an,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,P522458,25,4,,penalties for litigation: penalty
1035,P522458.26.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522458,26,1,,penalties for litigation: penalty
1036,P522458.26.2,%akk-x-neoass:de-ni-šu₂=,de-ni-šu₂,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-ni-šu₂,"['complete', 'complete', 'complete']",0.0,P522458,26,2,,penalties for litigation: penalty
1037,P522458.26.3,%akk-x-neoass:DUG₄.DUG₄-ma=,DUG₄.DUG₄-ma,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,DUG₄.DUG₄-ma,"['complete', 'complete', 'complete']",0.0,P522458,26,3,,penalties for litigation: penalty
1038,P522458.26.4,%akk-x-neoass:la₃=,la₃,['𒉡'],𒉡,la₃,['complete'],0.0,P522458,26,4,,penalties for litigation: penalty
1039,P522458.26.5,%akk-x-neoass:TI=,TI,['𒋾'],𒋾,TI,['complete'],0.0,P522458,26,5,,penalties for litigation: penalty
1040,P522458.27.1,%akk-x-neoass:ṣib-tu₂=,ṣib-tu₂,"['𒍦', '𒌓']",𒍦𒌓,ṣib-tu₂,"['complete', 'complete']",0.0,P522458,27,1,,guarantee clauses for slaves
1041,P522458.27.2,%akk-x-neoass:be₂-e-ni=,be₂-e-ni,"['𒁉', '𒂊', '𒉌']",𒁉𒂊𒉌,be₂-e-ni,"['complete', 'complete', 'complete']",0.0,P522458,27,2,,guarantee clauses for slaves
1042,P522458.27.3,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,P522458,27,3,,guarantee clauses for slaves
1043,P522458.27.4,%akk-x-neoass:01-me=,01-me,"['01', '𒈨']",01𒈨,01-me,"['complete', 'complete']",0.0,P522458,27,4,,guarantee clauses for slaves
1044,P522458.27.5,%akk-x-neoass:UD-me=,UD-me,"['𒌓', '𒈨']",𒌓𒈨,UD-me,"['complete', 'complete']",0.0,P522458,27,5,,guarantee clauses for slaves
1045,P522458.28.1,%akk-x-neoass:sa-ar-tu₂=,sa-ar-tu₂,"['𒊓', '𒅈', '𒌓']",𒊓𒅈𒌓,sa-ar-tu₂,"['complete', 'complete', 'complete']",0.0,P522458,28,1,,guarantee clauses for slaves
1046,P522458.28.2,%akk-x-neoass:kal₃=,kal₃,['𒆕'],𒆕,kal₃,['complete'],0.0,P522458,28,2,,guarantee clauses for slaves
1047,P522458.28.3,%akk-x-neoass:MU.AN.NA.MEŠ=,MU.AN.NA.MEŠ,"['𒈬', '𒀭', '𒈾', '𒈨𒌍']",𒈬𒀭𒈾𒈨𒌍,MU.AN.NA.MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,P522458,28,3,,guarantee clauses for slaves
1048,P522458.30.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522458,30,1,,witness
1049,P522458.30.2,%akk-x-neoass:{m}pu-ša-a.a=,{m}pu-ša-a.a,"['𒁹', '𒁍', '𒊭', '𒀀', '𒀀']",𒁹𒁍𒊭𒀀𒀀,{m}pu-ša-a.a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522458,30,2,,witness
1050,P522458.31.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522458,31,1,,witness
1051,P522458.31.2,%akk-x-neoass:{m}zi-da-a-nu=,{m}zi-da-a-nu,"['𒁹', '𒍣', '𒁕', '𒀀', '𒉡']",𒁹𒍣𒁕𒀀𒉡,{m}zi-da-a-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522458,31,2,,witness
1052,P522458.31.3,%akk-x-neoass:PAB-šu₂=,PAB-šu₂,"['𒉽', '𒋙']",𒉽𒋙,PAB-šu₂,"['complete', 'complete']",0.0,P522458,31,3,,witness
1053,P522458.32.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522458,32,1,,witness
1054,P522458.32.2,%akk-x-neoass:{m}SU-i=,{m}SU-i,"['𒁹', '𒋢', '𒄿']",𒁹𒋢𒄿,{m}SU-i,"['complete', 'complete', 'complete']",0.0,P522458,32,2,,witness
1055,P522458.33.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522458,33,1,,witness
1056,P522458.33.2,%akk-x-neoass:{m}qi₂-bit-aš-šur=,{m}qi₂-bit-aš-šur,"['𒁹', '𒆠', '𒂍', '𒀸', '𒋩']",𒁹𒆠𒂍𒀸𒋩,{m}qi₂-bit-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522458,33,2,,witness
1057,P522458.34.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522458,34,1,,witness
1058,P522458.34.2,%akk-x-neoass:{m}BAD₃-aš-šur=,{m}BAD₃-aš-šur,"['𒁹', '𒂦', '𒀸', '𒋩']",𒁹𒂦𒀸𒋩,{m}BAD₃-aš-šur,"['complete', 'complete', 'complete', 'complete']",0.0,P522458,34,2,,witness
1059,P522458.35.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522458,35,1,,witness
1060,P522458.35.2,%akk-x-neoass:{m}aš-šur-MU-AŠ=,{m}aš-šur-MU-AŠ,"['𒁹', '𒀸', '𒋩', '𒈬', '𒀸']",𒁹𒀸𒋩𒈬𒀸,{m}aš-šur-MU-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522458,35,2,,witness
1061,P522458.36.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522458,36,1,,witness
1062,P522458.36.2,%akk-x-neoass:{m}RUG-i=,{m}RUG-i,"['𒁹', '𒊿', '𒄿']",𒁹𒊿𒄿,{m}RUG-i,"['complete', 'complete', 'complete']",0.0,P522458,36,2,,witness
1063,P522458.36.3,%akk-x-neoass:A.BA=,A.BA,"['𒀀', '𒁀']",𒀀𒁀,A.BA,"['complete', 'complete']",0.0,P522458,36,3,,witness
1064,P522458.38.1,%akk-x-neoass:{ITI}DU₆=,{iti}DU₆,"['𒌗', '𒇯']",𒌗𒇯,{ITI}DU₆,"['complete', 'complete']",0.0,P522458,38,1,,date
1065,P522458.38.2,%akk-x-neoass:lim-mu=,lim-mu,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,P522458,38,2,,date
1066,P522458.38.3,%akk-x-neoass:{m}EN-E=,{m}⸢EN-E⸣,"['𒁹', '𒂗', '𒂊']",𒁹𒂗𒂊,{m}⸢EN-E⸣,"['complete', 'damaged', 'damaged']",0.33,P522458,38,3,,date
1067,P522458.39.1,%akk-x-neoass:{LU₂}GAR.KUR=,{lu₂}GAR.KUR,"['𒇽', '𒃻', '𒆳']",𒇽𒃻𒆳,{LU₂}GAR.KUR,"['complete', 'complete', 'complete']",0.0,P522458,39,1,,date
1068,P522458.39.2,%akk-x-neoass:{URU}tuš-ha-an=,{⸢uru⸣}[tuš-ha-an],"['𒌷', '𒆪', '𒄩', '𒀭']",𒌷𒆪𒄩𒀭,{⸢URU⸣}[tuš-ha-an],"['damaged', 'missing', 'missing', 'missing']",0.88,P522458,39,2,,date
