Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
8615,P514290.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P514290,2,1,seal identification
8616,P514290.2.2,Ululayu[]PN$Ululaya,{m}{iti}KIN-a-a],Ululaya,Ululayu,1,PN,"['𒁹', '𒌗', '𒆥', '𒀀', '𒀀']",𒁹𒌗𒆥𒀀𒀀,{[m]}{[ITI]}[KIN-a-a],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,PN,P514290,2,2,seal identification
8617,P514290.3.1,mār[son]N,⸢DUMU⸣,mār,māru,son,N,['𒌉'],𒌉,⸢DUMU⸣,['damaged'],0.5,,P514290,3,1,seal identification
8618,P514290.3.2,Seʾ-x[]PN$,{m}se-eʾ-⸢x-x-x-x⸣,Seʾ-x,Seʾ-x,1,PN,"['𒁹', '𒋛', '𒀪', 'X', 'X', 'X', 'X']",𒁹𒋛𒀪XXXX,{m}se-eʾ-⸢x-x-x-x⸣,"['complete', 'complete', 'complete', 'damaged', 'damaged', 'damaged', 'damaged']",0.29,PN,P514290,3,2,seal identification
8619,P514290.4.1,Harranaya[from Harran]EN,{uru}KASKAL-a-a,Harranaya,Harranaya,from Harran,EN,"['𒌷', '𒆜', '𒀀', '𒀀']",𒌷𒆜𒀀𒀀,{URU}KASKAL-a-a,"['complete', 'complete', 'complete', 'complete']",0.0,,P514290,4,1,seal identification
8620,P514290.4.2,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514290,4,2,seal identification
8621,P514290.4.3,ṣehri[young boy]'N,{lu₂}TUR,ṣehri,ṣehru,young boy,AJ,"['𒇽', '𒌉']",𒇽𒌉,{LU₂}TUR,"['complete', 'complete']",0.0,,P514290,4,3,seal identification
8622,P514290.4.4,tadāni[giving]'N,SUM-[a-ni],tadāni,tadānu,giving,V,"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,SUM-[a-ni],"['complete', 'missing', 'missing']",0.67,,P514290,4,4,seal identification
8623,P514290.8.1,Burnukkayu[]PN$Burnukkaya,{m}bur-nu-ka-a-a,Burnukkaya,Burnukkayu,1,PN,"['𒁹', '𒁓', '𒉡', '𒅗', '𒀀', '𒀀']",𒁹𒁓𒉡𒅗𒀀𒀀,{m}bur-nu-ka-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514290,8,1,object sold
8624,P514290.8.2,n,3,,,,n,['𒐈'],𒐈,3,['complete'],0.0,NUMBER,P514290,8,2,object sold
