Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
12339,P335170.3.1,ina,ina[in+=for]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335170,3,1,price
12340,P335170.3.2,[ŠA₃,libbi[interior]N,,N,['𒊮'],𒊮,[ŠA₃],['missing'],1.0,libbi,libbu,interior,,P335170,3,2,price
12341,P335170.3.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335170,3,3,price
12342,P335170.3.4,MA.NA,manê[a unit of weight]N,,N,"['𒈠', '𒈾']",𒈠𒈾,[MA].[NA],"['missing', 'missing']",1.0,manê,manû,a unit of weight,,P335170,3,4,price
12343,P335170.3.5,KUG.UD,ṣarpi[silver]N,,N,"['𒆬', '𒌓']",𒆬𒌓,[KUG].[UD],"['missing', 'missing']",1.0,ṣarpi,ṣarpu,silver,,P335170,3,5,price
12344,P335170.3.6,ta-al-qi],leqû[take//purchase]V$talqi,,V,"['𒋫', '𒀠', '𒆥']",𒋫𒀠𒆥,[ta-al-qi],"['missing', 'missing', 'missing']",1.0,talqi,leqû,purchase,,P335170,3,6,completion of transaction
12345,P335170.4.1,kas-pu,kaspu[money]N,,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,P335170,4,1,confirmation of transfer 1
12346,P335170.4.2,[gam-mur,gammur[completed]AJ,,AJ,"['𒃵', '𒄯']",𒃵𒄯,[gam-mur],"['missing', 'missing']",1.0,gammur,gammuru,completed,,P335170,4,2,confirmation of transfer 1
12347,P335170.4.3,ta-din],tadin[paid]AJ,,AJ,"['𒋫', '𒁷']",𒋫𒁷,[ta-din],"['missing', 'missing']",1.0,tadin,tadnu,paid,,P335170,4,3,confirmation of transfer 1
12348,P335170.5.1,MI₂,issu[woman]N,,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issu,sinništu,woman,,P335170,5,1,confirmation of transfer 2
12349,P335170.5.2,šu-a-tu₂,šuātu[that]'DP,,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,šuātu,šuāti,that,,P335170,5,2,confirmation of transfer 2
12350,P335170.5.3,⸢zar-pat⸣,zarpu[purchased]AJ$zarpat,,AJ,"['𒇡', '𒉻']",𒇡𒉻,⸢zar-pat⸣,"['damaged', 'damaged']",0.5,zarpat,zarpu,purchased,,P335170,5,3,confirmation of transfer 2
12351,P335170.5.4,[la-qi-at],laqiat[acquired]AJ,,AJ,"['𒆷', '𒆥', '𒀜']",𒆷𒆥𒀜,[la-qi-at],"['missing', 'missing', 'missing']",1.0,laqiat,leqû,acquired,,P335170,5,4,confirmation of transfer 2
