Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
12372,P428812.2.1,kunuk[seal]N,{na₄}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,P428812,2,1,seal identification
12373,P428812.2.2,u,{1}⸢da⸣-[x,,u,"['𒁹', '𒁕', 'X']",𒁹𒁕X,{1}⸢da⸣-[x],"['complete', 'damaged', 'missing']",0.5,,,,P428812,2,2,seal identification
12374,P428812.2.3,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P428812,2,3,seal identification
12375,P428812.3.1,bēl[owner]N,EN,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,P428812,3,1,seal identification
12376,P428812.3.2,issi[woman]N,⸢MI₂⸣,,N,['𒊩'],𒊩,⸢MI₂⸣,['damaged'],0.5,issi,sinništu,woman,P428812,3,2,seal identification
12377,P428812.3.3,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P428812,3,3,seal identification
12378,P428812.3.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428812,3,4,seal identification
12379,P428812.3.5,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P428812,3,5,seal identification
12380,P428812.7.1,u,{mi₂}[x,,u,"['𒊩', 'X']",𒊩X,{MI₂}[x],"['complete', 'missing']",0.5,,,,P428812,7,1,object sold
12381,P428812.7.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428812,7,2,object sold
12382,P428812.7.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428812,7,3,object sold
12383,P428812.7.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428812,7,4,object sold
12384,P428812.7.5,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P428812,7,5,object sold
12385,P428812.7.6,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P428812,7,6,object sold
12386,P428812.8.1,marʾat[daughter]N,⸢DUMU⸣.[MI₂,,N,"['𒌉', '𒊩']",𒌉𒊩,⸢DUMU⸣.[MI₂],"['damaged', 'missing']",0.75,marʾat,mārtu,daughter,P428812,8,1,object sold
