Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
2107,P224506.2.1,ṣupur[fingernail]N,⸢ṣu⸣-pur,,N,"['𒍮', '𒁓']",𒍮𒁓,⸢ṣu⸣-pur,"['damaged', 'complete']",0.25,ṣupur,ṣupru,fingernail,P224506,2,1,seal identification
2108,P224506.2.2,+Nagaha[]PN$Nagaya,{1}na-ga-[a.a],PN,PN,"['𒁹', '𒈾', '𒂵', '𒀀', '𒀀']",𒁹𒈾𒂵𒀀𒀀,{1}na-ga-[a].[a],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,Nagaya,Nagaha,1,P224506,2,2,seal identification
2109,P224506.3.1,bēl[owner]N,EN,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,P224506,3,1,seal identification
2110,P224506.3.2,+sinništu[woman//woman]N'N$issi,MI₂,,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issi,sinništu,woman,P224506,3,2,seal identification
2111,P224506.6.1,u,{⸢mi₂}x⸣-na-ia,,u,"['𒊩', 'X', '𒈾', '𒅀']",𒊩X𒈾𒅀,{⸢MI₂⸣}⸢x⸣-na-ia,"['damaged', 'damaged', 'complete', 'complete']",0.25,,,,P224506,6,1,object sold
2112,P224506.6.2,marʾussu[daughter]N,DUMU.⸢MI₂⸣-[su],,N,"['𒌉', '𒊩', '𒋢']",𒌉𒊩𒋢,DUMU.⸢MI₂⸣-[su],"['complete', 'damaged', 'missing']",0.5,marʾussu,mārtu,daughter,P224506,6,2,object sold
2113,P224506.7.1,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P224506,7,1,price
2114,P224506.7.2,libbi[interior]N,ŠA₃,,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,P224506,7,2,price
2115,P224506.7.3,n,01,NUMBER,n,['01'],01,⸢01⸣,['damaged'],0.5,,,,P224506,7,3,price
2116,P224506.7.4,bilat[a unit of weight]N,GU₂.UN,,N,"['𒄘', '𒌦']",𒄘𒌦,GU₂.UN,"['complete', 'complete']",0.0,bilat,biltu,a unit of weight,P224506,7,4,price
2117,P224506.7.5,manā[a unit of weight]N,MA.⸢NA⸣,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.⸢NA⸣,"['complete', 'damaged']",0.25,manā,manû,a unit of weight,P224506,7,5,price
2118,P224506.7.6,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224506,7,6,price
2119,P224506.7.7,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P224506,7,7,price
2120,P224506.8.1,Nagaya[1]PN,{1}na-ga-a.a,PN,PN,"['𒁹', '𒈾', '𒂵', '𒀀', '𒀀']",𒁹𒈾𒂵𒀀𒀀,{1}na-ga-a.a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nagaya,Nagaha,1,P224506,8,1,initiation of transaction
2121,P224506.8.2,n,0,NUMBER,n,['0'],0,[0],['missing'],1.0,,,,P224506,8,2,initiation of transaction
2122,P224506.9.1,ana[to]PRP,a-na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,P224506,9,1,initiation of transaction
2123,P224506.9.2,+Bel-nurka-lamur[]PN$,{1}{d}EN-ZALAG₂-ka-⸢la-mur⸣,PN,PN,"['𒁹', '𒀭', '𒂗', '𒂟', '𒅗', '𒆷', '𒄯']",𒁹𒀭𒂗𒂟𒅗𒆷𒄯,{1}{d}EN-ZALAG₂-ka-⸢la-mur⸣,"['complete', 'complete', 'complete', 'complete', 'complete', 'damaged', 'damaged']",0.14,Bel-nurka-lamur,Bel-nurka-lamur,1,P224506,9,2,initiation of transaction
