Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
19157,P335136.2.1,{na₄}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,,P335136,2,1,seal identification
19158,P335136.2.2,{1}DINGIR—KAM-eš,Ilu-ereš[1]PN,PN,PN,"['𒁹', '𒀭', '𒄰', '𒌍']",𒁹𒀭𒄰𒌍,{1}DINGIR-KAM-eš,"['complete', 'complete', 'complete', 'complete']",0.0,Ilu-ereš,Ilu-ereš,1,,P335136,2,2,seal identification
19159,P335136.2.3,EN,bēl[owner]N,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,P335136,2,3,seal identification
19160,P335136.3.1,TUR,ṣehru[small//young boy]'N$ṣehri,,AJ,['𒌉'],𒌉,TUR,['complete'],0.0,ṣehri,ṣehru,young boy,,P335136,3,1,seal identification
19161,P335136.3.2,ta-da-a-ni,tadānu[give//giving]'N$tadāni,,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,tadāni,tadānu,giving,,P335136,3,2,seal identification
19162,P335136.7.1,{1}a.a—⸢ṭu⸣-ri,Aya-ṭuri[1]PN$,PN,PN,"['𒁹', '𒀀', '𒀀', '𒂅', '𒊑']",𒁹𒀀𒀀𒂅𒊑,{1}a.a-⸢ṭu⸣-ri,"['complete', 'complete', 'complete', 'damaged', 'complete']",0.1,Aya-ṭuri,Aya-ṭuri,1,,P335136,7,1,object sold
19163,P335136.7.2,ARAD-šu,urdušu[servant]N,,N,"['𒀴', '𒋗']",𒀴𒋗,ARAD-šu,"['complete', 'complete']",0.0,urdušu,ardu,servant,,P335136,7,2,object sold
19164,P335136.7.3,ša,ša[of]DET,,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,P335136,7,3,object sold
19165,P335136.8.1,{1}DINGIR—KAM-eš,Ilu-ereš[1]PN,PN,PN,"['𒁹', '𒀭', '𒄰', '𒌍']",𒁹𒀭𒄰𒌍,{1}DINGIR-KAM-eš,"['complete', 'complete', 'complete', 'complete']",0.0,Ilu-ereš,Ilu-ereš,1,,P335136,8,1,object sold
19166,P335136.8.2,u₂-piš-ma,uppišma[contract]V,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,,P335136,8,2,initiation of transaction
