Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
3946,P514235.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P514235,2,1,seal identification
3947,P514235.2.2,Sin-ahuʾa-uṣur[]PN$,{m}{d}30-PAB-u-a-⸢PAB⸣,Sin-ahuʾa-uṣur,Sin-ahuʾa-uṣur,1,PN,"['𒁹', '𒀭', '𒌍', '𒉽', '𒌋', '𒀀', '𒉽']",𒁹𒀭𒌍𒉽𒌋𒀀𒉽,{m}{d}30-PAB-u-a-⸢PAB⸣,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'damaged']",0.07,PN,P514235,2,2,seal identification
3948,P514235.3.1,tašlīšu[third man on chariot]N$tašlīši,{lu₂}3.U₅,tašlīši,tašlīšu,third man on chariot,N,"['𒇽', '𒐈', '𒄷𒋛']",𒇽𒐈𒄷𒋛,{LU₂}3.U₅,"['complete', 'complete', 'complete']",0.0,,P514235,3,1,seal identification
3949,P514235.3.2,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,P514235,3,2,seal identification
3950,P514235.3.3,šaknu[appointee//commander]N'N$,{⸢lu₂}GAR-nu⸣,šaknu,šaknu,commander,N,"['𒇽', '𒃻', '𒉡']",𒇽𒃻𒉡,{⸢LU₂⸣}⸢GAR-nu⸣,"['damaged', 'damaged', 'damaged']",0.5,,P514235,3,3,seal identification
3951,P514235.4.1,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514235,4,1,seal identification
3952,P514235.4.2,kirû[garden]N$kirie,{giš}KIRI₆,kirie,kirû,garden,N,"['𒄑', '𒊬']",𒄑𒊬,{GIŠ}KIRI₆,"['complete', 'complete']",0.0,,P514235,4,2,seal identification
3953,P514235.4.3,tadānu[give//giving]V'N$tadāni,SUM-an,tadāni,tadānu,giving,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,,P514235,4,3,seal identification
3954,P514235.8.1,kirû[garden]N$kiriu,{giš}KIRI₆,kiriu,kirû,garden,N,"['𒄑', '𒊬']",𒄑𒊬,{GIŠ}KIRI₆,"['complete', 'complete']",0.0,,P514235,8,1,object sold
3955,P514235.8.2,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,P514235,8,2,object sold
3956,P514235.8.3,Gabbu-x[]PN$,{m}gab-⸢bu⸣-[x-(x)],Gabbu-x,Gabbu-x,1,PN,"['𒁹', '𒃮', '𒁍', 'X', 'X']",𒁹𒃮𒁍XX,{m}gab-⸢bu⸣-[x-x],"['complete', 'complete', 'damaged', 'missing', 'missing']",0.5,PN,P514235,8,3,object sold
3957,P514235.9.1,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P514235,9,1,object sold
3958,P514235.9.2,Kar-Nabu[]SN$,{uru}kar-{d}⸢PA⸣,Kar-Nabu,Kar-Nabu,1,SN,"['𒌷', '𒋼𒀀', '𒀭', '𒉺']",𒌷𒋼𒀀𒀭𒉺,{URU}kar-{d}⸢PA⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,SN,P514235,9,2,object sold
3959,P514235.10.1,tidintu[gift]N$tidittu,ti₇-di-tu₂,tidittu,tidintu,gift,N,"['𒋼', '𒁲', '𒌓']",𒋼𒁲𒌓,ti₇-di-tu₂,"['complete', 'complete', 'complete']",0.0,,P514235,10,1,object sold
3960,P514235.10.2,šaknu[appointee//commander]N'N$šakni,{lu₂}⸢GAR⸣-[ni],šakni,šaknu,commander,N,"['𒇽', '𒃻', '𒉌']",𒇽𒃻𒉌,{LU₂}⸢GAR⸣-[ni],"['complete', 'damaged', 'missing']",0.5,,P514235,10,2,object sold
3961,P514235.11.1,uppišma[contract]V,⸢up⸣-piš-ma,uppišma,epēšu,contract,V,"['𒌒', '𒄫', '𒈠']",𒌒𒄫𒈠,⸢up⸣-piš-ma,"['damaged', 'complete', 'complete']",0.17,,P514235,11,1,initiation of transaction
3962,P514235.11.2,Sin-ahuʾa-uṣur[]PN$,{m}{⸢d⸣}30-PAB-u-a-PAB],Sin-ahuʾa-uṣur,Sin-ahuʾa-uṣur,1,PN,"['𒁹', '𒀭', '𒌍', '𒉽', '𒌋', '𒀀', '𒉽']",𒁹𒀭𒌍𒉽𒌋𒀀𒉽,{m}{⸢d⸣}[30-PAB-u-a-PAB],"['complete', 'damaged', 'missing', 'missing', 'missing', 'missing', 'missing']",0.79,PN,P514235,11,2,initiation of transaction
3963,P514235.12.1,tašlīšu[third man on chariot]N,{⸢lu₂⸣}3.U₅,tašlīšu,tašlīšu,third man on chariot,N,"['𒇽', '𒐈', '𒄷𒋛']",𒇽𒐈𒄷𒋛,{⸢LU₂⸣}[3].[U₅],"['damaged', 'missing', 'missing']",0.83,,P514235,12,1,initiation of transaction
3964,P514235.12.2,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,[ša],['missing'],1.0,,P514235,12,2,initiation of transaction
3965,P514235.12.3,šaknu[appointee//commander]N'N$,{lu₂}GAR-nu],šaknu,šaknu,commander,N,"['𒇽', '𒃻', '𒉡']",𒇽𒃻𒉡,{[LU₂]}[GAR-nu],"['missing', 'missing', 'missing']",1.0,,P514235,12,3,initiation of transaction
3966,P514235.16.1,mā[saying]PRP,⸢ma-a⸣,mā,mā,saying,PRP,"['𒈠', '𒀀']",𒈠𒀀,⸢ma-a⸣,"['damaged', 'damaged']",0.5,,P514235,16,1,penalties for litigation: contravention
3967,P514235.16.2,kirû[garden]N$kiriu,{giš}⸢KIRI₆⸣,kiriu,kirû,garden,N,"['𒄑', '𒊬']",𒄑𒊬,{GIŠ}⸢KIRI₆⸣,"['complete', 'damaged']",0.25,,P514235,16,2,penalties for litigation: contravention
3968,P514235.16.3,paṭāru[loosen//redeem]V'V$apaṭṭar,[a-pa-ṭar],apaṭṭar,paṭāru,redeem,V,"['𒀀', '𒉺', '𒋻']",𒀀𒉺𒋻,[a-pa-ṭar],"['missing', 'missing', 'missing']",1.0,,P514235,16,3,penalties for litigation: contravention
3969,P514235.17.1,n,10,,,,n,['𒌋'],𒌋,10,['complete'],0.0,NUMBER,P514235,17,1,penalties for litigation: penalty
3970,P514235.17.2,manā[a unit of weight]N,MA.⸢NA⸣,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.⸢NA⸣,"['complete', 'damaged']",0.25,,P514235,17,2,penalties for litigation: penalty
3971,P514235.17.3,ṣarpu[silver]N,KU₃.⸢BABBAR⸣,ṣarpu,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.⸢BABBAR⸣,"['complete', 'damaged']",0.25,,P514235,17,3,penalties for litigation: penalty
3972,P514235.17.4,iddan[give]V,[SUM-an],iddan,tadānu,give,V,"['𒋧', '𒀭']",𒋧𒀭,[SUM-an],"['missing', 'missing']",1.0,,P514235,17,4,penalties for litigation: penalty
3973,P514235.18.1,Aššur[]DN$,aš+šur,Aššur,Aššur,1,DN,"['𒀸', '𒋩']",𒀸𒋩,aš+šur,"['complete', 'complete']",0.0,DN,P514235,18,1,penalties for litigation: penalty
3974,P514235.18.2,Šamaš[1]DN,{d}UTU,Šamaš,Šamaš,1,DN,"['𒀭', '𒌓']",𒀭𒌓,{d}UTU,"['complete', 'complete']",0.0,DN,P514235,18,2,penalties for litigation: penalty
3975,P514235.18.3,Adad[1]DN,{d}⸢IŠKUR⸣,Adad,Adad,1,DN,"['𒀭', '𒅎']",𒀭𒅎,{d}⸢IŠKUR⸣,"['complete', 'damaged']",0.25,DN,P514235,18,3,penalties for litigation: penalty
3976,P514235.18.4,lū[may]MOD,[lu-u],lū,lū,may,MOD,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,,P514235,18,4,penalties for litigation: penalty
3977,P514235.19.1,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514235,19,1,penalties for litigation: penalty
3978,P514235.19.2,dīnu[legal decision//lawsuit]N'N$dēnīšu,de-ni-i-[šu₂],dēnīšu,dīnu,lawsuit,N,"['𒁲', '𒉌', '𒄿', '𒋙']",𒁲𒉌𒄿𒋙,de-ni-i-[šu₂],"['complete', 'complete', 'complete', 'missing']",0.25,,P514235,19,2,penalties for litigation: penalty
3979,P514235.20.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,P514235,20,1,witness
3980,P514235.20.2,Šamaš-belu-uṣur[]PN$,{m}{d}UTU-EN-PAB,Šamaš-belu-uṣur,Šamaš-belu-uṣur,1,PN,"['𒁹', '𒀭', '𒌓', '𒂗', '𒉽']",𒁹𒀭𒌓𒂗𒉽,{m}{d}UTU-EN-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514235,20,2,witness
3981,P514235.20.3,rabû[big one]N$rabiu,GAL,rabiu,rabû,big one,N,['𒃲'],𒃲,GAL,['complete'],0.0,,P514235,20,3,witness
