Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,lang,mask,text,line,word,annotation
633,P522577.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522577,2,1,seal identification
634,P522577.2.2,Nabuʾa[1]PN,{m}na-bu-u-a,Nabuʾa,Nabuʾa,1,PN,"['𒁹', '𒈾', '𒁍', '𒌋', '𒀀']",𒁹𒈾𒁍𒌋𒀀,{m}na-bu-u-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522577,2,2,seal identification
635,P522577.3.1,+ša-šēpi[(king's) personal guard]N$,{lu₂}ša₂-GIR₃.2,ša-šēpi,ša-šēpi,(king's) personal guard,N,"['𒇽', '𒃻', '𒄊', '𒈫']",𒇽𒃻𒄊𒈫,{LU₂}ša₂-GIR₃.2,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522577,3,1,seal identification
636,P522577.3.2,+Pazapayu[]EN$Pazapaya,{kur}pa-za-pa-a-a,Pazapaya,Pazapayu,1,EN,"['𒆳', '𒉺', '𒍝', '𒉺', '𒀀', '𒀀']",𒆳𒉺𒍝𒉺𒀀𒀀,{KUR}pa-za-pa-a-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,P522577,3,2,seal identification
637,P522577.4.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522577,4,1,seal identification
638,P522577.4.2,amēli[man]N,LU₂,amēli,awīlu,man,N,['𒇽'],𒇽,LU₂,['complete'],0.0,,,P522577,4,2,seal identification
639,P522577.4.3,tadāni[giving]'N,SUM-ni,tadāni,tadānu,giving,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,,P522577,4,3,seal identification
640,P522577.8.1,Abdi-Buru[1]PN,{m}ab-di-{d}bur-ri,Abdi-Buru,Abdi-Buru,1,PN,"['𒁹', '𒀊', '𒁲', '𒀭', '𒁓', '𒊑']",𒁹𒀊𒁲𒀭𒁓𒊑,{m}ab-di-{d}bur-ri,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522577,8,1,object sold
641,P522577.8.2,urdušu[servant]N,ARAD-šu₂,urdušu,ardu,servant,N,"['𒀴', '𒋙']",𒀴𒋙,ARAD-šu₂,"['complete', 'complete']",0.0,,,P522577,8,2,object sold
642,P522577.9.1,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,,P522577,9,1,initiation of transaction
643,P522577.9.2,Hišar-uarri[1]PN,{m}hi-šar-war₂,Hišar-uarri,Hišar-uarri,1,PN,"['𒁹', '𒄭', '𒊬', '𒈥']",𒁹𒄭𒊬𒈥,{m}hi-šar-war₂,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522577,9,2,initiation of transaction
644,P522577.10.1,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522577,10,1,completion of transaction
645,P522577.10.2,+pānu[front//presence]N'N$pān,IGI,pān,pānu,presence,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522577,10,2,completion of transaction
646,P522577.10.3,Nabuʾa[1]PN,{m}{d}PA-u-a,Nabuʾa,Nabuʾa,1,PN,"['𒁹', '𒀭', '𒉺', '𒌋', '𒀀']",𒁹𒀭𒉺𒌋𒀀,{m}{d}PA-u-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522577,10,3,completion of transaction
647,P522577.11.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522577,11,1,price
648,P522577.11.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,,P522577,11,2,price
649,P522577.11.3,n,50,,,,n,['𒐐'],𒐐,50,['complete'],0.0,,NUMBER,P522577,11,3,price
650,P522577.11.4,šiqil[a unit of weight]N,GIN₂,šiqil,šiqlu,a unit of weight,N,['𒂆'],𒂆,GIN₂,['complete'],0.0,,,P522577,11,4,price
651,P522577.11.5,ṣarpi[silver]N,KU₃.BABBAR,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,,P522577,11,5,price
652,P522577.12.1,izzirip[purchase]V,i-zi-rip,izzirip,zarāpu,purchase,V,"['𒄿', '𒍣', '𒆗']",𒄿𒍣𒆗,i-zi-rip,"['complete', 'complete', 'complete']",0.0,,,P522577,12,1,completion of transaction
653,P522577.12.2,issiqi[purchase]V,i-si-qi,issiqi,leqû,purchase,V,"['𒄿', '𒋛', '𒆥']",𒄿𒋛𒆥,i-si-qi,"['complete', 'complete', 'complete']",0.0,,,P522577,12,2,completion of transaction
654,P522577.13.1,kaspu[money]N,kas-pu,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,,P522577,13,1,confirmation of transfer 1
655,P522577.13.2,gammur[completed]AJ,ga-mur,gammur,gammuru,completed,AJ,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,,,P522577,13,2,confirmation of transfer 1
656,P522577.13.3,tadini[paid]AJ,SUM-ni,tadini,tadnu,paid,AJ,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,,P522577,13,3,confirmation of transfer 1
657,P522577.14.1,amēlu[man]N,LU₂,amēlu,awīlu,man,N,['𒇽'],𒇽,LU₂,['complete'],0.0,,,P522577,14,1,confirmation of transfer 2
658,P522577.14.2,šuātu[that]'DP,šu-a-tu₂,šuātu,šuāti,that,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,,,P522577,14,2,confirmation of transfer 2
