Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,lang,mask,text,line,word,annotation
2552,P522576.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522576,2,1,seal identification
2553,P522576.2.2,Tupara[1]PN,{m}tu-pa-ra,Tupara,Tupara,1,PN,"['𒁹', '𒌅', '𒉺', '𒊏']",𒁹𒌅𒉺𒊏,{m}tu-pa-ra,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522576,2,2,seal identification
2554,P522576.3.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522576,3,1,seal identification
2555,P522576.3.2,issi[woman]N,MI₂,issi,issu,woman,N,['𒊩'],𒊩,MI₂,['complete'],0.0,,,P522576,3,2,seal identification
2556,P522576.3.3,tadāni[giving]'N,SUM-ni,tadāni,tadānu,giving,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,,P522576,3,3,seal identification
2557,P522576.7.1,Issar-kuni[1]PN,{f}15-ku-ni,Issar-kuni,Issar-kuni,1,PN,"['𒊩', '𒌋𒐊', '𒆪', '𒉌']",𒊩𒌋𒐊𒆪𒉌,{f}15-ku-ni,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522576,7,1,object sold
2558,P522576.7.2,amatšu[maid]N,GEME₂-šu₂,amatšu,amtu,maid,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,GEME₂-šu₂,"['complete', 'complete']",0.0,,,P522576,7,2,object sold
2559,P522576.8.1,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,,P522576,8,1,initiation of transaction
2560,P522576.8.2,Bel-Harran-isseʾa[1]PN,{m}EN-KASKAL-KI-ia,Bel-Harran-isseʾa,Bel-Harran-isseʾa,1,PN,"['𒁹', '𒂗', '𒆜', '𒆠', '𒅀']",𒁹𒂗𒆜𒆠𒅀,{m}EN-KASKAL-KI-ia,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522576,8,2,initiation of transaction
2561,P522576.9.1,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522576,9,1,completion of transaction
2562,P522576.9.2,pān[presence]N,IGI,pān,pānu,presence,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522576,9,2,completion of transaction
2563,P522576.9.3,Tupara[1]PN,{m}tu-pa-ra,Tupara,Tupara,1,PN,"['𒁹', '𒌅', '𒉺', '𒊏']",𒁹𒌅𒉺𒊏,{m}tu-pa-ra,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522576,9,3,completion of transaction
2564,P522576.10.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522576,10,1,price
2565,P522576.10.2,libbi[interior]N,ŠA₃,libbi,libbu,interior,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,,,P522576,10,2,price
2566,P522576.10.3,n,32,,,,n,['𒌍𒈫'],𒌍𒈫,32,['complete'],0.0,,NUMBER,P522576,10,3,price
2567,P522576.10.4,šiqil[a unit of weight]N,GIN₂,šiqil,šiqlu,a unit of weight,N,['𒂆'],𒂆,GIN₂,['complete'],0.0,,,P522576,10,4,price
2568,P522576.10.5,ṣarpi[silver]N,KU₃.BABBAR,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,,P522576,10,5,price
2569,P522576.11.1,izzirip[purchase]V,i-zi-rip,izzirip,zarāpu,purchase,V,"['𒄿', '𒍣', '𒆗']",𒄿𒍣𒆗,i-zi-rip,"['complete', 'complete', 'complete']",0.0,,,P522576,11,1,completion of transaction
2570,P522576.11.2,issiqi[purchase]V,i-si-qi,issiqi,leqû,purchase,V,"['𒄿', '𒋛', '𒆥']",𒄿𒋛𒆥,i-si-qi,"['complete', 'complete', 'complete']",0.0,,,P522576,11,2,completion of transaction
2571,P522576.11.3,kaspu[money]N,kas-pu,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,,P522576,11,3,confirmation of transfer 1
2572,P522576.11.4,gammur[completed]AJ,ga-mur,gammur,gammuru,completed,AJ,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,,,P522576,11,4,confirmation of transfer 1
2573,P522576.11.5,tadin[paid]AJ,ta-din,tadin,tadnu,paid,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,,,P522576,11,5,confirmation of transfer 1
2574,P522576.12.1,issu[woman]N,MI₂,issu,sinništu,woman,N,['𒊩'],𒊩,MI₂,['complete'],0.0,,,P522576,12,1,confirmation of transfer 2
2575,P522576.12.2,šuātu[that]'DP,šu-a-tu₂,šuātu,šuāti,that,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,,,P522576,12,2,confirmation of transfer 2
2576,P522576.12.3,+zarpu[purchased]AJ$zarpat,za-ar₂-pat{at},zarpat,zarpu,purchased,AJ,"['𒍝', '𒌒', '𒉻', '𒀜']",𒍝𒌒𒉻𒀜,za-ar₂-pat{at},"['complete', 'complete', 'complete', 'complete']",0.0,,,P522576,12,3,confirmation of transfer 2
2577,P522576.13.1,laqiat[acquired]AJ,la-qi-at,laqiat,leqû,acquired,AJ,"['𒆷', '𒆥', '𒀜']",𒆷𒆥𒀜,la-qi-at,"['complete', 'complete', 'complete']",0.0,,,P522576,13,1,confirmation of transfer 2
2578,P522576.15.1,tuāru[revocation]'N,tu-a-ru,tuāru,târu,revocation,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,,,P522576,15,1,exclusion of litigation
2579,P522576.15.2,dēnu[lawsuit]N,de-e-nu,dēnu,dīnu,lawsuit,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,,,P522576,15,2,exclusion of litigation
2580,P522576.16.1,dabābu[litigation]'N,DUG₄.DUG₄,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,,P522576,16,1,exclusion of litigation
2581,P522576.16.2,laššu[(there) is not]V,la-aš₂-šu₂,laššu,laššu,(there) is not,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522576,16,2,exclusion of litigation
2582,P522576.17.1,ṣibtu[seizure]N,ṣib-tu₂,ṣibtu,ṣibtu,seizure,N,"['𒍦', '𒌓']",𒍦𒌓,ṣib-tu₂,"['complete', 'complete']",0.0,,,P522576,17,1,guarantee clauses for slaves
2583,P522576.17.2,ina[for]PRP,ina,ina,ina,for,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522576,17,2,guarantee clauses for slaves
