Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
4071,P522855.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522855,2,1,seal identification
4072,P522855.2.2,Banunu[1]PN,{m}ba-nu-nu,Banunu,Banunu,1,PN,"['𒁹', '𒁀', '𒉡', '𒉡']",𒁹𒁀𒉡𒉡,{m}ba-nu-nu,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P522855,2,2,seal identification
4073,P522855.3.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522855,3,1,seal identification
4074,P522855.3.2,amēlu[man]N,LU₂,amēlu,awīlu,man,N,['𒇽'],𒇽,LU₂,['complete'],0.0,,,P522855,3,2,seal identification
4075,P522855.3.3,tadāni[giving]'N,ta-da-ni,tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-da-ni,"['complete', 'complete', 'complete']",0.0,,,P522855,3,3,seal identification
4076,P522855.7.1,+Ṣil-Issar[]PN$,{m}ṣil-{d}15,Ṣil-Issar,Ṣil-Issar,1,PN,"['𒁹', '𒉣', '𒀭', '𒌋𒐊']",𒁹𒉣𒀭𒌋𒐊,{m}ṣil-{d}15,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P522855,7,1,object sold
4077,P522855.7.2,urdušu[servant]N,ARAD-šu₂,urdušu,ardu,servant,N,"['𒀴', '𒋙']",𒀴𒋙,ARAD-šu₂,"['complete', 'complete']",0.0,,,P522855,7,2,object sold
4078,P522855.8.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,P522855,8,1,object sold
4079,P522855.8.2,+Banunu[]PN$Banuni,{m}ba-nu-ni,Banuni,Banunu,1,PN,"['𒁹', '𒁀', '𒉡', '𒉌']",𒁹𒁀𒉡𒉌,{m}ba-nu-ni,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P522855,8,2,object sold
4080,P522855.9.1,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,,P522855,9,1,initiation of transaction
4081,P522855.9.2,+Handi[]PN$,{m}ha-an-di-i,Handi,Handi,1,PN,"['𒁹', '𒄩', '𒀭', '𒁲', '𒄿']",𒁹𒄩𒀭𒁲𒄿,{m}ha-an-di-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522855,9,2,initiation of transaction
4082,P522855.10.1,issi[with]PRP,TA,issi,išti,with,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522855,10,1,completion of transaction
4083,P522855.10.2,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522855,10,2,completion of transaction
4084,P522855.10.3,+Banunu[]PN$,{m}ba-nu-ni,Banunu,Banunu,1,PN,"['𒁹', '𒁀', '𒉡', '𒉌']",𒁹𒁀𒉡𒉌,{m}ba-nu-ni,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P522855,10,3,completion of transaction
4085,P522855.11.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522855,11,1,price
4086,P522855.11.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,,P522855,11,2,price
4087,P522855.11.3,n,02,,,,n,['0₂'],0₂,02,['complete'],0.0,NUMBER,,P522855,11,3,price
4088,P522855.11.4,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,,P522855,11,4,price
4089,P522855.11.5,+ṣarpu[silver]N$,KU₃.UD,ṣarpu,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.UD,"['complete', 'complete']",0.0,,,P522855,11,5,price
4090,P522855.12.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522855,12,1,price
4091,P522855.12.2,n,01,,,,n,['01'],01,01,['complete'],0.0,NUMBER,,P522855,12,2,price
4092,P522855.12.3,manê[a unit of weight]N,ma-ne₂-e,manê,manû,a unit of weight,N,"['𒈠', '𒉌', '𒂊']",𒈠𒉌𒂊,ma-ne₂-e,"['complete', 'complete', 'complete']",0.0,,,P522855,12,3,price
4093,P522855.12.4,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,P522855,12,4,price
4094,P522855.12.5,šarri[king]N,LUGAL,šarri,šarru,king,N,['𒈗'],𒈗,LUGAL,['complete'],0.0,,,P522855,12,5,price
4095,P522855.13.1,ilqi[purchase]V,il-qi,ilqi,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,il-qi,"['complete', 'complete']",0.0,,,P522855,13,1,completion of transaction
4096,P522855.13.2,kaspu[money]N,kas-pu,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,,P522855,13,2,confirmation of transfer 1
4097,P522855.13.3,gammur[completed]AJ,ga-mur,gammur,gammuru,completed,AJ,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,,,P522855,13,3,confirmation of transfer 1
4098,P522855.14.1,tadini[paid]AJ,ta-di-ni,tadini,tadnu,paid,AJ,"['𒋫', '𒁲', '𒉌']",𒋫𒁲𒉌,ta-di-ni,"['complete', 'complete', 'complete']",0.0,,,P522855,14,1,confirmation of transfer 1
4099,P522855.14.2,amēlu[man]N,LU₂,amēlu,awīlu,man,N,['𒇽'],𒇽,LU₂,['complete'],0.0,,,P522855,14,2,confirmation of transfer 2
4100,P522855.14.3,šuātu[that]'DP,šu-a-tu₂,šuātu,šuāti,that,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,,,P522855,14,3,confirmation of transfer 2
4101,P522855.15.1,zarip[purchased]AJ,za-rip,zarip,zarpu,purchased,AJ,"['𒍝', '𒆗']",𒍝𒆗,za-rip,"['complete', 'complete']",0.0,,,P522855,15,1,confirmation of transfer 2
4102,P522855.15.2,laqqi[acquired]AJ,laq-qi,laqqi,leqû,acquired,AJ,"['𒋃', '𒆥']",𒋃𒆥,laq-qi,"['complete', 'complete']",0.0,,,P522855,15,2,confirmation of transfer 2
4103,P522855.15.3,tuāru[revocation]'N,tu-a-ru,tuāru,târu,revocation,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,,,P522855,15,3,exclusion of litigation
4104,P522855.16.1,dēnu[lawsuit]N,de-e-nu,dēnu,dīnu,lawsuit,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,,,P522855,16,1,exclusion of litigation
4105,P522855.16.2,dabābu[litigation]'N,DUG₄.DUG₄,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,,P522855,16,2,exclusion of litigation
4106,P522855.16.3,laššu[(there) is not]V,la-aš₂-šu₂,laššu,laššu,(there) is not,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522855,16,3,exclusion of litigation
4107,P522855.17.1,mannu[whoever]'XP,man-nu,mannu,mannu,whoever,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,,P522855,17,1,penalties for litigation: contravention
4108,P522855.17.2,ša[whoever]REL,ša,ša,ša,whoever,REL,['𒊭'],𒊭,ša,['complete'],0.0,,,P522855,17,2,penalties for litigation: contravention
4109,P522855.17.3,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522855,17,3,penalties for litigation: contravention
4110,P522855.17.4,urkiš[later]AV,ur-kiš,urkiš,urkiš,later,AV,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,,,P522855,17,4,penalties for litigation: contravention
4111,P522855.17.5,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522855,17,5,penalties for litigation: contravention
4112,P522855.17.6,matīma[ever]AV,ma-ti-ma,matīma,matīma,ever,AV,"['𒈠', '𒋾', '𒈠']",𒈠𒋾𒈠,ma-ti-ma,"['complete', 'complete', 'complete']",0.0,,,P522855,17,6,penalties for litigation: contravention
4113,P522855.18.1,izaqqupāni[complain]V,i-za-qu-pa-a-ni,izaqqupāni,zaqāpu,complain,V,"['𒄿', '𒍝', '𒄣', '𒉺', '𒀀', '𒉌']",𒄿𒍝𒄣𒉺𒀀𒉌,i-za-qu-pa-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,P522855,18,1,penalties for litigation: contravention
4114,P522855.18.2,lū[may]MOD,lu-u,lū,lū,may,MOD,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,,P522855,18,2,penalties for litigation: contravention
4115,P522855.18.3,Banunu[1]PN,{m}ba-nu-nu,Banunu,Banunu,1,PN,"['𒁹', '𒁀', '𒉡', '𒉡']",𒁹𒁀𒉡𒉡,{m}ba-nu-nu,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P522855,18,3,penalties for litigation: contravention
4116,P522855.19.1,lū[or]CNJ,lu-u,lū,lū,or,CNJ,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,,P522855,19,1,penalties for litigation: contravention
4117,P522855.19.2,marʾēšu[son]N,DUMU-MEŠ-šu₂,marʾēšu,māru,son,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522855,19,2,penalties for litigation: contravention
4118,P522855.19.3,lū[or]CNJ,lu-u,lū,lū,or,CNJ,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,,P522855,19,3,penalties for litigation: contravention
4119,P522855.19.4,mār[son]N&marʾēšu[son]N,DUMU-DUMU-MEŠ-šu₂,mār,māru,son,N,"['𒌉', '𒌉', '𒈨𒌍', '𒋙']",𒌉𒌉𒈨𒌍𒋙,DUMU-DUMU-MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522855,19,4,penalties for litigation: contravention
4121,P522855.20.1,lū[or]CNJ,lu-u,lū,lū,or,CNJ,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,,P522855,20,1,penalties for litigation: contravention
4122,P522855.20.2,ahhēšu[brother]N,ŠEŠ-MEŠ-šu₂,ahhēšu,ahu,brother,N,"['𒋀', '𒈨𒌍', '𒋙']",𒋀𒈨𒌍𒋙,ŠEŠ-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522855,20,2,penalties for litigation: contravention
4123,P522855.20.3,lū[or]CNJ,lu-u,lū,lū,or,CNJ,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,,P522855,20,3,penalties for litigation: contravention
4124,P522855.20.4,mār[son]N&ahhēšu[brother]N,DUMU-ŠEŠ-MEŠ-šu₂,mār,māru,son,N,"['𒌉', '𒋀', '𒈨𒌍', '𒋙']",𒌉𒋀𒈨𒌍𒋙,DUMU-ŠEŠ-MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522855,20,4,penalties for litigation: contravention
4126,P522855.22.1,ša[that]REL,ša,ša,ša,that,REL,['𒊭'],𒊭,ša,['complete'],0.0,,,P522855,22,1,penalties for litigation: contravention
4127,P522855.22.2,issi[with]PRP,TA,issi,išti,with,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522855,22,2,penalties for litigation: contravention
4128,P522855.22.3,+Handi[]PN$,{m}ha-an-di-i,Handi,Handi,1,PN,"['𒁹', '𒄩', '𒀭', '𒁲', '𒄿']",𒁹𒄩𒀭𒁲𒄿,{m}ha-an-di-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522855,22,3,penalties for litigation: contravention
4129,P522855.23.1,lū[or]CNJ,lu-u,lū,lū,or,CNJ,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,,P522855,23,1,penalties for litigation: contravention
4130,P522855.23.2,marʾēšu[son]N,DUMU-MEŠ-šu₂,marʾēšu,māru,son,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522855,23,2,penalties for litigation: contravention
