Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
69,P522617.2.1,ṣupar[fingernail]N,⸢UMBIN⸣,ṣupar,ṣupru,fingernail,N,['𒌢'],𒌢,⸢UMBIN⸣,['damaged'],0.5,,,P522617,2,1,seal identification
70,P522617.2.2,+Taqqin-Dadi[]PN$,{m}LAL-U.U,Taqqin-Dadi,Taqqin-Dadi,1,PN,"['𒁹', '𒇲', '𒌋', '𒌋']",𒁹𒇲𒌋𒌋,{m}LAL-U.U,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P522617,2,2,seal identification
71,P522617.3.1,mār[son]N,⸢A⸣,mār,māru,son,N,['𒀀'],𒀀,⸢A⸣,['damaged'],0.5,,,P522617,3,1,seal identification
72,P522617.3.2,+x[1]PN$,{m}[x-x-x],x,x,1,PN,"['𒁹', 'X', 'X', 'X']",𒁹XXX,{m}[x-x-x],"['complete', 'missing', 'missing', 'missing']",0.75,PN,,P522617,3,2,seal identification
73,P522617.5.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522617,5,1,seal identification
74,P522617.5.2,amti[maid]N,[GEME₂,amti,amtu,maid,N,['𒊩𒆳'],𒊩𒆳,[GEME₂],['missing'],1.0,,,P522617,5,2,seal identification
75,P522617.5.3,tadāni[giving]'N,SUM-ni],tadāni,tadānu,giving,V,"['𒋧', '𒉌']",𒋧𒉌,[SUM-ni],"['missing', 'missing']",1.0,,,P522617,5,3,seal identification
76,P522617.7.1,+x[]PN$,{f}[x-x-x,x,x,1,PN,"['𒊩', 'X', 'X', 'X']",𒊩XXX,{f}[x-x-x],"['complete', 'missing', 'missing', 'missing']",0.75,PN,,P522617,7,1,object sold
77,P522617.7.2,amtīšu[maid]N,GEME₂-šu₂],amtīšu,amtu,maid,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,[GEME₂-šu₂],"['missing', 'missing']",1.0,,,P522617,7,2,object sold
78,P522617.8.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,P522617,8,1,object sold
