Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
21130,P527188.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P527188,2,1,seal identification
21131,P527188.2.2,+Halamusu[]PN$,{m}ha-la-mu-su,Halamusu,Halamusu,1,PN,"['𒁹', '𒄩', '𒆷', '𒈬', '𒋢']",𒁹𒄩𒆷𒈬𒋢,{m}ha-la-mu-su,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527188,2,2,seal identification
21132,P527188.3.1,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,,P527188,3,1,seal identification
21133,P527188.3.2,+Qupanu[]PN$,{m}qu-u₂-pa-nu,Qupanu,Qupanu,1,PN,"['𒁹', '𒄣', '𒌑', '𒉺', '𒉡']",𒁹𒄣𒌑𒉺𒉡,{m}qu-u₂-pa-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527188,3,2,seal identification
21134,P527188.7.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P527188,7,1,seal identification
21135,P527188.7.2,amti[maid]N,GEME₂,amti,amtu,maid,N,['𒊩𒆳'],𒊩𒆳,GEME₂,['complete'],0.0,,,P527188,7,2,seal identification
21136,P527188.7.3,+tadānu[give//giving]V'N$tadān,SUM-an,tadān,tadānu,giving,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,,,P527188,7,3,seal identification
21137,P527188.8.1,+Nurah[]PN$,{f}nu-u₂-ra-ah,Nurah,Nurah,1,PN,"['𒊩', '𒉡', '𒌑', '𒊏', '𒄴']",𒊩𒉡𒌑𒊏𒄴,{f}nu-u₂-ra-ah,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527188,8,1,object sold
21138,P527188.9.1,ša[of]DET,⸢ša,ša,ša,of,DET,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,,,P527188,9,1,object sold
21139,P527188.9.2,+Halamusu[]PN$,{m}ha-la-mu-su⸣,Halamusu,Halamusu,1,PN,"['𒁹', '𒄩', '𒆷', '𒈬', '𒋢']",𒁹𒄩𒆷𒈬𒋢,{⸢m⸣}⸢ha-la-mu-su⸣,"['damaged', 'damaged', 'damaged', 'damaged', 'damaged']",0.5,PN,,P527188,9,2,object sold
21140,P527188.10.1,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,,P527188,10,1,initiation of transaction
21141,P527188.10.2,Šulmu-šarri[1]PN,{m}[DI-mu-MAN,Šulmu-šarri,Šulmu-šarri,1,PN,"['𒁹', '𒁲', '𒈬', '𒌋𒌋']",𒁹𒁲𒈬𒌋𒌋,{m}[DI-mu-MAN],"['complete', 'missing', 'missing', 'missing']",0.75,PN,,P527188,10,2,initiation of transaction
21142,P527188.10.3,ša-qurbūti[(royal) confidant]N,{lu₂}qur-ZAG],ša-qurbūti,ša-qurbūti,(royal) confidant,N,"['𒇽', '𒄥', '𒍠']",𒇽𒄥𒍠,{[LU₂]}[qur-ZAG],"['missing', 'missing', 'missing']",1.0,,,P527188,10,3,initiation of transaction
21143,P527188.11.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P527188,11,1,price
21144,P527188.11.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,,P527188,11,2,price
21145,P527188.11.3,n,13,,,,n,['𒌋𒐈'],𒌋𒐈,13,['complete'],0.0,NUMBER,,P527188,11,3,price
21146,P527188.11.4,šiqil[a unit of weight]N,GIN₂,šiqil,šiqlu,a unit of weight,N,['𒂆'],𒂆,GIN₂,['complete'],0.0,,,P527188,11,4,price
21147,P527188.11.5,ṣarpi[silver]N,[KU₃.BABBAR],ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,[KU₃].[BABBAR],"['missing', 'missing']",1.0,,,P527188,11,5,price
21148,P527188.12.1,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P527188,12,1,completion of transaction
21149,P527188.12.2,pānu[front]N$pān,IGI,pān,pānu,front,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P527188,12,2,completion of transaction
21150,P527188.12.3,+Halamusu[]PN$,{m}⸢ha⸣-[la-mu-su],Halamusu,Halamusu,1,PN,"['𒁹', '𒄩', '𒆷', '𒈬', '𒋢']",𒁹𒄩𒆷𒈬𒋢,{m}⸢ha⸣-[la-mu-su],"['complete', 'damaged', 'missing', 'missing', 'missing']",0.7,PN,,P527188,12,3,completion of transaction
21151,P527188.13.1,ilqe[purchase]V,il-qe,ilqe,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,il-qe,"['complete', 'complete']",0.0,,,P527188,13,1,completion of transaction
