Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
6177,P514324.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P514324,2,1,seal identification
6178,P514324.2.2,Arbailaya[1]PN,{m}4-il₃-a-a,Arbailaya,Arbailayu,1,PN,"['𒁹', '𒐉', '𒀭', '𒀀', '𒀀']",𒁹𒐉𒀭𒀀𒀀,{m}4-il₃-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514324,2,2,seal identification
6179,P514324.2.3,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P514324,2,3,seal identification
6180,P514324.2.4,Iqriya[1]PN,{m}iq-ri-⸢ia⸣,Iqriya,Iqriya,1,PN,"['𒁹', '𒅅', '𒊑', '𒅀']",𒁹𒅅𒊑𒅀,{m}iq-ri-⸢ia⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,PN,P514324,2,4,seal identification
6181,P514324.3.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P514324,3,1,seal identification
6182,P514324.3.2,Nabu-eṭir-napšati[1]PN,{m}{d}PA-KAR-ir-ZI.MEŠ,Nabu-eṭir-napšati,Nabu-eṭir-napšati,1,PN,"['𒁹', '𒀭', '𒉺', '𒋼𒀀', '𒅕', '𒍣', '𒈨𒌍']",𒁹𒀭𒉺𒋼𒀀𒅕𒍣𒈨𒌍,{m}{d}PA-KAR-ir-ZI.MEŠ,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514324,3,2,seal identification
6183,P514324.4.1,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514324,4,1,seal identification
6184,P514324.4.2,sinništu[woman]N$issi,MUNUS,issi,sinništu,woman,N,['𒊩'],𒊩,MUNUS,['complete'],0.0,,P514324,4,2,seal identification
6185,P514324.4.3,tadāni[giving]'N,ta-da-a-ni,tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,,P514324,4,3,seal identification
6186,P514324.8.1,Attar-palṭi[1]PN,{f}a-tar-pa-[al]-⸢ṭi₃⸣,Attar-palṭi,Attar-palṭi,1,PN,"['𒊩', '𒀀', '𒋻', '𒉺', '𒀠', '𒋾']",𒊩𒀀𒋻𒉺𒀠𒋾,{f}a-tar-pa-[al]-⸢ṭi₃⸣,"['complete', 'complete', 'complete', 'complete', 'missing', 'damaged']",0.25,PN,P514324,8,1,object sold
6187,P514324.8.2,amtu[maid//female slave]N'N$amatšunu,GEME₂-šu₂-nu,amatšunu,amtu,female slave,N,"['𒊩𒆳', '𒋙', '𒉡']",𒊩𒆳𒋙𒉡,GEME₂-šu₂-nu,"['complete', 'complete', 'complete']",0.0,,P514324,8,2,object sold
6188,P514324.9.1,uppišma[contract]V,up-piš-ma,uppišma,epēšu,contract,V,"['𒌒', '𒄫', '𒈠']",𒌒𒄫𒈠,up-piš-ma,"['complete', 'complete', 'complete']",0.0,,P514324,9,1,initiation of transaction
6189,P514324.9.2,Arbailaya[1]PN,{m}4-il₃-a-a,Arbailaya,Arbailayu,1,PN,"['𒁹', '𒐉', '𒀭', '𒀀', '𒀀']",𒁹𒐉𒀭𒀀𒀀,{m}4-il₃-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,P514324,9,2,initiation of transaction
6190,P514324.10.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514324,10,1,price
6191,P514324.10.2,libbi[interior]N,ŠA₃,libbi,libbu,interior,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,,P514324,10,2,price
6192,P514324.10.3,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,NUMBER,P514324,10,3,price
6193,P514324.10.4,manû[unit//a unit of weight]N'N$manā,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P514324,10,4,price
6194,P514324.10.5,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,P514324,10,5,price
6195,P514324.10.6,šarri[king]N,MAN,šarri,šarru,king,N,['𒌋𒌋'],𒌋𒌋,MAN,['complete'],0.0,,P514324,10,6,price
6196,P514324.10.7,ṣarpu[silver]N,KU₃.BABBAR,ṣarpu,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P514324,10,7,price
6197,P514324.11.1,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,P514324,11,1,completion of transaction
6198,P514324.11.2,pān[front]N,IGI,pān,pānu,front,N,['𒅆'],𒅆,IGI,['complete'],0.0,,P514324,11,2,completion of transaction
6199,P514324.11.3,amēlē[person]N,LU₂.MEŠ,amēlē,awīlu,person,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,LU₂.MEŠ,"['complete', 'complete']",0.0,,P514324,11,3,completion of transaction
6200,P514324.11.4,annūte[this]DP,an-nu-te,annūte,annû,this,DP,"['𒀭', '𒉡', '𒋼']",𒀭𒉡𒋼,an-nu-te,"['complete', 'complete', 'complete']",0.0,,P514324,11,4,completion of transaction
6201,P514324.11.5,ilqi[purchase]V,il-qi,ilqi,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,il-qi,"['complete', 'complete']",0.0,,P514324,11,5,completion of transaction
6202,P514324.12.1,kaspu[money]N,kas-pu,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,P514324,12,1,confirmation of transfer 1
6203,P514324.12.2,gammur[finished]AJ,ga-am-⸢mur⸣,gammur,gammuru,finished,AJ,"['𒂵', '𒄠', '𒄯']",𒂵𒄠𒄯,ga-am-⸢mur⸣,"['complete', 'complete', 'damaged']",0.17,,P514324,12,2,confirmation of transfer 1
