Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
2267,P514239.2.1,kunuk[seal]N,{⸢na₄}KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,,P514239,2,1,seal identification
2268,P514239.2.2,Ubru-Issar[]PN$,{m}⸢SUHUŠ⸣-15,Ubru-Issar,Ubru-Issar,1,PN,"['𒁹', '𒁼', '𒌋𒐊']",𒁹𒁼𒌋𒐊,{m}⸢SUHUŠ⸣-[15],"['complete', 'damaged', 'missing']",0.5,PN,P514239,2,2,seal identification
2269,P514239.3.1,mār[son]N,A,mār,māru,son,N,['𒀀'],𒀀,A,['complete'],0.0,,P514239,3,1,seal identification
2270,P514239.3.2,Aššur-ahu-x[]PN$,{m}aš+šur-⸢PAB⸣-[x-x-x],Aššur-ahu-x,Aššur-ahu-x,1,PN,"['𒁹', '𒀸', '𒋩', '𒉽', 'X', 'X', 'X']",𒁹𒀸𒋩𒉽XXX,{m}aš+šur-⸢PAB⸣-[x-x-x],"['complete', 'complete', 'complete', 'damaged', 'missing', 'missing', 'missing']",0.5,PN,P514239,3,2,seal identification
2271,P514239.4.1,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514239,4,1,seal identification
2272,P514239.4.2,māru[son]N$marʾi,DUMU,marʾi,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,P514239,4,2,seal identification
2273,P514239.4.3,tadāni[giving]'N,⸢ta⸣-[da-ni],tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,⸢ta⸣-[da-ni],"['damaged', 'missing', 'missing']",0.83,,P514239,4,3,seal identification
2274,P514239.8.1,Saqapa-x[]PN$,{m}sa-qa-pa-⸢x⸣,Saqapa-x,Saqapa-x,1,PN,"['𒁹', '𒊓', '𒋡', '𒉺', 'X']",𒁹𒊓𒋡𒉺X,{m}sa-qa-pa-⸢x⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,PN,P514239,8,1,object sold
2275,P514239.8.2,māru[son]N$marʾūšu,[DUMU-šu₂],marʾūšu,māru,son,N,"['𒌉', '𒋙']",𒌉𒋙,[DUMU-šu₂],"['missing', 'missing']",1.0,,P514239,8,2,object sold
2276,P514239.9.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,P514239,9,1,object sold
