Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
10576,P335174.2.1,{[na₄]}⸢KIŠIB⸣,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}⸢KIŠIB⸣,"['missing', 'damaged']",0.75,kunuk,kunukku,seal,,P335174,2,1,seal identification
10577,P335174.2.2,{1}{d}PA—⸢BAD₃⸣—ku-ṣur,Nabu-duru-kuṣur[1]PN$,PN,PN,"['𒁹', '𒀭', '𒉺', '𒂦', '𒆪', '𒀫']",𒁹𒀭𒉺𒂦𒆪𒀫,{1}{d}PA-⸢BAD₃⸣-ku-ṣur,"['complete', 'complete', 'complete', 'damaged', 'complete', 'complete']",0.08,Nabu-duru-kuṣur,Nabu-duru-kuṣur,1,,P335174,2,2,seal identification
10578,P335174.3.1,{[lu₂v]}SAG,ša-rēši[eunuch]N,,N,"['𒇽', '𒊕']",𒇽𒊕,{[LU₂~v]}SAG,"['missing', 'complete']",0.5,ša-rēši,ša-rēši,eunuch,,P335174,3,1,seal identification
10579,P335174.3.2,EN,bēl[owner]N,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,P335174,3,2,seal identification
10580,P335174.3.3,MI₂,sinništu[woman]N$issi,,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issi,sinništu,woman,,P335174,3,3,seal identification
10581,P335174.3.4,SUM-ni,tadāni[giving]'N,,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,tadāni,tadānu,giving,,P335174,3,4,seal identification
10582,P335174.7.1,{[mi₂]}{d}NIN.LIL₂—BAD₃—PAB,Mullissu-duru-uṣri[1]PN$,PN,PN,"['𒊩', '𒀭', '𒊩𒌆', '𒆤', '𒂦', '𒉽']",𒊩𒀭𒊩𒌆𒆤𒂦𒉽,{[MI₂]}{d}NIN.LIL₂-BAD₃-PAB,"['missing', 'complete', 'complete', 'complete', 'complete', 'complete']",0.17,Mullissu-duru-uṣri,Mullissu-duru-uṣri,1,,P335174,7,1,object sold
10583,P335174.7.2,GEME₂,amtu[maid]N$,,N,['𒊩𒆳'],𒊩𒆳,GEME₂,['complete'],0.0,amtu,amtu,maid,,P335174,7,2,object sold
10584,P335174.8.1,ša₂,ša[of]DET,,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,of,,P335174,8,1,object sold
10585,P335174.8.2,{1}{d}PA—BAD₃—ku-ṣur,Nabu-duru-kuṣur[1]PN$,PN,PN,"['𒁹', '𒀭', '𒉺', '𒂦', '𒆪', '𒀫']",𒁹𒀭𒉺𒂦𒆪𒀫,{1}{d}PA-BAD₃-ku-ṣur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-duru-kuṣur,Nabu-duru-kuṣur,1,,P335174,8,2,object sold
10586,P335174.8.3,u₂-piš-ma,uppišma[contract]V,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,,P335174,8,3,initiation of transaction
10587,P335174.9.1,{1}si-lim—aš-šur,Silim-Aššur[1]PN,PN,PN,"['𒁹', '𒋛', '𒅆', '𒀸', '𒋩']",𒁹𒋛𒅆𒀸𒋩,{1}si-lim-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Silim-Aššur,Silim-Aššur,1,,P335174,9,1,initiation of transaction
10588,P335174.9.2,TA@v,issu[from+=from]PRP,,PRP,['𒋬'],𒋬,TA@v,['complete'],0.0,issu,ištu,from,,P335174,9,2,completion of transaction
10589,P335174.9.3,IGI,pān[front]N,,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,,P335174,9,3,completion of transaction
10590,P335174.9.4,{1}{d}PA—BAD₃—ku-ṣur,Nabu-duru-kuṣur[1]PN$,PN,PN,"['𒁹', '𒀭', '𒉺', '𒂦', '𒆪', '𒀫']",𒁹𒀭𒉺𒂦𒆪𒀫,{1}{d}PA-BAD₃-ku-ṣur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-duru-kuṣur,Nabu-duru-kuṣur,1,,P335174,9,4,completion of transaction
10591,P335174.10.1,ina,ina[in+=for]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335174,10,1,price
10592,P335174.10.2,ŠA₃-bi,libbi[interior]N,,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,,P335174,10,2,price
10593,P335174.10.3,1/2,n,NUMBER,n,['𒈦'],𒈦,1/2,['complete'],0.0,,,,,P335174,10,3,price
10594,P335174.10.4,MA.NA,manû[a unit of weight]N,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manû,manû,a unit of weight,,P335174,10,4,price
10595,P335174.10.5,KUG.UD,ṣarpi[silver]N,,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,,P335174,10,5,price
10596,P335174.10.6,⸢il-qi₂⸣,ilqi[purchase]V,,V,"['𒅋', '𒆠']",𒅋𒆠,⸢il-qi₂⸣,"['damaged', 'damaged']",0.5,ilqi,leqû,purchase,,P335174,10,6,completion of transaction
10597,P335174.11.1,kas-pu,kaspu[money]N,,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,P335174,11,1,confirmation of transfer 1
10598,P335174.11.2,gam-mur,gammur[completed]AJ,,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,,P335174,11,2,confirmation of transfer 1
10599,P335174.11.3,ta-din,tadin[paid]AJ,,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,tadin,tadnu,paid,,P335174,11,3,confirmation of transfer 1
10600,P335174.11.4,MI₂,issu[woman]N,,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issu,sinništu,woman,,P335174,11,4,confirmation of transfer 2
10601,P335174.11.5,šu-a-tu₂,šuātu[that]'DP,,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,šuātu,šuāti,that,,P335174,11,5,confirmation of transfer 2
10602,P335174.12.1,zar-pat,zarpat[purchased]AJ,,AJ,"['𒇡', '𒉻']",𒇡𒉻,zar-pat,"['complete', 'complete']",0.0,zarpat,zarpu,purchased,,P335174,12,1,confirmation of transfer 2
10603,P335174.12.2,la-qi-at,laqiat[acquired]AJ,,AJ,"['𒆷', '𒆥', '𒀜']",𒆷𒆥𒀜,la-qi-at,"['complete', 'complete', 'complete']",0.0,laqiat,leqû,acquired,,P335174,12,2,confirmation of transfer 2
10604,P335174.12.3,tu₂-a-ru,tuāru[revocation]'N,,V,"['𒌓', '𒀀', '𒊒']",𒌓𒀀𒊒,tu₂-a-ru,"['complete', 'complete', 'complete']",0.0,tuāru,târu,revocation,,P335174,12,3,exclusion of litigation
10605,P335174.13.1,de-nu,dēnu[lawsuit]N,,N,"['𒁲', '𒉡']",𒁲𒉡,de-nu,"['complete', 'complete']",0.0,dēnu,dīnu,lawsuit,,P335174,13,1,exclusion of litigation
10606,P335174.13.2,DUG₄.DUG₄,dabābu[litigation]'N,,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,,P335174,13,2,exclusion of litigation
10607,P335174.13.3,la-aš₂-šu,laššu[(there) is not]V,,V,"['𒆷', '𒀾', '𒋗']",𒆷𒀾𒋗,la-aš₂-šu,"['complete', 'complete', 'complete']",0.0,laššu,laššu,(there) is not,,P335174,13,3,exclusion of litigation
10608,P335174.14.1,man-nu,mannu[whoever]'XP,,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,mannu,mannu,whoever,,P335174,14,1,penalties for litigation: penalty
10609,P335174.14.2,ša,ša[who]REL,,REL,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,who,,P335174,14,2,penalties for litigation: penalty
10610,P335174.14.3,[ina,ina[in+=in the future]PRP,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P335174,14,3,penalties for litigation: penalty
10611,P335174.14.4,ur]-kiš,urkiš[later]AV,,AV,"['𒌨', '𒆧']",𒌨𒆧,[ur]-kiš,"['missing', 'complete']",0.5,urkiš,urkiš,later,,P335174,14,4,penalties for litigation: penalty
10612,P335174.14.5,ina,ina[in+=whenever]PRP$,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335174,14,5,penalties for litigation: penalty
10613,P335174.14.6,ma-⸢te⸣-ma,matīma[ever]AV$matēma,,AV,"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,ma-⸢te⸣-ma,"['complete', 'damaged', 'complete']",0.17,matēma,matīma,ever,,P335174,14,6,penalties for litigation: penalty
10614,P335174.15.1,[GIL-u-ni,+parāku[lie across//contravene]V'V$iparrikūni,,V,"['𒄃', '𒌋', '𒉌']",𒄃𒌋𒉌,[GIL-u-ni],"['missing', 'missing', 'missing']",1.0,iparrikūni,parāku,contravene,,P335174,15,1,penalties for litigation: penalty
10615,P335174.15.2,lu-u],lū[may]MOD,,MOD,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,lū,lū,may,,P335174,15,2,penalties for litigation: penalty
10616,P335174.15.3,{1}{d}PA—BAD₃—ku-ṣur,Nabu-duru-kuṣur[1]PN$,PN,PN,"['𒁹', '𒀭', '𒉺', '𒂦', '𒆪', '𒀫']",𒁹𒀭𒉺𒂦𒆪𒀫,{1}{d}PA-BAD₃-ku-ṣur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-duru-kuṣur,Nabu-duru-kuṣur,1,,P335174,15,3,penalties for litigation: penalty
10617,P335174.16.1,[lu-u,lū[or]CNJ,,CNJ,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,lū,lū,or,,P335174,16,1,penalties for litigation: penalty
10618,P335174.16.2,PAB-MEŠ-šu₂,ahhēšu[brother]N,,N,"['𒉽', '𒈨𒌍', '𒋙']",𒉽𒈨𒌍𒋙,[PAB-MEŠ-šu₂],"['missing', 'missing', 'missing']",1.0,ahhēšu,ahu,brother,,P335174,16,2,penalties for litigation: penalty
10619,P335174.16.3,lu-u,lū[or]CNJ,,CNJ,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,lū,lū,or,,P335174,16,3,penalties for litigation: penalty
10620,P335174.16.4,DUMU]—⸢PAB⸣-MEŠ-šu₂,māru[son]N$mār&ahu[brother]N$ahhēšu,,N,"['𒌉', '𒉽', '𒈨𒌍', '𒋙']",𒌉𒉽𒈨𒌍𒋙,[DUMU]-⸢PAB⸣-MEŠ-šu₂,"['missing', 'damaged', 'complete', 'complete']",0.38,mār,māru,son,,P335174,16,4,penalties for litigation: penalty
10622,P335174.17.1,[ša,ša[who]REL,,REL,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,who,,P335174,17,1,penalties for litigation: penalty
10623,P335174.17.2,de-nu,dēnu[lawsuit]N,,N,"['𒁲', '𒉡']",𒁲𒉡,[de-nu],"['missing', 'missing']",1.0,dēnu,dīnu,lawsuit,,P335174,17,2,penalties for litigation: penalty
10624,P335174.17.3,DUG₄.DUG₄,dabābu[litigation]'N,,V,"['𒅗', '𒅗']",𒅗𒅗,[DUG₄].[DUG₄],"['missing', 'missing']",1.0,dabābu,dabābu,litigation,,P335174,17,3,penalties for litigation: penalty
10625,P335174.17.4,ub-ta]-⸢u-ni⸣,ubtaʾʾūni[seek]V,,V,"['𒌒', '𒋫', '𒌋', '𒉌']",𒌒𒋫𒌋𒉌,[ub-ta]-⸢u-ni⸣,"['missing', 'missing', 'damaged', 'damaged']",0.75,ubtaʾʾūni,buʾʾû,seek,,P335174,17,4,penalties for litigation: penalty
