Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
1782,P522464.12.3,%akk-x-neoass:{m}la-te-gi-ana-aš-šur=,{m}la-te-gi-ana-aš-šur,"['𒁹', '𒆷', '𒋼', '𒄀', '𒁹', '𒀸', '𒋩']",𒁹𒆷𒋼𒄀𒁹𒀸𒋩,{m}la-te-gi-ana-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,12,3,,completion of transaction
1783,P522464.13.1,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522464,13,1,,completion of transaction
1784,P522464.13.2,%akk-x-neoass:{m}me-ia-ṣab-u-tu₂=,{m}me-ia-ṣab-u-tu₂,"['𒁹', '𒈨', '𒅀', '𒂟', '𒌋', '𒌓']",𒁹𒈨𒅀𒂟𒌋𒌓,{m}me-ia-ṣab-u-tu₂,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,13,2,,completion of transaction
1785,P522464.14.1,%akk-x-neoass:iš-ši=,iš-ši,"['𒅖', '𒅆']",𒅖𒅆,iš-ši,"['complete', 'complete']",0.0,P522464,14,1,,completion of transaction
1786,P522464.14.2,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,P522464,14,2,,confirmation of transfer 1
1787,P522464.14.3,%akk-x-neoass:gam-mur=,gam-mur,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,P522464,14,3,,confirmation of transfer 1
1788,P522464.16.1,%akk-x-neoass:ta-din=,ta-din,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,P522464,16,1,,confirmation of transfer 1
1789,P522464.18.1,%akk-x-neoass:tu-a-ri=,tu-a-ri,"['𒌅', '𒀀', '𒊑']",𒌅𒀀𒊑,tu-a-ri,"['complete', 'complete', 'complete']",0.0,P522464,18,1,,exclusion of litigation
1790,P522464.18.2,%akk-x-neoass:de-nu=,de-nu,"['𒁲', '𒉡']",𒁲𒉡,de-nu,"['complete', 'complete']",0.0,P522464,18,2,,exclusion of litigation
1791,P522464.19.1,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,P522464,19,1,,exclusion of litigation
1792,P522464.19.2,%akk-x-neoass:la-šu₂=,la-šu₂,"['𒆷', '𒋙']",𒆷𒋙,la-šu₂,"['complete', 'complete']",0.0,P522464,19,2,,exclusion of litigation
1793,P522464.20.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522464,20,1,,penalties for litigation: contravention
1794,P522464.20.2,%akk-x-neoass:ur-kiš=,ur-kiš,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,P522464,20,2,,penalties for litigation: contravention
1795,P522464.20.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522464,20,3,,penalties for litigation: contravention
1796,P522464.20.4,%akk-x-neoass:ma-te-me=,ma-te-me,"['𒈠', '𒋼', '𒈨']",𒈠𒋼𒈨,ma-te-me,"['complete', 'complete', 'complete']",0.0,P522464,20,4,,penalties for litigation: contravention
1797,P522464.21.1,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522464,21,1,,penalties for litigation: contravention
1798,P522464.21.2,%akk-x-neoass:e-bal-kat₃-u-ni=,e-bal-kat₃-u-ni,"['𒂊', '𒁄', '𒆑', '𒌋', '𒉌']",𒂊𒁄𒆑𒌋𒉌,e-bal-kat₃-u-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,21,2,,penalties for litigation: contravention
1799,P522464.22.1,%akk-x-neoass:05=,05,['0₅'],0₅,05,['complete'],0.0,P522464,22,1,,penalties for litigation: contravention
1800,P522464.22.2,%akk-x-neoass:MA.NA=,MA.NA,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,P522464,22,2,,penalties for litigation: contravention
1801,P522464.22.3,%akk-x-neoass:KUG.UD=,KUG.UD,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,P522464,22,3,,penalties for litigation: contravention
1802,P522464.22.4,%akk-x-neoass:SUM-an=,SUM-an,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,P522464,22,4,,penalties for litigation: contravention
1803,P522464.23.1,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522464,23,1,,guarantee clauses for slaves
1804,P522464.23.2,%akk-x-neoass:ši-i-ha=,ši-i-ha,"['𒅆', '𒄿', '𒄩']",𒅆𒄿𒄩,ši-i-ha,"['complete', 'complete', 'complete']",0.0,P522464,23,2,,guarantee clauses for slaves
1805,P522464.23.3,%akk-x-neoass:bir-te=,bir-te,"['𒄵', '𒋼']",𒄵𒋼,bir-te,"['complete', 'complete']",0.0,P522464,23,3,,guarantee clauses for slaves
1806,P522464.23.4,%akk-x-neoass:ITI-ME-ni=,ITI-ME-ni,"['𒌗', '𒈨', '𒉌']",𒌗𒈨𒉌,ITI-ME-ni,"['complete', 'complete', 'complete']",0.0,P522464,23,4,,guarantee clauses for slaves
1807,P522464.24.1,%akk-x-neoass:sa-ar-tu₂=,sa-ar-tu₂,"['𒊓', '𒅈', '𒌓']",𒊓𒅈𒌓,sa-ar-tu₂,"['complete', 'complete', 'complete']",0.0,P522464,24,1,,guarantee clauses for slaves
1808,P522464.24.2,%akk-x-neoass:a-di=,a-di,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,P522464,24,2,,guarantee clauses for slaves
1809,P522464.24.3,%akk-x-neoass:ṣa-at=,ṣa-at,"['𒍝', '𒀜']",𒍝𒀜,ṣa-at,"['complete', 'complete']",0.0,P522464,24,3,,guarantee clauses for slaves
1810,P522464.24.4,%akk-x-neoass:UD.MEŠ=,UD.MEŠ,"['𒌓', '𒈨𒌍']",𒌓𒈨𒌍,UD.MEŠ,"['complete', 'complete']",0.0,P522464,24,4,,guarantee clauses for slaves
1811,P522464.26.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,26,1,,witness
1812,P522464.26.2,%akk-x-neoass:{m}IGI.LAL-aš-šur=,{m}IGI.LAL-aš-šur,"['𒁹', '𒅆', '𒇲', '𒀸', '𒋩']",𒁹𒅆𒇲𒀸𒋩,{m}IGI.LAL-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,26,2,,witness
1813,P522464.26.3,%akk-x-neoass:{LU₂}ha-za-nu=,{lu₂}ha-za-nu,"['𒇽', '𒄩', '𒍝', '𒉡']",𒇽𒄩𒍝𒉡,{LU₂}ha-za-nu,"['complete', 'complete', 'complete', 'complete']",0.0,P522464,26,3,,witness
1814,P522464.27.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,27,1,,witness
1815,P522464.27.2,%akk-x-neoass:{m}re-man-ni-DINGIR=,{m}re-man-ni-DINGIR,"['𒁹', '𒊑', '𒌋𒌋', '𒉌', '𒀭']",𒁹𒊑𒌋𒌋𒉌𒀭,{m}re-man-ni-DINGIR,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,27,2,,witness
1816,P522464.28.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,28,1,,witness
1817,P522464.28.2,%akk-x-neoass:{m}aš-šur-tak-lak=,{m}aš-šur-tak-lak,"['𒁹', '𒀸', '𒋩', '𒋳', '𒋃']",𒁹𒀸𒋩𒋳𒋃,{m}aš-šur-tak-lak,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,28,2,,witness
1818,P522464.28.3,%akk-x-neoass:{URU}ni-nu-a.a=,{uru}ni-nu-a.a,"['𒌷', '𒉌', '𒉡', '𒀀', '𒀀']",𒌷𒉌𒉡𒀀𒀀,{URU}ni-nu-a.a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,28,3,,witness
1819,P522464.29.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,29,1,,witness
1820,P522464.29.2,%akk-x-neoass:{m}man-nu-ka-a.a=,{m}man-nu-ka-a.a,"['𒁹', '𒌋𒌋', '𒉡', '𒅗', '𒀀', '𒀀']",𒁹𒌋𒌋𒉡𒅗𒀀𒀀,{m}man-nu-ka-a.a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,29,2,,witness
1821,P522464.30.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,30,1,,witness
1822,P522464.30.2,%akk-x-neoass:{m}DI-x-x=,{m}DI-[x-x],"['𒁹', '𒁲', 'X', 'X']",𒁹𒁲XX,{m}DI-[x-x],"['complete', 'complete', 'missing', 'missing']",0.5,P522464,30,2,,witness
1823,P522464.30.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522464,30,3,,witness
1824,P522464.30.4,%akk-x-neoass:{m}aš-šur-TI-su-E=,{m}aš-šur-TI-su-E,"['𒁹', '𒀸', '𒋩', '𒋾', '𒋢', '𒂊']",𒁹𒀸𒋩𒋾𒋢𒂊,{m}aš-šur-TI-su-E,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,30,4,,witness
1825,P522464.31.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,31,1,,witness
1826,P522464.31.2,%akk-x-neoass:{m}hu-ub-x-aš-šur=,{m}⸢hu⸣-ub-x-aš-šur,"['𒁹', '𒄷', '𒌒', 'X', '𒀸', '𒋩']",𒁹𒄷𒌒X𒀸𒋩,{m}⸢hu⸣-ub-x-aš-šur,"['complete', 'damaged', 'complete', 'complete', 'complete', 'complete']",0.08,P522464,31,2,,witness
1827,P522464.32.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,32,1,,witness
1828,P522464.32.2,%akk-x-neoass:{m}ši-bu-u=,{m}ši-bu-u,"['𒁹', '𒅆', '𒁍', '𒌋']",𒁹𒅆𒁍𒌋,{m}ši-bu-u,"['complete', 'complete', 'complete', 'complete']",0.0,P522464,32,2,,witness
1829,P522464.33.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,33,1,,witness
1830,P522464.33.2,%akk-x-neoass:{m}mu-qa-lil-IDIM=,{m}mu-qa-lil-IDIM,"['𒁹', '𒈬', '𒋡', '𒇸', '𒅂']",𒁹𒈬𒋡𒇸𒅂,{m}mu-qa-lil-IDIM,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,33,2,,witness
1831,P522464.34.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,34,1,,witness
1832,P522464.34.2,%akk-x-neoass:{m}mu-še-zib-aš-šur=,{m}mu-še-zib-aš-šur,"['𒁹', '𒈬', '𒊺', '𒍦', '𒀸', '𒋩']",𒁹𒈬𒊺𒍦𒀸𒋩,{m}mu-še-zib-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,34,2,,witness
1833,P522464.34.3,%akk-x-neoass:A.BA=,A.BA,"['𒀀', '𒁀']",𒀀𒁀,A.BA,"['complete', 'complete']",0.0,P522464,34,3,,witness
1834,P522464.35.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,35,1,,witness
1835,P522464.35.2,%akk-x-neoass:{m}ba-an-na-a.a=,{m}ba-an-na-a.a,"['𒁹', '𒁀', '𒀭', '𒈾', '𒀀', '𒀀']",𒁹𒁀𒀭𒈾𒀀𒀀,{m}ba-an-na-a.a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,35,2,,witness
1836,P522464.36.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,36,1,,witness
1837,P522464.36.2,%akk-x-neoass:{m}is-qud-du=,{m}is-qud-du,"['𒁹', '𒄑', '𒋻', '𒁺']",𒁹𒄑𒋻𒁺,{m}is-qud-du,"['complete', 'complete', 'complete', 'complete']",0.0,P522464,36,2,,witness
1838,P522464.37.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522464,37,1,,witness
1839,P522464.37.2,%akk-x-neoass:{m}zi-ši=,{m}zi-ši,"['𒁹', '𒍣', '𒅆']",𒁹𒍣𒅆,{m}zi-ši,"['complete', 'complete', 'complete']",0.0,P522464,37,2,,witness
1840,P522464.39.1,%akk-x-neoass:{ITI}APIN=,{iti}APIN,"['𒌗', '𒀳']",𒌗𒀳,{ITI}APIN,"['complete', 'complete']",0.0,P522464,39,1,,date
1841,P522464.39.2,%akk-x-neoass:UD-01-KAM₂=,UD-01-KAM₂,"['𒌓', '01', '𒆚']",𒌓01𒆚,UD-01-KAM₂,"['complete', 'complete', 'complete']",0.0,P522464,39,2,,date
1842,P522464.39.3,%akk-x-neoass:lim-mu=,lim-mu,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,P522464,39,3,,date
1843,P522464.39.4,%akk-x-neoass:{m}mu-DI-aš-šur=,{m}mu-DI-aš-šur,"['𒁹', '𒈬', '𒁲', '𒀸', '𒋩']",𒁹𒈬𒁲𒀸𒋩,{m}mu-DI-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522464,39,4,,date
