Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,lang,mask,text,line,word,annotation
1670,P522560.2.1,kunuk[seal]N,{na₄}⸢KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}⸢KIŠIB⸣,"['complete', 'damaged']",0.25,,,P522560,2,1,seal identification
1671,P522560.2.2,Iddin-Nergal[1]PN,{[m}AŠ-U.GUR],Iddin-Nergal,Iddin-Nergal,1,PN,"['𒁹', '𒀸', '𒌋', '𒄥']",𒁹𒀸𒌋𒄥,{[m]}[AŠ-U].[GUR],"['missing', 'missing', 'missing', 'missing']",1.0,,PN,P522560,2,2,seal identification
1672,P522560.3.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522560,3,1,seal identification
1673,P522560.3.2,nišē[people]N,⸢UN⸣.[MEŠ,nišē,nišu,people,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,⸢UN⸣.[MEŠ],"['damaged', 'missing']",0.75,,,P522560,3,2,seal identification
1674,P522560.3.3,tadāni[giving]'N,SUM-ni],tadāni,tadānu,giving,V,"['𒋧', '𒉌']",𒋧𒉌,[SUM-ni],"['missing', 'missing']",1.0,,,P522560,3,3,seal identification
1675,P522560.5.1,Adad-remanni[1]PN,{m}{d}IM-rem₂-a-ni,Adad-remanni,Adad-remanni,1,PN,"['𒁹', '𒀭', '𒅎', '𒀖', '𒀀', '𒉌']",𒁹𒀭𒅎𒀖𒀀𒉌,{m}{d}IM-rem₂-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522560,5,1,object sold
1676,P522560.5.2,Šamaš-isseʾa[1]PN,{m}{d}UTU-KI-ia,Šamaš-isseʾa,Šamaš-isseʾa,1,PN,"['𒁹', '𒀭', '𒌓', '𒆠', '𒅀']",𒁹𒀭𒌓𒆠𒅀,{m}{d}UTU-KI-ia,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522560,5,2,object sold
1677,P522560.5.3,Šadirtu[1]GN,{lu₂}ša₂-⸢dir⸣-tu,Šadirtu,Šadirtu,1,GN,"['𒇽', '𒃻', '𒋛𒀀', '𒌅']",𒇽𒃻𒋛𒀀𒌅,{LU₂}ša₂-⸢dir⸣-tu,"['complete', 'complete', 'damaged', 'complete']",0.12,,GN,P522560,5,3,object sold
1678,P522560.6.1,Ṣil-Adad[1]PN,{m}ṣil-{d}IM,Ṣil-Adad,Ṣil-Adad,1,PN,"['𒁹', '𒉣', '𒀭', '𒅎']",𒁹𒉣𒀭𒅎,{m}ṣil-{d}IM,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522560,6,1,object sold
1679,P522560.6.2,pirsu[weaned]AJ,pir-su,pirsu,pirsu,weaned,AJ,"['𒌓', '𒋢']",𒌓𒋢,pir-su,"['complete', 'complete']",0.0,,,P522560,6,2,object sold
1680,P522560.6.3,Guraiawa[1]PN,{f}gu-ra-ia₂-u-a,Guraiawa,Guraiawa,1,PN,"['𒊩', '𒄖', '𒊏', '𒐊', '𒌋', '𒀀']",𒊩𒄖𒊏𒐊𒌋𒀀,{f}gu-ra-ia₂-u-a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522560,6,3,object sold
1681,P522560.7.1,issušu[wife]N,MI₂-šu₂,issušu,sinništu,wife,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,,,P522560,7,1,object sold
1682,P522560.7.2,gimru[total]N,PAB,gimru,gimru,total,N,['𒉽'],𒉽,PAB,['complete'],0.0,,,P522560,7,2,object sold
1683,P522560.7.3,n,5,,,,n,['𒐊'],𒐊,5,['complete'],0.0,,NUMBER,P522560,7,3,object sold
1684,P522560.7.4,napšāti[life]N,ZI.MEŠ,napšāti,napištu,life,N,"['𒍣', '𒈨𒌍']",𒍣𒈨𒌍,ZI.MEŠ,"['complete', 'complete']",0.0,,,P522560,7,4,object sold
1685,P522560.7.5,+ardu[slave//servant]N'N$urdāni,{lu₂}ARAD.MEŠ,urdāni,ardu,servant,N,"['𒇽', '𒀴', '𒈨𒌍']",𒇽𒀴𒈨𒌍,{LU₂}ARAD.MEŠ,"['complete', 'complete', 'complete']",0.0,,,P522560,7,5,object sold
1686,P522560.8.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,P522560,8,1,object sold
1687,P522560.8.2,Iddin-Nergal[1]PN,{m}AŠ-U.GUR,Iddin-Nergal,Iddin-Nergal,1,PN,"['𒁹', '𒀸', '𒌋', '𒄥']",𒁹𒀸𒌋𒄥,{m}AŠ-U.GUR,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522560,8,2,object sold
1688,P522560.8.3,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,,P522560,8,3,initiation of transaction
