Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
2062,P522462.43.2,%akk-x-neoass:{m}{d}PA-tap-pu-tu₂-a-lik=,{m}{d}PA-tap-pu-tu₂-a-lik,"['𒁹', '𒀭', '𒉺', '𒋰', '𒁍', '𒌓', '𒀀', '𒌨']",𒁹𒀭𒉺𒋰𒁍𒌓𒀀𒌨,{m}{d}PA-tap-pu-tu₂-a-lik,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,43,2,,date
2063,P522462.43.3,%akk-x-neoass:{LU₂}GAL-SAG=,{lu₂}GAL-SAG,"['𒇽', '𒃲', '𒊕']",𒇽𒃲𒊕,{LU₂}GAL-SAG,"['complete', 'complete', 'complete']",0.0,P522462,43,3,,date
2064,P522462.44.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522462,44,1,,witness
2065,P522462.44.2,%akk-x-neoass:{m}{d}PA-NUMUN-GIN-PAB=,{m}{d}PA-NUMUN-GIN-PAB,"['𒁹', '𒀭', '𒉺', '𒆰', '𒁺', '𒉽']",𒁹𒀭𒉺𒆰𒁺𒉽,{m}{d}PA-NUMUN-GIN-PAB,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522462,44,2,,witness
2066,P522462.44.3,%akk-x-neoass:A.BA=,A.BA,"['𒀀', '𒁀']",𒀀𒁀,A.BA,"['complete', 'complete']",0.0,P522462,44,3,,witness
2067,P522462.46.1,%akk-x-neoass:{m}aš-šur-PAB=,{m}aš-šur-PAB,"['𒁹', '𒀸', '𒋩', '𒉽']",𒁹𒀸𒋩𒉽,{m}aš-šur-PAB,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,46,1,,other clauses
2068,P522462.46.2,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522462,46,2,,other clauses
2069,P522462.46.3,%akk-x-neoass:{m}RUG-{GIŠ}GEŠTIN=,{m}RUG-{giš}GEŠTIN,"['𒁹', '𒊿', '𒄑', '𒃾']",𒁹𒊿𒄑𒃾,{m}RUG-{GIŠ}GEŠTIN,"['complete', 'complete', 'complete', 'complete']",0.0,P522462,46,3,,other clauses
2070,P522462.46.4,%akk-x-neoass:u=,u,['𒌋'],𒌋,u,['complete'],0.0,P522462,46,4,,other clauses
2071,P522462.46.5,%akk-x-neoass:x+x-x=,x+[x-x],"['X', 'X', 'X']",XXX,x+[x-x],"['complete', 'missing', 'missing']",0.67,P522462,46,5,,other clauses
