Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
6274,P514306.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P514306,2,1,seal identification
6275,P514306.2.2,Huziru[1]PN,{m}hu-zi-ru-u],Huziru,Huziru,1,PN,"['𒁹', '𒄷', '𒍣', '𒊒', '𒌋']",𒁹𒄷𒍣𒊒𒌋,{[m]}[hu-zi-ru-u],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,PN,P514306,2,2,seal identification
6276,P514306.3.1,bēl[lord]N,[EN],bēl,bēlu,lord,N,['𒂗'],𒂗,[EN],['missing'],1.0,,P514306,3,1,seal identification
6277,P514306.3.2,mārtu[daughter]N$marʾiti,⸢DUMU.MUNUS⸣,marʾiti,mārtu,daughter,N,"['𒌉', '𒊩']",𒌉𒊩,⸢DUMU⸣.⸢MUNUS⸣,"['damaged', 'damaged']",0.5,,P514306,3,2,seal identification
6278,P514306.3.3,tadānu[give//giving]V'N$tadāni,[SUM-ni],tadāni,tadānu,giving,V,"['𒋧', '𒉌']",𒋧𒉌,[SUM-ni],"['missing', 'missing']",1.0,,P514306,3,3,seal identification
6279,P514306.5.1,Banitu-teṭir[1]PN,{f}ba-ni-tu-KAR-[ir],Banitu-teṭir,Banitu-teṭir,1,PN,"['𒊩', '𒁀', '𒉌', '𒌅', '𒋼𒀀', '𒅕']",𒊩𒁀𒉌𒌅𒋼𒀀𒅕,{f}ba-ni-tu-KAR-[ir],"['complete', 'complete', 'complete', 'complete', 'complete', 'missing']",0.17,PN,P514306,5,1,object sold
6280,P514306.6.1,mārtu[daughter]N$marʾutu,DUMU.MUNUS,marʾutu,mārtu,daughter,N,"['𒌉', '𒊩']",𒌉𒊩,DUMU.MUNUS,"['complete', 'complete']",0.0,,P514306,6,1,object sold
6281,P514306.6.2,ša[of]DET,ša₂,ša,ša,of,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,,P514306,6,2,object sold
6282,P514306.6.3,Huziru[1]PN,{m}hu-⸢zi-ru⸣-u,Huziru,Huziru,1,PN,"['𒁹', '𒄷', '𒍣', '𒊒', '𒌋']",𒁹𒄷𒍣𒊒𒌋,{m}hu-⸢zi-ru⸣-u,"['complete', 'complete', 'damaged', 'damaged', 'complete']",0.2,PN,P514306,6,3,object sold
6283,P514306.7.1,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,P514306,7,1,initiation of transaction
6284,P514306.7.2,Abi-ili[1]PN,{m}⸢AD-DINGIR⸣,Abi-ili,Abi-ili,1,PN,"['𒁹', '𒀜', '𒀭']",𒁹𒀜𒀭,{m}⸢AD-DINGIR⸣,"['complete', 'damaged', 'damaged']",0.33,PN,P514306,7,2,initiation of transaction
6285,P514306.8.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514306,8,1,price
6286,P514306.8.2,libbi[interior]N,ŠA₃,libbi,libbu,interior,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,,P514306,8,2,price
6287,P514306.8.3,n,4,,,,n,['𒐉'],𒐉,4,['complete'],0.0,NUMBER,P514306,8,3,price
6288,P514306.8.4,šiqlu[unit//a unit of weight]N'N$šiqlī,⸢GIN₂⸣.[MEŠ],šiqlī,šiqlu,a unit of weight,N,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,⸢GIN₂⸣.[MEŠ],"['damaged', 'missing']",0.75,,P514306,8,4,price
6289,P514306.8.5,ṣarpi[silver]N,⸢KU₃.BABBAR⸣,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,⸢KU₃⸣.⸢BABBAR⸣,"['damaged', 'damaged']",0.5,,P514306,8,5,price
6290,P514306.9.1,ana[to]PRP,[a]-⸢na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a]-⸢na⸣,"['missing', 'damaged']",0.75,,P514306,9,1,completion of transaction
6291,P514306.9.2,qātē[hand]N,ŠU⸣.2,qātē,qātu,hand,N,"['𒋗', '𒈫']",𒋗𒈫,⸢ŠU⸣.[2],"['damaged', 'missing']",0.75,,P514306,9,2,completion of transaction
6292,P514306.9.3,abu[father]N$abīša,a-bi-ša,abīša,abu,father,N,"['𒀀', '𒁉', '𒊭']",𒀀𒁉𒊭,[a-bi-ša],"['missing', 'missing', 'missing']",1.0,,P514306,9,3,completion of transaction
6293,P514306.9.4,ilqi[purchase]V,il]-⸢qi⸣,ilqi,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,[il]-⸢qi⸣,"['missing', 'damaged']",0.75,,P514306,9,4,completion of transaction
6294,P514306.10.1,issu[woman]N,[MUNUS],issu,sinništu,woman,N,['𒊩'],𒊩,[MUNUS],['missing'],1.0,,P514306,10,1,confirmation of transfer 2
6295,P514306.10.2,šuātu[this]'DP,šu-[a-tu,šuātu,šuāti,this,IP,"['𒋗', '𒀀', '𒌅']",𒋗𒀀𒌅,šu-[a-tu],"['complete', 'missing', 'missing']",0.67,,P514306,10,2,confirmation of transfer 2
6296,P514306.10.3,zarpat[purchased]AJ,za-ar-pat,zarpat,zarpu,purchased,AJ,"['𒍝', '𒅈', '𒉻']",𒍝𒅈𒉻,[za-ar-pat],"['missing', 'missing', 'missing']",1.0,,P514306,10,3,confirmation of transfer 2
6297,P514306.10.4,laqiat[acquired]AJ,la-qi-at],laqiat,leqû,acquired,AJ,"['𒆷', '𒆥', '𒀜']",𒆷𒆥𒀜,[la-qi-at],"['missing', 'missing', 'missing']",1.0,,P514306,10,4,confirmation of transfer 2
6298,P514306.14.1,u,[x],,,,u,['X'],X,[x],['missing'],1.0,,P514306,14,1,none
6299,P514306.14.2,X,⸢e⸣,,,,X,['𒂊'],𒂊,⸢e⸣,['damaged'],0.5,,P514306,14,2,none
6300,P514306.14.3,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,P514306,14,3,none
6301,P514306.15.1,u,ta-[...],,,,u,"['𒋫', 'x']",𒋫x,ta-[x],"['complete', 'missing']",0.5,,P514306,15,1,none
6302,P514306.16.1,issu[woman]N,⸢MUNUS⸣,issu,sinništu,woman,N,['𒊩'],𒊩,⸢MUNUS⸣,['damaged'],0.5,,P514306,16,1,none
6303,P514306.16.2,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,P514306,16,2,none
6304,P514306.17.1,u,⸢x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514306,17,1,none
6305,P514306.17.2,u,x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514306,17,2,none
6306,P514306.17.3,u,x⸣,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514306,17,3,none
6307,P514306.17.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,P514306,17,4,none
6308,P514306.18.1,n,1/2,,,,n,['𒈦'],𒈦,⸢1/2⸣,['damaged'],0.5,NUMBER,P514306,18,1,other clauses
6309,P514306.18.2,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,⸢MA⸣.⸢NA⸣,"['damaged', 'damaged']",0.5,,P514306,18,2,other clauses
6310,P514306.18.3,ṣarpu[silver]N,KU₃.BABBAR,ṣarpu,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,⸢KU₃⸣.⸢BABBAR⸣,"['damaged', 'damaged']",0.5,,P514306,18,3,other clauses
6311,P514306.18.4,iddan[give]V,SUM-an⸣,iddan,tadānu,give,V,"['𒋧', '𒀭']",𒋧𒀭,⸢SUM-an⸣,"['damaged', 'damaged']",0.5,,P514306,18,4,other clauses
6312,P514306.19.1,u,⸢x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514306,19,1,other clauses
6313,P514306.19.2,u,x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514306,19,2,other clauses
6314,P514306.19.3,u,x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514306,19,3,other clauses
6315,P514306.19.4,u,x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514306,19,4,other clauses
6316,P514306.19.5,u,x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514306,19,5,other clauses
6317,P514306.19.6,u,x⸣,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514306,19,6,other clauses
6318,P514306.20.1,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P514306,20,1,other clauses
6319,P514306.20.2,amtu[maid//female slave]N'N$amtīšu,GEME₂-šu₂,amtīšu,amtu,female slave,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,GEME₂-šu₂,"['complete', 'complete']",0.0,,P514306,20,2,other clauses
