Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,lang,mask,text,line,word,annotation
2763,P522546.2.1,kūm[instead of]PRP,ku-um,kūm,kūm,instead of,PRP,"['𒆪', '𒌝']",𒆪𒌝,ku-um,"['complete', 'complete']",0.0,,,P522546,2,1,seal identification
2764,P522546.2.2,+kunukku[seal]N$kunukki,{na₄}KIŠIB,kunukki,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522546,2,2,seal identification
2765,P522546.2.3,ṣupuršu[fingernail]N,ṣu-pur-šu₂,ṣupuršu,ṣupru,fingernail,N,"['𒍮', '𒁓', '𒋙']",𒍮𒁓𒋙,ṣu-pur-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522546,2,3,seal identification
2766,P522546.2.4,+šakānu[put//place]V'V$iškunu,GAR-nu,iškunu,šakānu,place,V,"['𒃻', '𒉡']",𒃻𒉡,GAR-nu,"['complete', 'complete']",0.0,,,P522546,2,4,seal identification
2767,P522546.6.1,ṣupur[fingernail]N,ṣu-pur,ṣupur,ṣupru,fingernail,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,,,P522546,6,1,seal identification
2768,P522546.6.2,Tarditu-Aššur[1]PN,{m}tar-di-ti-aš-šur,Tarditu-Aššur,Tarditu-Aššur,1,PN,"['𒁹', '𒋻', '𒁲', '𒋾', '𒀸', '𒋩']",𒁹𒋻𒁲𒋾𒀸𒋩,{m}tar-di-ti-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522546,6,2,seal identification
2769,P522546.6.3,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522546,6,3,seal identification
2770,P522546.6.4,nišē[people]N,UN.MEŠ,nišē,nišu,people,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN.MEŠ,"['complete', 'complete']",0.0,,,P522546,6,4,seal identification
2771,P522546.7.1,tadānu[giving]'N,ta-da-nu,tadānu,tadānu,giving,V,"['𒋫', '𒁕', '𒉡']",𒋫𒁕𒉡,ta-da-nu,"['complete', 'complete', 'complete']",0.0,,,P522546,7,1,seal identification
2772,P522546.7.2,Raʾuzu[1]PN,{m}ra-u₂-zu,Raʾuzu,Raʾuzu,1,PN,"['𒁹', '𒊏', '𒌑', '𒍪']",𒁹𒊏𒌑𒍪,{m}ra-u₂-zu,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522546,7,2,object sold
2773,P522546.7.3,Remanni-Adad[1]PN,{m}re-man-ni-{d}IM,Remanni-Adad,Remanni-Adad,1,PN,"['𒁹', '𒊑', '𒌋𒌋', '𒉌', '𒀭', '𒅎']",𒁹𒊑𒌋𒌋𒉌𒀭𒅎,{m}re-man-ni-{d}IM,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522546,7,3,object sold
2774,P522546.8.1,Meniahur[1]PN,{f}me-ni-a-hur,Meniahur,Meniahur,1,PN,"['𒊩', '𒈨', '𒉌', '𒀀', '𒄯']",𒊩𒈨𒉌𒀀𒄯,{f}me-ni-a-hur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522546,8,1,object sold
2775,P522546.8.2,+ardu[slave//servant]N'N$urdānīšu,⸢ARAD⸣.MEŠ-šu₂,urdānīšu,ardu,servant,N,"['𒀴', '𒈨𒌍', '𒋙']",𒀴𒈨𒌍𒋙,⸢ARAD⸣.MEŠ-šu₂,"['damaged', 'complete', 'complete']",0.17,,,P522546,8,2,object sold
