Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
6097,P498857.2.1,kunuk[seal]N,{na₄}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,P498857,2,1,seal identification
6098,P498857.2.2,Nur-Šamaš[1]PN,{1}ZALAG₂-{d}ša₂-maš,PN,PN,"['𒁹', '𒂟', '𒀭', '𒃻', '𒈦']",𒁹𒂟𒀭𒃻𒈦,{1}ZALAG₂-{d}ša₂-maš,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nur-Šamaš,Nur-Šamaš,1,P498857,2,2,seal identification
6099,P498857.2.3,mār[son]N,DUMU,,N,['𒌉'],𒌉,DUMU,['complete'],0.0,mār,māru,son,P498857,2,3,seal identification
6100,P498857.2.4,+Pušhi[]PN$,{1}pu-uš-hi-i,PN,PN,"['𒁹', '𒁍', '𒍑', '𒄭', '𒄿']",𒁹𒁍𒍑𒄭𒄿,{1}pu-uš-hi-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Pušhi,Pušhi,1,P498857,2,4,seal identification
6101,P498857.3.1,kunuk[seal]N,{na₄}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,P498857,3,1,seal identification
6102,P498857.3.2,Nabu-šumu-iddina[1]PN,{1}{d}PA-MU-AŠ,PN,PN,"['𒁹', '𒀭', '𒉺', '𒈬', '𒀸']",𒁹𒀭𒉺𒈬𒀸,{1}{d}PA-MU-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-šumu-iddina,Nabu-šumu-iddina,1,P498857,3,2,seal identification
6103,P498857.3.3,mār[son]N,DUMU,,N,['𒌉'],𒌉,DUMU,['complete'],0.0,mār,māru,son,P498857,3,3,seal identification
6104,P498857.3.4,Sukkaya[1]PN,{1}su-ka-a-a,PN,PN,"['𒁹', '𒋢', '𒅗', '𒀀', '𒀀']",𒁹𒋢𒅗𒀀𒀀,{1}su-ka-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Sukkaya,Sukkayu,1,P498857,3,4,seal identification
6105,P498857.4.1,gimru[total]N,PAB,,N,['𒉽'],𒉽,PAB,['complete'],0.0,gimru,gimru,total,P498857,4,1,seal identification
6106,P498857.4.2,n,2,NUMBER,n,['𒈫'],𒈫,2,['complete'],0.0,,,,P498857,4,2,seal identification
