Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
844,P522614.2.1,+ṣupru[nail//fingernail]N'N$ṣupur,[ṣu]-pu-[ur,ṣupur,ṣupru,fingernail,N,"['𒍮', '𒁍', '𒌨']",𒍮𒁍𒌨,[ṣu]-pu-[ur],"['missing', 'complete', 'missing']",0.67,,,P522614,2,1,seal identification
845,P522614.2.2,Babilayu[1]PN,{m]}⸢KA₂⸣.DINGIR-a-[a],Babilayu,Babilayu,1,PN,"['𒁹', '𒆍', '𒀭', '𒀀', '𒀀']",𒁹𒆍𒀭𒀀𒀀,{[m]}⸢KA₂⸣.DINGIR-a-[a],"['missing', 'damaged', 'complete', 'complete', 'missing']",0.5,PN,,P522614,2,2,seal identification
846,P522614.4.1,bēl[owner]N,[EN],bēl,bēlu,owner,N,['𒂗'],𒂗,[EN],['missing'],1.0,,,P522614,4,1,seal identification
847,P522614.4.2,amēlē[man]N,⸢LU₂.MEŠ⸣,amēlē,awīlu,man,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,⸢LU₂⸣.⸢MEŠ⸣,"['damaged', 'damaged']",0.5,,,P522614,4,2,seal identification
848,P522614.4.3,tadāni[giving]'N,ta-da-a-ni,tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522614,4,3,seal identification
849,P522614.6.1,+x-Seʾ[]PN$,{[m}x-x-x]-⸢se⸣-eʾ,x-Seʾ,x-Seʾ,1,PN,"['𒁹', 'X', 'X', 'X', '𒋛', '𒀪']",𒁹XXX𒋛𒀪,{[m]}[x-x-x]-⸢se⸣-eʾ,"['missing', 'missing', 'missing', 'missing', 'damaged', 'complete']",0.75,PN,,P522614,6,1,none
850,P522614.7.1,+x-mu[]PN$,{[m}x-x-x]-mu,x-mu,x-mu,1,PN,"['𒁹', 'X', 'X', 'X', '𒈬']",𒁹XXX𒈬,{[m]}[x-x-x]-mu,"['missing', 'missing', 'missing', 'missing', 'complete']",0.8,PN,,P522614,7,1,none
851,P522614.9.1,kaspu[money]N,[kas-pu],kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,,,P522614,9,1,confirmation of transfer 1
852,P522614.9.2,gammur[completed]AJ,gam-mur,gammur,gammuru,completed,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,,,P522614,9,2,confirmation of transfer 1
853,P522614.9.3,tadin[paid]AJ,⸢ta⸣-din,tadin,tadnu,paid,AJ,"['𒋫', '𒁷']",𒋫𒁷,⸢ta⸣-din,"['damaged', 'complete']",0.25,,,P522614,9,3,confirmation of transfer 1
854,P522614.10.1,amēlē[man]N,[LU₂.MEŠ],amēlē,awīlu,man,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,[LU₂].[MEŠ],"['missing', 'missing']",1.0,,,P522614,10,1,confirmation of transfer 2
855,P522614.10.2,šuātu[that]'DP,šu-a-tu,šuātu,šuāti,that,IP,"['𒋗', '𒀀', '𒌅']",𒋗𒀀𒌅,šu-a-tu,"['complete', 'complete', 'complete']",0.0,,,P522614,10,2,confirmation of transfer 2
856,P522614.10.3,zarip[purchased]AJ,[za]-rip,zarip,zarpu,purchased,AJ,"['𒍝', '𒆗']",𒍝𒆗,[za]-rip,"['missing', 'complete']",0.5,,,P522614,10,3,confirmation of transfer 2
857,P522614.10.4,laqi[acquired]AJ,[la-qi],laqi,leqû,acquired,AJ,"['𒆷', '𒆥']",𒆷𒆥,[la-qi],"['missing', 'missing']",1.0,,,P522614,10,4,confirmation of transfer 2
858,P522614.11.1,tuāru[revocation]'N,[tu]-a-ru,tuāru,târu,revocation,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,[tu]-a-ru,"['missing', 'complete', 'complete']",0.33,,,P522614,11,1,exclusion of litigation
859,P522614.11.2,dēnu[lawsuit]N,de-e-nu,dēnu,dīnu,lawsuit,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,,,P522614,11,2,exclusion of litigation
860,P522614.11.3,dabābu[litigation]'N,⸢DUG₄⸣.[DUG₄],dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,⸢DUG₄⸣.[DUG₄],"['damaged', 'missing']",0.75,,,P522614,11,3,exclusion of litigation
861,P522614.12.1,laššu[(there) is not]V,[la]-aš₂-šu₂,laššu,laššu,(there) is not,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,[la]-aš₂-šu₂,"['missing', 'complete', 'complete']",0.33,,,P522614,12,1,exclusion of litigation
862,P522614.12.2,mannu[whoever]'XP,man-nu,mannu,mannu,whoever,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,,P522614,12,2,penalties for litigation: contravention
863,P522614.12.3,ša[whoever]REL,ša,ša,ša,whoever,REL,['𒊭'],𒊭,ša,['complete'],0.0,,,P522614,12,3,penalties for litigation: contravention
864,P522614.12.4,ina[in]PRP,i-[na,ina,ina,in,PRP,"['𒄿', '𒈾']",𒄿𒈾,i-[na],"['complete', 'missing']",0.5,,,P522614,12,4,penalties for litigation: contravention
865,P522614.12.5,urkiš[later]AV,ur-kiš,urkiš,urkiš,later,AV,"['𒌨', '𒆧']",𒌨𒆧,[ur-kiš],"['missing', 'missing']",1.0,,,P522614,12,5,penalties for litigation: contravention
866,P522614.12.6,ina[in]PRP,i-na],ina,ina,in,PRP,"['𒄿', '𒈾']",𒄿𒈾,[i-na],"['missing', 'missing']",1.0,,,P522614,12,6,penalties for litigation: contravention
867,P522614.13.1,matēma[ever]AV,[ma]-⸢te⸣-ma,matēma,matīma,ever,AV,"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,[ma]-⸢te⸣-ma,"['missing', 'damaged', 'complete']",0.5,,,P522614,13,1,penalties for litigation: contravention
868,P522614.13.2,iparrakūni[contravene]V,GIL-[u-ni],iparrakūni,parāku,contravene,V,"['𒄃', '𒌋', '𒉌']",𒄃𒌋𒉌,GIL-[u-ni],"['complete', 'missing', 'missing']",0.67,,,P522614,13,2,penalties for litigation: contravention
869,P522614.14.1,lū[or]CNJ,[lu-u],lū,lū,or,CNJ,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,,,P522614,14,1,penalties for litigation: contravention
870,P522614.14.2,Babilayu[1]PN,{m}KA₂.DINGIR-a-a,Babilayu,Babilayu,1,PN,"['𒁹', '𒆍', '𒀭', '𒀀', '𒀀']",𒁹𒆍𒀭𒀀𒀀,{m}KA₂.DINGIR-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522614,14,2,penalties for litigation: contravention
