Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
1536,P522854.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,P522854,2,1,seal identification
1537,P522854.2.2,+Šulmu-ahhe[]PN$,{m]}DI-mu-PAB-ME,Šulmu-ahhe,Šulmu-ahhe,1,PN,"['𒁹', '𒁲', '𒈬', '𒉽', '𒈨']",𒁹𒁲𒈬𒉽𒈨,{[m]}DI-mu-PAB-ME,"['missing', 'complete', 'complete', 'complete', 'complete']",0.2,PN,,P522854,2,2,seal identification
1538,P522854.3.1,mār[son]N,A,mār,māru,son,N,['𒀀'],𒀀,A,['complete'],0.0,,,P522854,3,1,seal identification
1539,P522854.3.2,Bel-ahu-uṣur[1]PN,{[m]}EN-PAB-PAB,Bel-ahu-uṣur,Bel-ahu-uṣur,1,PN,"['𒁹', '𒂗', '𒉽', '𒉽']",𒁹𒂗𒉽𒉽,{[m]}EN-PAB-PAB,"['missing', 'complete', 'complete', 'complete']",0.25,PN,,P522854,3,2,seal identification
1540,P522854.4.1,+Arbailaya[from Arbela]EN$,{uru}arba-il₃-a-a,Arbailaya,Arbailaya,from Arbela,EN,"['𒌷', '𒇹', '𒀭', '𒀀', '𒀀']",𒌷𒇹𒀭𒀀𒀀,{URU}arba-il₃-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,P522854,4,1,seal identification
1541,P522854.5.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522854,5,1,seal identification
1542,P522854.5.2,amēlu[man]N,LU₂,amēlu,awīlu,man,N,['𒇽'],𒇽,LU₂,['complete'],0.0,,,P522854,5,2,seal identification
1543,P522854.5.3,tadāni[giving]'N,ta-da-ni,tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-da-ni,"['complete', 'complete', 'complete']",0.0,,,P522854,5,3,seal identification
1544,P522854.9.1,+Nabu-taklak[]PN$,{m}{d}PA-⸢tak⸣-lak,Nabu-taklak,Nabu-taklak,1,PN,"['𒁹', '𒀭', '𒉺', '𒋳', '𒋃']",𒁹𒀭𒉺𒋳𒋃,{m}{d}PA-⸢tak⸣-lak,"['complete', 'complete', 'complete', 'damaged', 'complete']",0.1,PN,,P522854,9,1,object sold
1545,P522854.9.2,urdušu[servant]N,ARAD-šu₂,urdušu,ardu,servant,N,"['𒀴', '𒋙']",𒀴𒋙,ARAD-šu₂,"['complete', 'complete']",0.0,,,P522854,9,2,object sold
1546,P522854.10.1,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,ša,['complete'],0.0,,,P522854,10,1,object sold
1547,P522854.10.2,+Šulmu-ahhe[]PN$,{m}DI-mu-PAB-MEŠ,Šulmu-ahhe,Šulmu-ahhe,1,PN,"['𒁹', '𒁲', '𒈬', '𒉽', '𒈨𒌍']",𒁹𒁲𒈬𒉽𒈨𒌍,{m}DI-mu-PAB-MEŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522854,10,2,object sold
1548,P522854.11.1,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,,P522854,11,1,initiation of transaction
1549,P522854.11.2,+Handi[]PN$,{m}ha-an-di-i,Handi,Handi,1,PN,"['𒁹', '𒄩', '𒀭', '𒁲', '𒄿']",𒁹𒄩𒀭𒁲𒄿,{m}ha-an-di-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522854,11,2,initiation of transaction
1550,P522854.12.1,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522854,12,1,completion of transaction
1551,P522854.12.2,pān[presence]N,IGI,pān,pānu,presence,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522854,12,2,completion of transaction
1552,P522854.12.3,+Šulmu-ahhe[]PN$,{m}DI-mu-PAB-MEŠ,Šulmu-ahhe,Šulmu-ahhe,1,PN,"['𒁹', '𒁲', '𒈬', '𒉽', '𒈨𒌍']",𒁹𒁲𒈬𒉽𒈨𒌍,{m}DI-mu-PAB-MEŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P522854,12,3,completion of transaction
1553,P522854.13.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522854,13,1,price
1554,P522854.13.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,,P522854,13,2,price
1555,P522854.13.3,n,01,,,,n,['01'],01,01,['complete'],0.0,NUMBER,,P522854,13,3,price
1556,P522854.13.4,manā[a unit of weight]N,MA.NA,manā,manû,a unit of weight,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,,P522854,13,4,price
1557,P522854.13.5,ṣarpi[silver]N,KUG.UD,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,,,P522854,13,5,price
