Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
6670,P514236.19.1,dabābu[litigation]'N,⸢DU₁₁⸣.DU₁₁,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,⸢DU₁₁⸣.DU₁₁,"['damaged', 'complete']",0.25,,P514236,19,1,exclusion of litigation
6671,P514236.19.2,laššu[(there) is not]V,[la-aš₂-šu₂],laššu,laššu,(there) is not,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,[la-aš₂-šu₂],"['missing', 'missing', 'missing']",1.0,,P514236,19,2,exclusion of litigation
6672,P514236.20.1,mannu[who?]QP,⸢man⸣-nu,mannu,mannu,whoever,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,⸢man⸣-nu,"['damaged', 'complete']",0.25,,P514236,20,1,penalties for litigation: contravention
6673,P514236.20.2,ša[that]REL,ša,ša,ša,that,REL,['𒊭'],𒊭,ša,['complete'],0.0,,P514236,20,2,penalties for litigation: contravention
6674,P514236.20.3,ina[in]PRP,[ina,ina,ina,in,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,P514236,20,3,penalties for litigation: contravention
6675,P514236.20.4,urkiš[later]AV,ur]-⸢kiš⸣,urkiš,urkiš,later,AV,"['𒌨', '𒆧']",𒌨𒆧,[ur]-⸢kiš⸣,"['missing', 'damaged']",0.75,,P514236,20,4,penalties for litigation: contravention
6676,P514236.21.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,P514236,21,1,penalties for litigation: contravention
6677,P514236.21.2,matēme[ever]AV,ma-te-me,matēme,matīma,ever,AV,"['𒈠', '𒋼', '𒈨']",𒈠𒋼𒈨,ma-te-me,"['complete', 'complete', 'complete']",0.0,,P514236,21,2,penalties for litigation: contravention
6678,P514236.21.3,ibbalkatūni[transgress]V,⸢BAL-u⸣-ni,ibbalkatūni,nabalkutu,transgress,V,"['𒁄', '𒌋', '𒉌']",𒁄𒌋𒉌,⸢BAL-u⸣-ni,"['damaged', 'damaged', 'complete']",0.33,,P514236,21,3,penalties for litigation: contravention
6679,P514236.22.1,Aššur[]DN$,aš+šur,Aššur,Aššur,1,DN,"['𒀸', '𒋩']",𒀸𒋩,aš+šur,"['complete', 'complete']",0.0,DN,P514236,22,1,penalties for litigation: penalty
6680,P514236.22.2,Šamaš[1]DN,{d}⸢UTU⸣,Šamaš,Šamaš,1,DN,"['𒀭', '𒌓']",𒀭𒌓,{d}⸢UTU⸣,"['complete', 'damaged']",0.25,DN,P514236,22,2,penalties for litigation: penalty
6681,P514236.22.3,u,{d}[x],,,,u,"['𒀭', 'X']",𒀭X,{d}[x],"['complete', 'missing']",0.5,,P514236,22,3,penalties for litigation: penalty
6682,P514236.23.1,lū[may]MOD,lu-u,lū,lū,may,MOD,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,P514236,23,1,penalties for litigation: penalty
6683,P514236.23.2,bēl[lord]N,⸢EN⸣,bēl,bēlu,lord,N,['𒂗'],𒂗,⸢EN⸣,['damaged'],0.5,,P514236,23,2,penalties for litigation: penalty
6684,P514236.23.3,dēnīšu[lawsuit]N,[de-ni-šu₂],dēnīšu,dīnu,lawsuit,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,[de-ni-šu₂],"['missing', 'missing', 'missing']",1.0,,P514236,23,3,penalties for litigation: penalty
6685,P514236.24.1,ṣibtu[seizure]N$ṣibte,⸢ṣib⸣-te,ṣibte,ṣibtu,seizure,N,"['𒍦', '𒋼']",𒍦𒋼,⸢ṣib⸣-te,"['damaged', 'complete']",0.25,,P514236,24,1,guarantee clauses for slaves
6686,P514236.24.2,bennu[epilepsy]N$benni,⸢be₂⸣-[ni],benni,bennu,epilepsy,N,"['𒁉', '𒉌']",𒁉𒉌,⸢be₂⸣-[ni],"['damaged', 'missing']",0.75,,P514236,24,2,guarantee clauses for slaves
6687,P514236.24.3,ana[to]PRP,⸢a-na⸣,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,⸢a-na⸣,"['damaged', 'damaged']",0.5,,P514236,24,3,guarantee clauses for slaves
6688,P514236.24.4,n,1,,,,n,['𒁹'],𒁹,1,['complete'],0.0,NUMBER,P514236,24,4,guarantee clauses for slaves
6689,P514236.24.5,meʾatu[(one) hundred]NU$mē,ME,mē,meʾatu,(one) hundred,NU,['𒈨'],𒈨,ME,['complete'],0.0,,P514236,24,5,guarantee clauses for slaves
6690,P514236.24.6,ūmu[day]N$ūmāti,UD.ME,ūmāti,ūmu,day,N,"['𒌓', '𒈨']",𒌓𒈨,UD.ME,"['complete', 'complete']",0.0,,P514236,24,6,guarantee clauses for slaves
6691,P514236.25.1,sartu[fraud]N,sa-⸢ar₂-tu₂,sartu,sartu,fraud,N,"['𒊓', '𒌒', '𒌓']",𒊓𒌒𒌓,sa-⸢ar₂-tu₂⸣,"['complete', 'damaged', 'damaged']",0.33,,P514236,25,1,guarantee clauses for slaves
6692,P514236.25.2,kal[all]N,DU₃⸣,kal,kalû,all,N,['𒆕'],𒆕,⸢DU₃⸣,['damaged'],0.5,,P514236,25,2,guarantee clauses for slaves
6693,P514236.25.3,šattu[year]N$šanāti,MU.MEŠ,šanāti,šattu,year,N,"['𒈬', '𒈨𒌍']",𒈬𒈨𒌍,MU.MEŠ,"['complete', 'complete']",0.0,,P514236,25,3,guarantee clauses for slaves
6694,P514236.26.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,P514236,26,1,witness
6695,P514236.26.2,Nabuʾa[]PN$,{⸢m⸣}na-bu-u-a,Nabuʾa,Nabuʾa,1,PN,"['𒁹', '𒈾', '𒁍', '𒌋', '𒀀']",𒁹𒈾𒁍𒌋𒀀,{⸢m⸣}na-bu-u-a,"['damaged', 'complete', 'complete', 'complete', 'complete']",0.1,PN,P514236,26,2,witness
6696,P514236.27.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,P514236,27,1,witness
6697,P514236.27.2,Harmaku[]PN$,{⸢m}har⸣-ma-ku,Harmaku,Harmaku,1,PN,"['𒁹', '𒄯', '𒈠', '𒆪']",𒁹𒄯𒈠𒆪,{⸢m⸣}⸢har⸣-ma-ku,"['damaged', 'damaged', 'complete', 'complete']",0.25,PN,P514236,27,2,witness
6698,P514236.28.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,P514236,28,1,witness
6699,P514236.28.2,Minu-aqbi-ana-Adad[]PN$,{⸢m}mi⸣-nu-aq-bi-ana-{d}10,Minu-aqbi-ana-Adad,Minu-aqbi-ana-Adad,1,PN,"['𒁹', '𒈪', '𒉡', '𒀝', '𒁉', '𒁹', '𒀭', '𒌋']",𒁹𒈪𒉡𒀝𒁉𒁹𒀭𒌋,{⸢m⸣}⸢mi⸣-nu-aq-bi-ana-{d}⸢10⸣,"['damaged', 'damaged', 'complete', 'complete', 'complete', 'complete', 'complete', 'damaged']",0.19,PN,P514236,28,2,witness
6700,P514236.29.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,P514236,29,1,witness
6701,P514236.29.2,Mušallim-Aššur[1]PN,{m}⸢mu-SILIM⸣-aš+šur,Mušallim-Aššur,Mušallim-Aššur,1,PN,"['𒁹', '𒈬', '𒁲', '𒀸', '𒋩']",𒁹𒈬𒁲𒀸𒋩,{m}⸢mu-SILIM⸣-aš+šur,"['complete', 'damaged', 'damaged', 'complete', 'complete']",0.2,PN,P514236,29,2,witness
6702,P514236.31.1,Ayaru[Iyyar]MN$,{iti}GU₄,Ayaru,Ayaru,Iyyar,MN,"['𒌗', '𒄞']",𒌗𒄞,{ITI}GU₄,"['complete', 'complete']",0.0,MN,P514236,31,1,date
6703,P514236.31.2,X,UD.27,,,,X,"['𒌓', '𒌋𒌋𒐌']",𒌓𒌋𒌋𒐌,UD.⸢27⸣,"['complete', 'damaged']",0.25,,P514236,31,2,date
6704,P514236.32.1,limmu[eponym (of year)]N,lim-mu,limmu,līmu,eponym (of year),N,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,,P514236,32,1,date
6705,P514236.32.2,Mušallim-Aššur[1]PN,{m}mu-SILIM-aš+⸢šur⸣,Mušallim-Aššur,Mušallim-Aššur,1,PN,"['𒁹', '𒈬', '𒁲', '𒀸', '𒋩']",𒁹𒈬𒁲𒀸𒋩,{m}mu-SILIM-aš+⸢šur⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,PN,P514236,32,2,date
