Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
2352,P528355.3.1,X,{[na₄}KIŠIB,X,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,,,P528355,3,1,seal identification
2353,P528355.3.2,x[1]PN,{m}x,PN,"['𒁹', 'X']",𒁹X,{[m]}[x],"['missing', 'missing']",1.0,x,x,1,PN,P528355,3,2,seal identification
2354,P528355.3.3,u,x]-⸢PAB⸣.MEŠ,u,"['X', '𒉽', '𒈨𒌍']",X𒉽𒈨𒌍,[x]-⸢PAB⸣.MEŠ,"['missing', 'damaged', 'complete']",0.5,,,,,P528355,3,3,seal identification
2355,P528355.4.1,X,{[na₄}KIŠIB,X,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,,,P528355,4,1,seal identification
2356,P528355.4.2,x[1]PN,{m}x,PN,"['𒁹', 'X']",𒁹X,{[m]}[x],"['missing', 'missing']",1.0,x,x,1,PN,P528355,4,2,seal identification
2357,P528355.4.3,u,x]-ni,u,"['X', '𒉌']",X𒉌,[x]-ni,"['missing', 'complete']",0.5,,,,,P528355,4,3,seal identification
2358,P528355.5.1,X,{⸢na₄}KIŠIB⸣,X,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,,,,,P528355,5,1,seal identification
2359,P528355.5.2,x[1]PN,{[m}x,PN,"['𒁹', 'X']",𒁹X,{[m]}[x],"['missing', 'missing']",1.0,x,x,1,PN,P528355,5,2,seal identification
2360,P528355.5.3,u,x]-ša₂-aš-šur,u,"['X', '𒃻', '𒀸', '𒋩']",X𒃻𒀸𒋩,[x]-ša₂-aš-šur,"['missing', 'complete', 'complete', 'complete']",0.25,,,,,P528355,5,3,seal identification
2361,P528355.5.4,X,A,X,['𒀀'],𒀀,A,['complete'],0.0,,,,,P528355,5,4,seal identification
2362,P528355.5.5,Ahu-lamur[1]PN,{m}PAB-IGI.LAL,PN,"['𒁹', '𒉽', '𒅆', '𒇲']",𒁹𒉽𒅆𒇲,{m}PAB-IGI.LAL,"['complete', 'complete', 'complete', 'complete']",0.0,Ahu-lamur,Ahu-lamur,1,PN,P528355,5,5,seal identification
2363,P528355.6.1,X,{na₄}KIŠIB,X,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,,,P528355,6,1,seal identification
2364,P528355.6.2,X,{m}[ša]-aš-šur-du-ub-⸢bu⸣,X,"['𒁹', '𒊭', '𒀸', '𒋩', '𒁺', '𒌒', '𒁍']",𒁹𒊭𒀸𒋩𒁺𒌒𒁍,{m}[ša]-aš-šur-du-ub-⸢bu⸣,"['complete', 'missing', 'complete', 'complete', 'complete', 'complete', 'damaged']",0.21,,,,,P528355,6,2,seal identification
2365,P528355.7.1,X,A,X,['𒀀'],𒀀,A,['complete'],0.0,,,,,P528355,7,1,seal identification
2366,P528355.7.2,X,{m}{⸢d}UTU-AŠ⸣,X,"['𒁹', '𒀭', '𒌓', '𒀸']",𒁹𒀭𒌓𒀸,{m}{⸢d⸣}⸢UTU-AŠ⸣,"['complete', 'damaged', 'damaged', 'damaged']",0.38,,,,,P528355,7,2,seal identification
2367,P528355.8.1,Bel[1]DN,EN,DN,['𒂗'],𒂗,EN,['complete'],0.0,Bel,Bel,1,DN,P528355,8,1,seal identification
2368,P528355.8.2,X,MI₂,X,['𒊩'],𒊩,MI₂,['complete'],0.0,,,,,P528355,8,2,seal identification
2369,P528355.8.3,X,⸢ta⸣-da-a-ni,X,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,⸢ta⸣-da-a-ni,"['damaged', 'complete', 'complete', 'complete']",0.12,,,,,P528355,8,3,seal identification
2370,P528355.10.1,u,{[mi₂}x,u,"['𒊩', 'X']",𒊩X,{[MI₂]}[x],"['missing', 'missing']",1.0,,,,,P528355,10,1,object sold
2371,P528355.10.2,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P528355,10,2,object sold
2372,P528355.10.3,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P528355,10,3,object sold
2373,P528355.10.4,u,x]+x,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,,P528355,10,4,object sold
2374,P528355.10.5,X,⸢GEME₂⸣-[šu₂-nu],X,"['𒊩𒆳', '𒋙', '𒉡']",𒊩𒆳𒋙𒉡,⸢GEME₂⸣-[šu₂-nu],"['damaged', 'missing', 'missing']",0.83,,,,,P528355,10,5,object sold
2375,P528355.11.1,X,[ša],X,['𒊭'],𒊭,[ša],['missing'],1.0,,,,,P528355,11,1,object sold
2376,P528355.11.2,u,{uru}DINGIR-[x,u,"['𒌷', '𒀭', 'X']",𒌷𒀭X,{URU}DINGIR-[x],"['complete', 'complete', 'missing']",0.33,,,,,P528355,11,2,object sold
2377,P528355.11.3,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P528355,11,3,object sold
2378,P528355.11.4,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P528355,11,4,object sold
2379,P528355.14.1,X,man-nu,X,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,,,,P528355,14,1,penalties for litigation: contravention
2380,P528355.14.2,X,⸢ša₂⸣,X,['𒃻'],𒃻,⸢ša₂⸣,['damaged'],0.5,,,,,P528355,14,2,penalties for litigation: contravention
2381,P528355.14.3,X,ina,X,['𒀸'],𒀸,ina,['complete'],0.0,,,,,P528355,14,3,penalties for litigation: contravention
2382,P528355.14.4,X,ur-⸢kiš⸣,X,"['𒌨', '𒆧']",𒌨𒆧,ur-⸢kiš⸣,"['complete', 'damaged']",0.25,,,,,P528355,14,4,penalties for litigation: contravention
2383,P528355.16.1,X,a-na,X,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,,,P528355,16,1,penalties for litigation: contravention
2384,P528355.16.2,X,ma-te-⸢e⸣-[ma],X,"['𒈠', '𒋼', '𒂊', '𒈠']",𒈠𒋼𒂊𒈠,ma-te-⸢e⸣-[ma],"['complete', 'complete', 'damaged', 'missing']",0.38,,,,,P528355,16,2,penalties for litigation: contravention
2385,P528355.17.1,X,ib-bal-kat₃-⸢tu₂⸣-ni,X,"['𒅁', '𒁄', '𒆑', '𒌓', '𒉌']",𒅁𒁄𒆑𒌓𒉌,ib-bal-kat₃-⸢tu₂⸣-ni,"['complete', 'complete', 'complete', 'damaged', 'complete']",0.1,,,,,P528355,17,1,penalties for litigation: contravention
2386,P528355.18.1,X,ma-a,X,"['𒈠', '𒀀']",𒈠𒀀,ma-a,"['complete', 'complete']",0.0,,,,,P528355,18,1,penalties for litigation: contravention
2387,P528355.18.2,X,MI₂,X,['𒊩'],𒊩,MI₂,['complete'],0.0,,,,,P528355,18,2,penalties for litigation: contravention
2388,P528355.18.3,X,a-⸢paṭ-ṭar⸣,X,"['𒀀', '𒉻', '𒋻']",𒀀𒉻𒋻,a-⸢paṭ-ṭar⸣,"['complete', 'damaged', 'damaged']",0.33,,,,,P528355,18,3,penalties for litigation: contravention
2389,P528355.18.4,X,[kas-pu],X,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,,,,,P528355,18,4,penalties for litigation: penalty
2390,P528355.19.1,X,a-na,X,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,,,P528355,19,1,penalties for litigation: penalty
2391,P528355.19.2,n,10.MEŠ,n,"['𒌋', '𒈨𒌍']",𒌋𒈨𒌍,10.MEŠ,"['complete', 'complete']",0.0,,,,NUMBER,P528355,19,2,penalties for litigation: penalty
2392,P528355.19.3,X,a-na,X,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,,,P528355,19,3,penalties for litigation: penalty
2393,P528355.19.4,X,EN-⸢MEŠ⸣-[šu₂,X,"['𒂗', '𒈨𒌍', '𒋙']",𒂗𒈨𒌍𒋙,EN-⸢MEŠ⸣-[šu₂],"['complete', 'damaged', 'missing']",0.5,,,,,P528355,19,4,penalties for litigation: penalty
2394,P528355.19.5,X,GUR],X,['𒄥'],𒄥,[GUR],['missing'],1.0,,,,,P528355,19,5,penalties for litigation: penalty
2395,P528355.20.1,X,a-na,X,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,,,P528355,20,1,penalties for litigation: penalty
2396,P528355.20.2,X,de-e-⸢ni⸣-šu₂,X,"['𒁲', '𒂊', '𒉌', '𒋙']",𒁲𒂊𒉌𒋙,de-e-⸢ni⸣-šu₂,"['complete', 'complete', 'damaged', 'complete']",0.12,,,,,P528355,20,2,penalties for litigation: penalty
2397,P528355.20.3,X,⸢DUG₄.DUG₄-ma⸣,X,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,⸢DUG₄⸣.⸢DUG₄-ma⸣,"['damaged', 'damaged', 'damaged']",0.5,,,,,P528355,20,3,penalties for litigation: penalty
2398,P528355.21.1,X,la,X,['𒆷'],𒆷,la,['complete'],0.0,,,,,P528355,21,1,penalties for litigation: penalty
2399,P528355.21.2,X,i-laq-⸢qi,X,"['𒄿', '𒋃', '𒆥']",𒄿𒋃𒆥,i-laq-⸢qi⸣,"['complete', 'complete', 'damaged']",0.17,,,,,P528355,21,2,penalties for litigation: penalty
2400,P528355.21.3,Aššur[1]DN,aš-šur,DN,"['𒀸', '𒋩']",𒀸𒋩,⸢aš-šur⸣,"['damaged', 'damaged']",0.5,Aššur,Aššur,1,DN,P528355,21,3,penalties for litigation: penalty
2401,P528355.21.4,Šamaš[1]DN,{d}UTU⸣,DN,"['𒀭', '𒌓']",𒀭𒌓,{⸢d⸣}⸢UTU⸣,"['damaged', 'damaged']",0.5,Šamaš,Šamaš,1,DN,P528355,21,4,penalties for litigation: penalty
2402,P528355.22.1,X,lu,X,['𒇻'],𒇻,lu,['complete'],0.0,,,,,P528355,22,1,penalties for litigation: penalty
2403,P528355.22.2,X,EN-de-e-ni-šu₂,X,"['𒂗', '𒁲', '𒂊', '𒉌', '𒋙']",𒂗𒁲𒂊𒉌𒋙,EN-de-e-ni-šu₂,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528355,22,2,penalties for litigation: penalty
2404,P528355.24.1,X,ṣib-tu₂,X,"['𒍦', '𒌓']",𒍦𒌓,ṣib-tu₂,"['complete', 'complete']",0.0,,,,,P528355,24,1,guarantee clauses for slaves
2405,P528355.24.2,X,be-ni,X,"['𒁁', '𒉌']",𒁁𒉌,be-ni,"['complete', 'complete']",0.0,,,,,P528355,24,2,guarantee clauses for slaves
2406,P528355.24.3,X,a-na,X,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,,,P528355,24,3,guarantee clauses for slaves
2407,P528355.24.4,n,01,n,['01'],01,01,['complete'],0.0,,,,NUMBER,P528355,24,4,guarantee clauses for slaves
2408,P528355.24.5,X,me,X,['𒈨'],𒈨,me,['complete'],0.0,,,,,P528355,24,5,guarantee clauses for slaves
2409,P528355.24.6,X,UD.ME,X,"['𒌓', '𒈨']",𒌓𒈨,UD.ME,"['complete', 'complete']",0.0,,,,,P528355,24,6,guarantee clauses for slaves
2410,P528355.25.1,X,⸢sa-ar⸣-tu₂,X,"['𒊓', '𒅈', '𒌓']",𒊓𒅈𒌓,⸢sa-ar⸣-tu₂,"['damaged', 'damaged', 'complete']",0.33,,,,,P528355,25,1,guarantee clauses for slaves
2411,P528355.25.2,X,a-na,X,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,,,P528355,25,2,guarantee clauses for slaves
2412,P528355.25.3,X,kal₃,X,['𒆕'],𒆕,kal₃,['complete'],0.0,,,,,P528355,25,3,guarantee clauses for slaves
2413,P528355.25.4,X,MU.AN.NA.MEŠ,X,"['𒈬', '𒀭', '𒈾', '𒈨𒌍']",𒈬𒀭𒈾𒈨𒌍,MU.AN.NA.MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,,,,,P528355,25,4,guarantee clauses for slaves
2414,P528355.27.1,X,IGI,X,['𒅆'],𒅆,IGI,['complete'],0.0,,,,,P528355,27,1,witness
2415,P528355.27.2,X,{m}{d}15-MAN-DU₃,X,"['𒁹', '𒀭', '𒌋𒐊', '𒌋𒌋', '𒆕']",𒁹𒀭𒌋𒐊𒌋𒌋𒆕,{m}{d}15-MAN-DU₃,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528355,27,2,witness
2416,P528355.27.3,X,{lu₂}GAL-ZADIM,X,"['𒇽', '𒃲', '𒈯']",𒇽𒃲𒈯,{LU₂}GAL-ZADIM,"['complete', 'complete', 'complete']",0.0,,,,,P528355,27,3,witness
2417,P528355.28.1,X,IGI,X,['𒅆'],𒅆,IGI,['complete'],0.0,,,,,P528355,28,1,witness
2418,P528355.28.2,Duri-Aššur[1]PN,{m}BAD₃-aš-šur,PN,"['𒁹', '𒂦', '𒀸', '𒋩']",𒁹𒂦𒀸𒋩,{m}BAD₃-aš-šur,"['complete', 'complete', 'complete', 'complete']",0.0,Duri-Aššur,Duri-Aššur,1,PN,P528355,28,2,witness
2419,P528355.29.1,X,IGI,X,['𒅆'],𒅆,IGI,['complete'],0.0,,,,,P528355,29,1,witness
2420,P528355.29.2,X,{m}DIL-GIŠ,X,"['𒁹', '𒀸', '𒄑']",𒁹𒀸𒄑,{m}DIL-GIŠ,"['complete', 'complete', 'complete']",0.0,,,,,P528355,29,2,witness
2421,P528355.30.1,X,IGI,X,['𒅆'],𒅆,IGI,['complete'],0.0,,,,,P528355,30,1,witness
2422,P528355.30.2,Šummu-ussezib[1]PN,{m}šum-ma-us-se-zib,PN,"['𒁹', '𒋳', '𒈠', '𒊻', '𒋛', '𒍦']",𒁹𒋳𒈠𒊻𒋛𒍦,{m}šum-ma-us-se-zib,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Šummu-ussezib,Šummu-ussezib,1,PN,P528355,30,2,witness
2423,P528355.31.1,X,IGI,X,['𒅆'],𒅆,IGI,['complete'],0.0,,,,,P528355,31,1,witness
2424,P528355.31.2,X,{m}rem₂-a-na-aš-šur,X,"['𒁹', '𒀖', '𒀀', '𒈾', '𒀸', '𒋩']",𒁹𒀖𒀀𒈾𒀸𒋩,{m}rem₂-a-na-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528355,31,2,witness
2425,P528355.32.1,X,IGI,X,['𒅆'],𒅆,IGI,['complete'],0.0,,,,,P528355,32,1,witness
2426,P528355.32.2,X,{m}da-da-PAB.MEŠ,X,"['𒁹', '𒁕', '𒁕', '𒉽', '𒈨𒌍']",𒁹𒁕𒁕𒉽𒈨𒌍,{m}da-da-PAB.MEŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528355,32,2,witness
2427,P528355.33.1,Addaru[Adar]MN,{iti}ŠE,MN,"['𒌗', '𒊺']",𒌗𒊺,{ITI}ŠE,"['complete', 'complete']",0.0,Addaru,Addaru,Adar,MN,P528355,33,1,date
2428,P528355.33.2,X,UD-04-KAM,X,"['𒌓', '0₄', '𒄰']",𒌓0₄𒄰,UD-04-KAM,"['complete', 'complete', 'complete']",0.0,,,,,P528355,33,2,date
2429,P528355.34.1,X,lim-mu,X,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,,,,,P528355,34,1,date
2430,P528355.34.2,Nabu-nadin-ahi[1]PN,{m}{d}PA-AŠ-PAB,PN,"['𒁹', '𒀭', '𒉺', '𒀸', '𒉽']",𒁹𒀭𒉺𒀸𒉽,{m}{d}PA-AŠ-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-nadin-ahi,Nabu-nadin-ahi,1,PN,P528355,34,2,date
2431,P528355.35.1,X,IGI,X,['𒅆'],𒅆,IGI,['complete'],0.0,,,,,P528355,35,1,witness
2432,P528355.35.2,X,{m}aš-šur-ši-i,X,"['𒁹', '𒀸', '𒋩', '𒅆', '𒄿']",𒁹𒀸𒋩𒅆𒄿,{m}aš-šur-ši-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528355,35,2,witness
