Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
2595,P517180.3.1,u,[...]-⸢e-kit-tu₂,,u,"['x', '𒂊', '𒆤', '𒌓']",x𒂊𒆤𒌓,[x]⸢e-kit-tu₂⸣,"['missing', 'damaged', 'damaged', 'damaged']",0.62,,,,P517180,3,1,none
2596,P517180.3.2,māršu[son]N,DUMU-šu₂⸣,,N,"['𒌉', '𒋙']",𒌉𒋙,⸢DUMU-šu₂⸣,"['damaged', 'damaged']",0.5,māršu,māru,son,P517180,3,2,none
2597,P517180.4.1,u,[...],,u,['x'],x,[x],['missing'],1.0,,,,P517180,4,1,none
2598,P517180.4.2,Šamaš-eriba[1]PN,{1}{d}UTU-SU,PN,PN,"['𒁹', '𒀭', '𒌓', '𒋢']",𒁹𒀭𒌓𒋢,{1}{d}UTU-SU,"['complete', 'complete', 'complete', 'complete']",0.0,Šamaš-eriba,Šamaš-eriba,1,P517180,4,2,none
2599,P517180.5.1,u,[...,,u,['x'],x,[x],['missing'],1.0,,,,P517180,5,1,none
2600,P517180.5.2,u,x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P517180,5,2,none
2601,P517180.5.3,ana[for]PRP,a-na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,for,P517180,5,3,price
2602,P517180.5.4,n,1,NUMBER,n,['𒁹'],𒁹,1,['complete'],0.0,,,,P517180,5,4,price
2603,P517180.5.5,n,1/2,NUMBER,n,['𒈦'],𒈦,1/2,['complete'],0.0,,,,P517180,5,5,price
2604,P517180.5.6,manê[a unit of weight]N,MA.NA,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manê,manû,a unit of weight,P517180,5,6,price
2605,P517180.5.7,ṣarpi[silver]N,KU₃.BABBAR,,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,P517180,5,7,price
2606,P517180.6.1,u,[...,,u,['x'],x,[x],['missing'],1.0,,,,P517180,6,1,none
2607,P517180.6.2,u,x]+x.KAM₂,,u,"['X', 'X', '𒆚']",XX𒆚,[x]+x.KAM₂,"['missing', 'complete', 'complete']",0.33,,,,P517180,6,2,none
2608,P517180.6.3,+leqû[take//purchase]V'V$ilqe,il-qe₂,,V,"['𒅋', '𒆠']",𒅋𒆠,il-qe₂,"['complete', 'complete']",0.0,ilqe,leqû,purchase,P517180,6,3,completion of transaction
2609,P517180.7.1,kaspu[money]N,[kaspu,,N,,,,,1.0,kaspu,kaspu,money,P517180,7,1,confirmation of transfer 1
2610,P517180.7.2,gammur[completed]AJ,gammur],,AJ,,,,,1.0,gammur,gammuru,completed,P517180,7,2,confirmation of transfer 1
2611,P517180.7.3,tadin[paid]AJ,⸢ta⸣-din,,AJ,"['𒋫', '𒁷']",𒋫𒁷,⸢ta⸣-din,"['damaged', 'complete']",0.25,tadin,tadnu,paid,P517180,7,3,confirmation of transfer 1
2612,P517180.7.4,amēlu[man]N,LU₂,,N,['𒇽'],𒇽,LU₂,['complete'],0.0,amēlu,awīlu,man,P517180,7,4,confirmation of transfer 2
2613,P517180.7.5,šuātu[that]'DP,šu₂-a-tu₂,,IP,"['𒋙', '𒀀', '𒌓']",𒋙𒀀𒌓,šu₂-a-tu₂,"['complete', 'complete', 'complete']",0.0,šuātu,šuāti,that,P517180,7,5,confirmation of transfer 2
2614,P517180.8.1,zarip[purchased]AJ,[zarip,,AJ,,,,,1.0,zarip,zarpu,purchased,P517180,8,1,confirmation of transfer 2
2615,P517180.8.2,laqi[acquired]AJ,laqi],,AJ,,,,,1.0,laqi,leqû,acquired,P517180,8,2,confirmation of transfer 2
2616,P517180.8.3,tuāru[revocation]'N,⸢tu⸣-a-ru,,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,⸢tu⸣-a-ru,"['damaged', 'complete', 'complete']",0.17,tuāru,târu,revocation,P517180,8,3,exclusion of litigation
2617,P517180.9.1,dēnu[lawsuit]N,[dēnu,,N,,,,,1.0,dēnu,dīnu,lawsuit,P517180,9,1,exclusion of litigation
2618,P517180.9.2,dabābu[litigation]'N,DU₁₁.DU₁₁],,V,"['𒅗', '𒅗']",𒅗𒅗,[DU₁₁].[DU₁₁],"['missing', 'missing']",1.0,dabābu,dabābu,litigation,P517180,9,2,exclusion of litigation
2619,P517180.9.3,laššu[(there) is not]V,la-aš₂-šu₂,,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,laššu,laššu,(there) is not,P517180,9,3,exclusion of litigation
2620,P517180.10.1,mannu[whoever]'XP,[mannu,,QP,,,,,1.0,mannu,mannu,whoever,P517180,10,1,penalties for litigation: contravention
2621,P517180.10.2,ša[who]REL,(ša),,REL,,,,,1.0,ša,ša,who,P517180,10,2,penalties for litigation: contravention
2622,P517180.10.3,ina[in]PRP,ina,,PRP,,,,,1.0,ina,ina,in,P517180,10,3,penalties for litigation: contravention
2623,P517180.10.4,urkiš[later]AV,urkiš],,AV,,,,,1.0,urkiš,urkiš,later,P517180,10,4,penalties for litigation: contravention
2624,P517180.10.5,u[and]CNJ,u₂,,CNJ,['𒌑'],𒌑,u₂,['complete'],0.0,u,u,and,P517180,10,5,penalties for litigation: contravention
2625,P517180.10.6,matēma[ever]AV,ma-te-ma,,AV,"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,ma-te-ma,"['complete', 'complete', 'complete']",0.0,matēma,matīma,ever,P517180,10,6,penalties for litigation: contravention
2626,P517180.11.1,izaqqupanni[complain]V,[izaqqupanni],,V,,,,,1.0,izaqqupanni,zaqāpu,complain,P517180,11,1,penalties for litigation: contravention
