Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
4635,P336278.3.1,u,⸢ta,,u,['𒋫'],𒋫,⸢ta⸣,['damaged'],0.5,,,,P336278,3,1,not sale document
4636,P336278.3.2,u,du⸣,,u,['𒁺'],𒁺,⸢du⸣,['damaged'],0.5,,,,P336278,3,2,not sale document
4637,P336278.3.3,u,[...],,u,['x'],x,[x],['missing'],1.0,,,,P336278,3,3,not sale document
4638,P336278.4.1,n,1-ME,NUMBER,n,"['𒁹', '𒈨']",𒁹𒈨,1-ME,"['complete', 'complete']",0.0,,,,P336278,4,1,not sale document
4639,P336278.4.2,+yābilu[ram//ram]N'N$yābilī,UDU.NITA₂.⸢MEŠ⸣,,N,"['𒇻', '𒀴', '𒈨𒌍']",𒇻𒀴𒈨𒌍,UDU.NITA₂.⸢MEŠ⸣,"['complete', 'complete', 'damaged']",0.17,yābilī,yābilu,ram,P336278,4,2,not sale document
4640,P336278.4.3,u,[...],,u,['x'],x,[x],['missing'],1.0,,,,P336278,4,3,not sale document
4641,P336278.5.1,+zakû[be(come) clear//exempt]V'V$uzakkīma,u₂-zak-ki-ma,,V,"['𒌑', '𒍠', '𒆠', '𒈠']",𒌑𒍠𒆠𒈠,u₂-zak-ki-ma,"['complete', 'complete', 'complete', 'complete']",0.0,uzakkīma,zakû,exempt,P336278,5,1,not sale document
4642,P336278.5.2,ana[to]PRP,a-⸢na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-⸢na⸣,"['complete', 'damaged']",0.25,ana,ana,to,P336278,5,2,not sale document
4643,P336278.5.3,Nabu[1]DN,{d}AG⸣,DN,DN,"['𒀭', '𒀝']",𒀭𒀝,{⸢d⸣}⸢AG⸣,"['damaged', 'damaged']",0.5,Nabu,Nabu,1,P336278,5,3,not sale document
4644,P336278.5.4,u,[...],,u,['x'],x,[x],['missing'],1.0,,,,P336278,5,4,not sale document
4645,P336278.6.1,mannu[whoever]'XP,man-nu,,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,mannu,mannu,whoever,P336278,6,1,not sale document
4646,P336278.6.2,ša[who]REL,ša₂,,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,who,P336278,6,2,not sale document
4647,P336278.6.3,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P336278,6,3,not sale document
4648,P336278.6.4,muhhi[skull]N,UGU,,N,['𒌋𒅗'],𒌋𒅗,UGU,['complete'],0.0,muhhi,muhhu,skull,P336278,6,4,not sale document
4649,P336278.6.5,nišē[people]N,UN.MEŠ,,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN.MEŠ,"['complete', 'complete']",0.0,nišē,nišu,people,P336278,6,5,not sale document
4650,P336278.6.6,u,⸢šu⸣-[...],,u,"['𒋗', 'x']",𒋗x,⸢šu⸣-[x],"['damaged', 'missing']",0.75,,,,P336278,6,6,not sale document
4651,P336278.7.1,+dabābu[speak//contest]V'V$idabbubu,i-da-bu-bu,,V,"['𒄿', '𒁕', '𒁍', '𒁍']",𒄿𒁕𒁍𒁍,i-da-bu-bu,"['complete', 'complete', 'complete', 'complete']",0.0,idabbubu,dabābu,contest,P336278,7,1,not sale document
4652,P336278.7.2,+šalāṭu[rule//exercise authority]V'V$išalliṭu,i-šal-liṭ-⸢ṭu⸣,,V,"['𒄿', '𒊩', '𒀖', '𒂅']",𒄿𒊩𒀖𒂅,i-šal-liṭ-⸢ṭu⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,išalliṭu,šalāṭu,exercise authority,P336278,7,2,not sale document
4653,P336278.7.3,u,[...],,u,['x'],x,[x],['missing'],1.0,,,,P336278,7,3,not sale document
4654,P336278.8.1,šarru[king]N,LUGAL,,N,['𒈗'],𒈗,LUGAL,['complete'],0.0,šarru,šarru,king,P336278,8,1,not sale document
4655,P336278.8.2,dannu[strong]AJ,dan-nu,,AJ,"['𒆗', '𒉡']",𒆗𒉡,dan-nu,"['complete', 'complete']",0.0,dannu,dannu,strong,P336278,8,2,not sale document
4656,P336278.8.3,+bēlu[lord//lord]N'N$bēl,be-el,,N,"['𒁁', '𒂖']",𒁁𒂖,be-el,"['complete', 'complete']",0.0,bēl,bēlu,lord,P336278,8,3,not sale document
4657,P336278.8.4,u,be-el-⸢li⸣-[...],,u,"['𒁁', '𒂖', '𒇷', 'x']",𒁁𒂖𒇷x,be-el-⸢li⸣-[x],"['complete', 'complete', 'damaged', 'missing']",0.38,,,,P336278,8,4,not sale document
4658,P336278.9.1,Marduk[1]DN,{d}AMAR.UTU,DN,DN,"['𒀭', '𒀫', '𒌓']",𒀭𒀫𒌓,{d}AMAR.UTU,"['complete', 'complete', 'complete']",0.0,Marduk,Marduk,1,P336278,9,1,not sale document
