Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
667,P224562.1.1,ṣupur[fingernail]N,ṣu-pur,,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,P224562,1,1,seal identification
668,P224562.1.2,Ahu-lamur[1]PN,{1}PAB-la-mur,PN,PN,"['𒁹', '𒉽', '𒆷', '𒄯']",𒁹𒉽𒆷𒄯,{1}PAB-la-mur,"['complete', 'complete', 'complete', 'complete']",0.0,Ahu-lamur,Ahu-lamur,1,P224562,1,2,seal identification
669,P224562.1.3,mār[son]N,DUMU,,N,['𒌉'],𒌉,DUMU,['complete'],0.0,mār,māru,son,P224562,1,3,seal identification
670,P224562.1.4,+Kisi[]PN$,{1}ki-si-i,PN,PN,"['𒁹', '𒆠', '𒋛', '𒄿']",𒁹𒆠𒋛𒄿,{1}ki-si-i,"['complete', 'complete', 'complete', 'complete']",0.0,Kisi,Kisi,1,P224562,1,4,seal identification
671,P224562.5.1,n,03,NUMBER,n,['0₃'],0₃,03,['complete'],0.0,,,,P224562,5,1,price
672,P224562.5.2,ṣābāni[men]N,{lu₂}ERIM-MEŠ,,N,"['𒇽', '𒂟', '𒈨𒌍']",𒇽𒂟𒈨𒌍,{LU₂}ERIM-MEŠ,"['complete', 'complete', 'complete']",0.0,ṣābāni,ṣābu,men,P224562,5,2,price
673,P224562.5.3,n,01,NUMBER,n,['01'],01,01,['complete'],0.0,,,,P224562,5,3,price
674,P224562.5.4,issu[woman]N,MI₂,,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issu,sinništu,woman,P224562,5,4,price
675,P224562.5.5,gimru[total]N,PAB,,N,['𒉽'],𒉽,PAB,['complete'],0.0,gimru,gimru,total,P224562,5,5,price
676,P224562.5.6,n,04,NUMBER,n,['0₄'],0₄,04,['complete'],0.0,,,,P224562,5,6,price
