Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
3338,P522504.3.1,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,3,1,none
3339,P522504.3.2,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,3,2,none
3340,P522504.3.3,u,x]+x,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,,P522504,3,3,none
3341,P522504.3.4,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,3,4,none
3342,P522504.3.5,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,3,5,none
3343,P522504.3.6,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,3,6,none
3344,P522504.3.7,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,3,7,none
3345,P522504.3.8,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,3,8,none
3346,P522504.3.9,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P522504,3,9,none
3347,P522504.4.1,ina[in]PRP,[i]-⸢na⸣,PRP,"['𒄿', '𒈾']",𒄿𒈾,[i]-⸢na⸣,"['missing', 'damaged']",0.75,ina,ina,in,,P522504,4,1,price
3348,P522504.4.2,libbi[interior]N,ŠA₃,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,,P522504,4,2,price
3349,P522504.4.3,n,01,n,['01'],01,01,['complete'],0.0,,,,NUMBER,P522504,4,3,price
3350,P522504.4.4,bilat[a unit of weight]N,⸢GU₂⸣.[UN,N,"['𒄘', '𒌦']",𒄘𒌦,⸢GU₂⸣.[UN],"['damaged', 'missing']",0.75,bilat,biltu,a unit of weight,,P522504,4,4,price
3351,P522504.4.5,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,4,5,none
3352,P522504.4.6,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,4,6,none
3353,P522504.4.7,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,4,7,none
3354,P522504.4.8,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,4,8,none
3355,P522504.4.9,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522504,4,9,none
3356,P522504.4.10,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P522504,4,10,none
