Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
15171,P335187.2.1,ku-um,kūm[instead of]PRP,,PRP,"['𒆪', '𒌝']",𒆪𒌝,ku-um,"['complete', 'complete']",0.0,kūm,kūm,instead of,,P335187,2,1,seal identification
15172,P335187.2.2,{na₄}⸢KIŠIB⸣-[šu₂,kunukkīšu[seal]N,,N,"['𒉌𒌓', '𒈩', '𒋙']",𒉌𒌓𒈩𒋙,{NA₄}⸢KIŠIB⸣-[šu₂],"['complete', 'damaged', 'missing']",0.5,kunukkīšu,kunukku,seal,,P335187,2,2,seal identification
15173,P335187.2.3,ṣu-pur-šu₂,ṣupuršu[fingernail]N,,N,"['𒍮', '𒁓', '𒋙']",𒍮𒁓𒋙,[ṣu-pur-šu₂],"['missing', 'missing', 'missing']",1.0,ṣupuršu,ṣupru,fingernail,,P335187,2,3,seal identification
15174,P335187.2.4,iš-kun],iškun[place]V,,V,"['𒅖', '𒆲']",𒅖𒆲,[iš-kun],"['missing', 'missing']",1.0,iškun,šakānu,place,,P335187,2,4,seal identification
15175,P335187.3.1,ṣu-pur,ṣupur[fingernail]N,,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P335187,3,1,seal identification
15176,P335187.3.2,{1}EN—⸢KASKAL⸣—[KI-ia,Bel-Harran-issiʾa[1]PN,PN,PN,"['𒁹', '𒂗', '𒆜', '𒆠', '𒅀']",𒁹𒂗𒆜𒆠𒅀,{1}EN-⸢KASKAL⸣-[KI-ia],"['complete', 'complete', 'damaged', 'missing', 'missing']",0.5,Bel-Harran-issiʾa,Bel-Harran-isseʾa,1,,P335187,3,2,seal identification
15177,P335187.3.3,EN,bēl[owner]N,,N,['𒂗'],𒂗,[EN],['missing'],1.0,bēl,bēlu,owner,,P335187,3,3,seal identification
15178,P335187.3.4,UN-MEŠ],nišē[people]N,,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,[UN-MEŠ],"['missing', 'missing']",1.0,nišē,nišu,people,,P335187,3,4,seal identification
15179,P335187.4.1,ta-ad-[da-ni],tadānu[give//giving]'N$tadāni,,V,"['𒋫', '𒀜', '𒁕', '𒉌']",𒋫𒀜𒁕𒉌,ta-ad-[da-ni],"['complete', 'complete', 'missing', 'missing']",0.5,tadāni,tadānu,giving,,P335187,4,1,seal identification
15180,P335187.8.1,{1}DINGIR—na-tan,Il-natan[1]PN$,PN,PN,"['𒁹', '𒀭', '𒈾', '𒆗']",𒁹𒀭𒈾𒆗,{1}DINGIR-na-tan,"['complete', 'complete', 'complete', 'complete']",0.0,Il-natan,Il-natan,1,,P335187,8,1,object sold
15181,P335187.8.2,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,8,2,object sold
15182,P335187.8.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,8,3,object sold
15183,P335187.8.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,8,4,object sold
15184,P335187.8.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,8,5,object sold
15185,P335187.8.6,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,8,6,object sold
15186,P335187.9.1,{1}a-du-ni—ṭu-[ri,u,,u,"['𒁹', '𒀀', '𒁺', '𒉌', '𒂅', '𒊑']",𒁹𒀀𒁺𒉌𒂅𒊑,{1}a-du-ni-ṭu-[ri],"['complete', 'complete', 'complete', 'complete', 'complete', 'missing']",0.17,,,,,P335187,9,1,object sold
15187,P335187.9.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,9,2,object sold
15188,P335187.9.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,9,3,object sold
15189,P335187.9.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,9,4,object sold
15190,P335187.9.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,9,5,object sold
15191,P335187.9.6,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,9,6,object sold
15192,P335187.10.1,03,n,NUMBER,n,['𒐈'],𒐈,03,['complete'],0.0,,,,,P335187,10,1,object sold
15193,P335187.10.2,DUMU-MEŠ-šu₂,marʾēšu[son]N,,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,marʾēšu,māru,son,,P335187,10,2,object sold
15194,P335187.10.3,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,10,3,object sold
15195,P335187.10.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,10,4,object sold
15196,P335187.10.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,10,5,object sold
15197,P335187.10.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,10,6,object sold
15198,P335187.10.7,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335187,10,7,object sold
15199,P335187.11.1,PAB,gimru[total]N,,N,['𒉽'],𒉽,PAB,['complete'],0.0,gimru,gimru,total,,P335187,11,1,object sold
15200,P335187.11.2,07,n,NUMBER,n,['𒐌'],𒐌,07,['complete'],0.0,,,,,P335187,11,2,object sold
15201,P335187.11.3,ZI-MEŠ,nupšāti[person]N,,N,"['𒍣', '𒈨𒌍']",𒍣𒈨𒌍,ZI-MEŠ,"['complete', 'complete']",0.0,nupšāti,napištu,person,,P335187,11,3,object sold
15202,P335187.11.4,[ARAD-MEŠ,urdāni[servant]N,,N,"['𒀴', '𒈨𒌍']",𒀴𒈨𒌍,[ARAD-MEŠ],"['missing', 'missing']",1.0,urdāni,ardu,servant,,P335187,11,4,object sold
15203,P335187.11.5,ša,ša[of]DET,,DET,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,of,,P335187,11,5,object sold
