Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
18416,P527159.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,P527159,2,1,seal identification
18417,P527159.2.2,+Sani[]PN$,{m}sa-ni-i],Sani,Sani,1,PN,"['𒁹', '𒊓', '𒉌', '𒄿']",𒁹𒊓𒉌𒄿,{[m]}[sa-ni-i],"['missing', 'missing', 'missing', 'missing']",1.0,PN,,P527159,2,2,seal identification
18418,P527159.4.1,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,,P527159,4,1,seal identification
18419,P527159.4.2,+Il-sumki[]PN$,{m}DINGIR-sum-ki,Il-sumki,Il-sumki,1,PN,"['𒁹', '𒀭', '𒋧', '𒆠']",𒁹𒀭𒋧𒆠,{m}DINGIR-sum-ki,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P527159,4,2,seal identification
18420,P527159.5.1,+Kalhayu[of Kalhu]EN$Kalhaya,{uru}⸢kal⸣-ha-a-a,Kalhaya,Kalhayu,of Kalhu,EN,"['𒌷', '𒆗', '𒄩', '𒀀', '𒀀']",𒌷𒆗𒄩𒀀𒀀,{URU}⸢kal⸣-ha-a-a,"['complete', 'damaged', 'complete', 'complete', 'complete']",0.1,,,P527159,5,1,seal identification
18421,P527159.7.1,+La-nasihi[]PN$,{m}la-na-si-hi,La-nasihi,La-nasihi,1,PN,"['𒁹', '𒆷', '𒈾', '𒋛', '𒄭']",𒁹𒆷𒈾𒋛𒄭,{m}la-na-si-hi,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527159,7,1,object sold
18422,P527159.7.2,issušu[wife]N,MI₂-šu₂,issušu,sinništu,wife,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,,,P527159,7,2,object sold
18423,P527159.8.1,marʾussu[daughter]N,DUMU.MI₂-⸢su⸣,marʾussu,mārtu,daughter,N,"['𒌉', '𒊩', '𒋢']",𒌉𒊩𒋢,DUMU.MI₂-⸢su⸣,"['complete', 'complete', 'damaged']",0.17,,,P527159,8,1,object sold
18424,P527159.8.2,gimru[total]N,PAB,gimru,gimru,total,N,['𒉽'],𒉽,PAB,['complete'],0.0,,,P527159,8,2,object sold
18425,P527159.8.3,n,03,,,,n,['0₃'],0₃,03,['complete'],0.0,NUMBER,,P527159,8,3,object sold
18426,P527159.8.4,napšāti[life]N,ZI.MEŠ,napšāti,napištu,life,N,"['𒍣', '𒈨𒌍']",𒍣𒈨𒌍,ZI.MEŠ,"['complete', 'complete']",0.0,,,P527159,8,4,object sold
