Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,lang,mask,text,line,word,annotation
2624,P522568.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522568,2,1,seal identification
2625,P522568.2.2,Gabbu-amur[1]PN,{m}gab-bu-a-mur,Gabbu-amur,Gabbu-amur,1,PN,"['𒁹', '𒃮', '𒁍', '𒀀', '𒄯']",𒁹𒃮𒁍𒀀𒄯,{m}gab-bu-a-mur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522568,2,2,seal identification
2626,P522568.2.3,šanî[deputy]'N,{lu₂}02-i,šanî,šanû,deputy,NU,"['𒇽', '0₂', '𒄿']",𒇽0₂𒄿,{LU₂}02-i,"['complete', 'complete', 'complete']",0.0,,,P522568,2,3,seal identification
2627,P522568.3.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522568,3,1,seal identification
2628,P522568.3.2,Nabu-nammir[1]PN,{m}{d}PA-ZALAG₂-ir,Nabu-nammir,Nabu-nammir,1,PN,"['𒁹', '𒀭', '𒉺', '𒂟', '𒅕']",𒁹𒀭𒉺𒂟𒅕,{m}{d}PA-ZALAG₂-ir,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522568,3,2,seal identification
2629,P522568.3.3,ṭupšarru[scribe]N,A.BA,ṭupšarru,ṭupšarru,scribe,N,"['𒀀', '𒁀']",𒀀𒁀,A.BA,"['complete', 'complete']",0.0,,,P522568,3,3,seal identification
2630,P522568.4.1,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522568,4,1,seal identification
2631,P522568.4.2,Marqasi[1]GN,{uru}mar-qa-si,Marqasi,Marqasu,1,GN,"['𒌷', '𒈥', '𒋡', '𒋛']",𒌷𒈥𒋡𒋛,{URU}mar-qa-si,"['complete', 'complete', 'complete', 'complete']",0.0,,GN,P522568,4,2,seal identification
2632,P522568.5.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522568,5,1,seal identification
2633,P522568.5.2,nišē[people]N,UN.MEŠ,nišē,nišu,people,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN.MEŠ,"['complete', 'complete']",0.0,,,P522568,5,2,seal identification
2634,P522568.5.3,tadāni[giving]'N,SUM-ni,tadāni,tadānu,giving,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,,P522568,5,3,seal identification
2635,P522568.9.1,Nanaya-beʾ[1]PN,{f}{d}na-na-a-a-be₂-e-ʾe,Nanaya-beʾ,Nanaya-beʾ,1,PN,"['𒊩', '𒀭', '𒈾', '𒈾', '𒀀', '𒀀', '𒁉', '𒂊', '𒀪']",𒊩𒀭𒈾𒈾𒀀𒀀𒁉𒂊𒀪,{f}{d}na-na-a-a-be₂-e-ʾe,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522568,9,1,object sold
2636,P522568.10.1,Šamši-ilat-wašṭi[1]PN,{f}UTU-DINGIR-⸢at₂⸣-u₂-a-aš₂-ṭi₃,Šamši-ilat-wašṭi,Šamši-ilat-wašṭi,1,PN,"['𒊩', '𒌓', '𒀭', '𒄉', '𒌑', '𒀀', '𒀾', '𒋾']",𒊩𒌓𒀭𒄉𒌑𒀀𒀾𒋾,{f}UTU-DINGIR-⸢at₂⸣-u₂-a-aš₂-ṭi₃,"['complete', 'complete', 'complete', 'damaged', 'complete', 'complete', 'complete', 'complete']",0.06,,PN,P522568,10,1,object sold
2637,P522568.11.1,gimru[total]N,PAB,gimru,gimru,total,N,['𒉽'],𒉽,PAB,['complete'],0.0,,,P522568,11,1,object sold
2638,P522568.11.2,n,02,,,,n,['0₂'],0₂,02,['complete'],0.0,,NUMBER,P522568,11,2,object sold
2639,P522568.11.3,issāti[woman]N,MI₂.MEŠ,issāti,issu,woman,N,"['𒊩', '𒈨𒌍']",𒊩𒈨𒌍,MI₂.MEŠ,"['complete', 'complete']",0.0,,,P522568,11,3,object sold
2640,P522568.11.4,amtušunu[maid]N,⸢GEME₂⸣-šu₂-nu,amtušunu,amtu,maid,N,"['𒊩𒆳', '𒋙', '𒉡']",𒊩𒆳𒋙𒉡,⸢GEME₂⸣-šu₂-nu,"['damaged', 'complete', 'complete']",0.17,,,P522568,11,4,object sold
2641,P522568.12.1,ša[who]REL,ša,ša,ša,who,REL,['𒊭'],𒊭,ša,['complete'],0.0,,,P522568,12,1,object sold
2642,P522568.12.2,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,,P522568,12,2,object sold
2643,P522568.12.3,La-qepu[1]PN,{m}la-qe-pi,La-qepu,La-qepu,1,PN,"['𒁹', '𒆷', '𒆥', '𒉿']",𒁹𒆷𒆥𒉿,{m}la-qe-pi,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522568,12,3,object sold
2644,P522568.13.1,kūm[instead of]PRP,ku-um,kūm,kūm,instead of,PRP,"['𒆪', '𒌝']",𒆪𒌝,ku-um,"['complete', 'complete']",0.0,,,P522568,13,1,object sold
2645,P522568.13.2,n,02,,,,n,['0₂'],0₂,02,['complete'],0.0,,NUMBER,P522568,13,2,object sold
2646,P522568.13.3,issu[from]PRP,TA,issu,ištu,from,PRP,['𒋫'],𒋫,TA,['complete'],0.0,,,P522568,13,3,object sold
2647,P522568.13.4,+nišu[people]N$nišē,UN,nišē,nišu,people,N,['𒌦'],𒌦,UN,['complete'],0.0,,,P522568,13,4,object sold
2648,P522568.13.5,Ayate[1]PN,{f}a-a-te,Ayate,Ayate,1,PN,"['𒊩', '𒀀', '𒀀', '𒋼']",𒊩𒀀𒀀𒋼,{f}a-a-te,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522568,13,5,object sold
2649,P522568.14.1,+tadānu[give//pay]V'V$iddinu,i-di-nu-u,iddinu,tadānu,pay,V,"['𒄿', '𒁲', '𒉡', '𒌋']",𒄿𒁲𒉡𒌋,i-di-nu-u,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522568,14,1,completion of transaction
