Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
2736,P336733.2.1,kunuk[seal]N,{[na₄}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunuk,kunukku,seal,P336733,2,1,seal identification
2737,P336733.2.2,u,{1}x,,u,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,,,P336733,2,2,seal identification
2738,P336733.2.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P336733,2,3,seal identification
2739,P336733.2.4,u,x]-a-a,,u,"['X', '𒀀', '𒀀']",X𒀀𒀀,[x]-a-a,"['missing', 'complete', 'complete']",0.33,,,,P336733,2,4,seal identification
2740,P336733.3.1,bēl[owner]N,[EN,,N,['𒂗'],𒂗,[EN],['missing'],1.0,bēl,bēlu,owner,P336733,3,1,seal identification
2741,P336733.3.2,+nišu[people//people]N'N$nišē,UN.MEŠ,,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,[UN].[MEŠ],"['missing', 'missing']",1.0,nišē,nišu,people,P336733,3,2,seal identification
2742,P336733.3.3,tadāni[giving]'N,ta]-da-a-ni,,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,[ta]-da-a-ni,"['missing', 'complete', 'complete', 'complete']",0.25,tadāni,tadānu,giving,P336733,3,3,seal identification
2743,P336733.7.1,+Urdu-Issar[]PN$,{1}IR₃-{d}15,PN,PN,"['𒁹', '𒀴', '𒀭', '𒌋𒐊']",𒁹𒀴𒀭𒌋𒐊,{1}IR₃-{d}15,"['complete', 'complete', 'complete', 'complete']",0.0,Urdu-Issar,Urdu-Issar,1,P336733,7,1,object sold
2744,P336733.7.2,+Nabu-hamatuʾa[]PN$,{1}{d}AG-ha-mat-⸢u₂⸣-[a],PN,PN,"['𒁹', '𒀭', '𒀝', '𒄩', '𒆳', '𒌑', '𒀀']",𒁹𒀭𒀝𒄩𒆳𒌑𒀀,{1}{d}AG-ha-mat-⸢u₂⸣-[a],"['complete', 'complete', 'complete', 'complete', 'complete', 'damaged', 'missing']",0.21,Nabu-hamatuʾa,Nabu-hamatuʾa,1,P336733,7,2,object sold
2745,P336733.8.1,gimru[total]N,PAB,,N,['𒉽'],𒉽,PAB,['complete'],0.0,gimru,gimru,total,P336733,8,1,object sold
