Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,lang,mask,text,line,word,annotation
94,P522555.11.5,ṣarpi[silver]N,KU₃.BABBAR,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,,P522555,11,5,price
95,P522555.11.6,+leqû[take//purchase]V'V$isseqe,TI,isseqe,leqû,purchase,V,['𒋾'],𒋾,TI,['complete'],0.0,,,P522555,11,6,completion of transaction
96,P522555.12.1,kaspi[money]N,kas-pi,kaspi,kaspu,money,N,"['𒆜', '𒉿']",𒆜𒉿,kas-pi,"['complete', 'complete']",0.0,,,P522555,12,1,confirmation of transfer 1
97,P522555.12.2,gammur[completed]AJ,gam-mur,gammur,gammuru,completed,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,,,P522555,12,2,confirmation of transfer 1
98,P522555.12.3,tadin[paid]AJ,ta-⸢din⸣,tadin,tadnu,paid,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-⸢din⸣,"['complete', 'damaged']",0.25,,,P522555,12,3,confirmation of transfer 1
99,P522555.13.1,issu[woman]N,MI₂,issu,sinništu,woman,N,['𒊩'],𒊩,MI₂,['complete'],0.0,,,P522555,13,1,confirmation of transfer 2
100,P522555.13.2,šuāte[that]'DP,šu-a-te,šuāte,šuāti,that,IP,"['𒋗', '𒀀', '𒋼']",𒋗𒀀𒋼,šu-a-te,"['complete', 'complete', 'complete']",0.0,,,P522555,13,2,confirmation of transfer 2
101,P522555.13.3,zarpu[purchased]AJ,zar₄-pu,zarpu,zarpu,purchased,AJ,"['𒆰', '𒁍']",𒆰𒁍,zar₄-pu,"['complete', 'complete']",0.0,,,P522555,13,3,confirmation of transfer 2
102,P522555.14.1,+leqû[taken//acquired]AJ'AJ$laqiu,la-qi-i-u,laqiu,leqû,acquired,AJ,"['𒆷', '𒆥', '𒄿', '𒌋']",𒆷𒆥𒄿𒌋,la-qi-i-u,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522555,14,1,confirmation of transfer 2
103,P522555.15.1,tuāru[revocation]'N,tu-a-ru,tuāru,târu,revocation,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,,,P522555,15,1,exclusion of litigation
104,P522555.15.2,dēnu[lawsuit]N,de-e-nu,dēnu,dīnu,lawsuit,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,,,P522555,15,2,exclusion of litigation
105,P522555.16.1,dabābu[litigation]'N,DUG₄.DUG₄,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,,P522555,16,1,exclusion of litigation
106,P522555.16.2,laššu[(there) is not]V,la-aš₂-šu₂,laššu,laššu,(there) is not,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522555,16,2,exclusion of litigation
107,P522555.17.1,mannu[whoever]'XP,man-nu,mannu,mannu,whoever,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,,P522555,17,1,penalties for litigation: contravention
108,P522555.17.2,ša[whoever]REL,ša,ša,ša,whoever,REL,['𒊭'],𒊭,ša,['complete'],0.0,,,P522555,17,2,penalties for litigation: contravention
109,P522555.17.3,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522555,17,3,penalties for litigation: contravention
110,P522555.17.4,urkiš[later]AV,ur-kiš,urkiš,urkiš,later,AV,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,,,P522555,17,4,penalties for litigation: contravention
111,P522555.19.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522555,19,1,penalties for litigation: contravention
112,P522555.19.2,matēma[ever]AV,ma-te-eʾ-ma,matēma,matīma,ever,AV,"['𒈠', '𒋼', '𒀪', '𒈠']",𒈠𒋼𒀪𒈠,ma-te-eʾ-ma,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522555,19,2,penalties for litigation: contravention
113,P522555.20.1,ibbalkatūni[transgress]V,ib-bal-kat₃-u-ni,ibbalkatūni,nabalkutu,transgress,V,"['𒅁', '𒁄', '𒆑', '𒌋', '𒉌']",𒅁𒁄𒆑𒌋𒉌,ib-bal-kat₃-u-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,P522555,20,1,penalties for litigation: contravention
114,P522555.21.1,kaspi[money]N,kas-pi,kaspi,kaspu,money,N,"['𒆜', '𒉿']",𒆜𒉿,kas-pi,"['complete', 'complete']",0.0,,,P522555,21,1,penalties for litigation: penalty
115,P522555.21.2,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522555,21,2,penalties for litigation: penalty
116,P522555.21.3,+ešriātu[tenfold]AV$ešrāte,10.MEŠ,ešrāte,ešriātu,tenfold,AV,"['𒌋', '𒈨𒌍']",𒌋𒈨𒌍,10.MEŠ,"['complete', 'complete']",0.0,,,P522555,21,3,penalties for litigation: penalty
117,P522555.22.1,ina[to]PRP,ina,ina,ina,to,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522555,22,1,penalties for litigation: penalty
118,P522555.22.2,bēlīšu[owner]N,EN.MEŠ-šu₂,bēlīšu,bēlu,owner,N,"['𒂗', '𒈨𒌍', '𒋙']",𒂗𒈨𒌍𒋙,EN.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522555,22,2,penalties for litigation: penalty
119,P522555.22.3,utâr[return]V,u-GUR,utâr,târu,return,V,"['𒌋', '𒄥']",𒌋𒄥,u-GUR,"['complete', 'complete']",0.0,,,P522555,22,3,penalties for litigation: penalty
120,P522555.24.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522555,24,1,penalties for litigation: penalty
121,P522555.24.2,dēnīšu[lawsuit]N,de-ni-šu₂,dēnīšu,dīnu,lawsuit,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-ni-šu₂,"['complete', 'complete', 'complete']",0.0,,,P522555,24,2,penalties for litigation: penalty
122,P522555.24.3,idabbub[contest]V,DUG₄.DUG₄,idabbub,dabābu,contest,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,,P522555,24,3,penalties for litigation: penalty
123,P522555.25.1,lā[not]MOD,la,lā,lā,not,MOD,['𒆷'],𒆷,la,['complete'],0.0,,,P522555,25,1,penalties for litigation: penalty
124,P522555.25.2,ilaqqe[succeed]V,i-laq-qe,ilaqqe,leqû,succeed,V,"['𒄿', '𒋃', '𒆥']",𒄿𒋃𒆥,i-laq-qe,"['complete', 'complete', 'complete']",0.0,,,P522555,25,2,penalties for litigation: penalty
125,P522555.26.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,26,1,witness
126,P522555.26.2,Marduk-zeru-ibni[1]PN,{m}{d}AMAR.UTU-NUMUN-DU₃,Marduk-zeru-ibni,Marduk-zeru-ibni,1,PN,"['𒁹', '𒀭', '𒀫', '𒌓', '𒆰', '𒆕']",𒁹𒀭𒀫𒌓𒆰𒆕,{m}{d}AMAR.UTU-NUMUN-DU₃,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,26,2,witness
127,P522555.26.3,+pīhātu[responsibility//governor]N'N$pāhutu,EN.NAM,pāhutu,pīhātu,governor,N,"['𒂗', '𒉆']",𒂗𒉆,EN.NAM,"['complete', 'complete']",0.0,,,P522555,26,3,witness
128,P522555.27.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,27,1,witness
129,P522555.27.2,Nabu-dur-paniya[1]PN,{m}{d}PA-BAD₃-IGI-ia₂,Nabu-dur-paniya,Nabu-dur-paniya,1,PN,"['𒁹', '𒀭', '𒉺', '𒂦', '𒅆', '𒐊']",𒁹𒀭𒉺𒂦𒅆𒐊,{m}{d}PA-BAD₃-IGI-ia₂,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,27,2,witness
130,P522555.27.3,šanî[deputy]'N,02-i,šanî,šanû,deputy,NU,"['0₂', '𒄿']",0₂𒄿,02-i,"['complete', 'complete']",0.0,,,P522555,27,3,witness
131,P522555.28.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,28,1,witness
132,P522555.28.2,Ašhiri[1]PN,{m}aš₂-hi-ri,Ašhiri,Ašhiri,1,PN,"['𒁹', '𒀾', '𒄭', '𒊑']",𒁹𒀾𒄭𒊑,{m}aš₂-hi-ri,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,28,2,witness
133,P522555.28.3,rab-bēti[major-domo]N,{⸢lu₂⸣}GAL-E₂,rab-bēti,rab-bīti,major-domo,N,"['𒇽', '𒃲', '𒂍']",𒇽𒃲𒂍,{⸢LU₂⸣}GAL-E₂,"['damaged', 'complete', 'complete']",0.17,,,P522555,28,3,witness
134,P522555.29.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,29,1,witness
135,P522555.29.2,+Nabu-bessunu[]PN$Nabu-bessun,{m}{d}PA-be₂-sun₂,Nabu-bessun,Nabu-bessunu,1,PN,"['𒁹', '𒀭', '𒉺', '𒁉', '𒄢']",𒁹𒀭𒉺𒁉𒄢,{m}{d}PA-be₂-sun₂,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,29,2,witness
136,P522555.30.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,30,1,witness
137,P522555.30.2,Ereš-ilu[1]PN,{m}APIN-eš-DINGIR,Ereš-ilu,Ereš-ilu,1,PN,"['𒁹', '𒀳', '𒌍', '𒀭']",𒁹𒀳𒌍𒀭,{m}APIN-eš-DINGIR,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,30,2,witness
138,P522555.31.1,šību[witness]N,⸢IGI,šību,šību,witness,N,['𒅆'],𒅆,⸢IGI⸣,['damaged'],0.5,,,P522555,31,1,witness
139,P522555.31.2,+Harranayu[]PN$Harranaya,{m}{uru}KASKAL⸣-a-a,Harranaya,Harranayu,1,PN,"['𒁹', '𒌷', '𒆜', '𒀀', '𒀀']",𒁹𒌷𒆜𒀀𒀀,{⸢m⸣}{⸢URU⸣}⸢KASKAL⸣-a-a,"['damaged', 'damaged', 'damaged', 'complete', 'complete']",0.3,,PN,P522555,31,2,witness
140,P522555.32.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,32,1,witness
141,P522555.32.2,Kiṣiri[1]PN,{m}ki-ṣir-i,Kiṣiri,Kiṣiri,1,PN,"['𒁹', '𒆠', '𒈲', '𒄿']",𒁹𒆠𒈲𒄿,{m}ki-ṣir-i,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,32,2,witness
142,P522555.33.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,33,1,witness
143,P522555.33.2,Bel-šarru-uṣur[1]PN,{m}EN-MAN-PAB,Bel-šarru-uṣur,Bel-šarru-uṣur,1,PN,"['𒁹', '𒂗', '𒌋𒌋', '𒉽']",𒁹𒂗𒌋𒌋𒉽,{m}EN-MAN-PAB,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,33,2,witness
144,P522555.34.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,34,1,witness
145,P522555.34.2,Nani[1]PN,{m}na-ni-i,Nani,Nani,1,PN,"['𒁹', '𒈾', '𒉌', '𒄿']",𒁹𒈾𒉌𒄿,{m}na-ni-i,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,34,2,witness
146,P522555.35.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,35,1,witness
147,P522555.35.2,Sin-šumu-iddina[1]PN,{m}{d}30-MU-AŠ,Sin-šumu-iddina,Sin-šumu-iddina,1,PN,"['𒁹', '𒀭', '𒌍', '𒈬', '𒀸']",𒁹𒀭𒌍𒈬𒀸,{m}{d}30-MU-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,35,2,witness
148,P522555.36.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,36,1,witness
149,P522555.36.2,Seʾ-mabaʾi[1]PN,{m}se-ma-ba-i,Seʾ-mabaʾi,Seʾ-mabaʾ,1,PN,"['𒁹', '𒋛', '𒈠', '𒁀', '𒄿']",𒁹𒋛𒈠𒁀𒄿,{m}se-ma-ba-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,36,2,witness
150,P522555.37.1,Addaru[1]MN,{iti}ŠE,Addaru,Addaru,1,MN,"['𒌗', '𒊺']",𒌗𒊺,{ITI}ŠE,"['complete', 'complete']",0.0,,MN,P522555,37,1,date
151,P522555.37.2,u,UD-mu-10-KAM₂,,,,u,"['𒌓', '𒈬', '𒌋', '𒆚']",𒌓𒈬𒌋𒆚,UD-mu-10-KAM₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,P522555,37,2,date
152,P522555.39.1,limmu[eponym (of year)]N,lim-mu,limmu,līmu,eponym (of year),N,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,,,P522555,39,1,date
153,P522555.39.2,Nabu-šarru-uṣur[1]PN,{m}{d}PA-MAN-PAB,Nabu-šarru-uṣur,Nabu-šarru-uṣur,1,PN,"['𒁹', '𒀭', '𒉺', '𒌋𒌋', '𒉽']",𒁹𒀭𒉺𒌋𒌋𒉽,{m}{d}PA-MAN-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,39,2,date
154,P522555.40.1,ṭupšar[scribe]N&ēkalli[palace]N,A.BA-KUR,ṭupšar,ṭupšarru,scribe,N,"['𒀀', '𒁀', '𒆳']",𒀀𒁀𒆳,A.BA-KUR,"['complete', 'complete', 'complete']",0.0,,,P522555,40,1,date
156,P522555.42.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,42,1,witness
157,P522555.42.2,Aya-dadi[1]PN,{m}a-a-da-di,Aya-dadi,Aya-dadi,1,PN,"['𒁹', '𒀀', '𒀀', '𒁕', '𒁲']",𒁹𒀀𒀀𒁕𒁲,{m}a-a-da-di,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,42,2,witness
158,P522555.42.3,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522555,42,3,witness
159,P522555.42.4,Siri[1]PN,{m}si-i-ri,Siri,Siri,1,PN,"['𒁹', '𒋛', '𒄿', '𒊑']",𒁹𒋛𒄿𒊑,{m}si-i-ri,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522555,42,4,witness
