Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
7827,P514319.2.1,kunuk[seal]N,{[na₄]}⸢KIŠIB⸣,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}⸢KIŠIB⸣,"['missing', 'damaged']",0.75,,P514319,2,1,seal identification
7828,P514319.2.2,x-šar-Aššur[1]PN,{[m}x]-⸢x-IM-aš+šur⸣,x-šar-Aššur,x-šar-Aššur,1,PN,"['𒁹', 'X', 'X', '𒅎', '𒀸', '𒋩']",𒁹XX𒅎𒀸𒋩,{[m]}[x]-⸢x-IM-aš⸣+⸢šur⸣,"['missing', 'missing', 'damaged', 'damaged', 'damaged', 'damaged']",0.67,PN,P514319,2,2,seal identification
7829,P514319.3.1,mār[son]N,[DUMU],mār,māru,son,N,['𒌉'],𒌉,[DUMU],['missing'],1.0,,P514319,3,1,seal identification
7830,P514319.3.2,Addi[1]PN,{[m]}⸢a⸣-di-iʾ,Addi,Addi,1,PN,"['𒁹', '𒀀', '𒁲', '𒀪']",𒁹𒀀𒁲𒀪,{[m]}⸢a⸣-di-iʾ,"['missing', 'damaged', 'complete', 'complete']",0.38,PN,P514319,3,2,seal identification
7831,P514319.3.3,bēl[lord]N,EN,bēl,bēlu,lord,N,['𒂗'],𒂗,EN,['complete'],0.0,,P514319,3,3,seal identification
7832,P514319.3.4,issi[woman]N,MUNUS,issi,sinništu,woman,N,['𒊩'],𒊩,MUNUS,['complete'],0.0,,P514319,3,4,seal identification
7833,P514319.4.1,tadāni[giving]'N,⸢ta⸣-da-ni,tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,⸢ta⸣-da-ni,"['damaged', 'complete', 'complete']",0.17,,P514319,4,1,seal identification
7834,P514319.10.1,u,[x,,,,u,['X'],X,[x],['missing'],1.0,,P514319,10,1,none
7835,P514319.10.2,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514319,10,2,none
7836,P514319.10.3,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514319,10,3,none
7837,P514319.10.4,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514319,10,4,none
7838,P514319.10.5,u,x],,,,u,['X'],X,[x],['missing'],1.0,,P514319,10,5,none
7839,P514319.10.6,u,⸢x⸣,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,P514319,10,6,none
7840,P514319.11.1,u,[x,,,,u,['X'],X,[x],['missing'],1.0,,P514319,11,1,none
7841,P514319.11.2,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514319,11,2,none
7842,P514319.11.3,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514319,11,3,none
7843,P514319.11.4,u,x,,,,u,['X'],X,[x],['missing'],1.0,,P514319,11,4,none
7844,P514319.11.5,u,x],,,,u,['X'],X,[x],['missing'],1.0,,P514319,11,5,none
7845,P514319.12.1,šību[witness]N,[IGI],šību,šību,witness,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,P514319,12,1,witness
7846,P514319.12.2,Ba-x[1]PN,{[m]}⸢ba⸣-[x-x],Ba-x,Ba-x,1,PN,"['𒁹', '𒁀', 'X', 'X']",𒁹𒁀XX,{[m]}⸢ba⸣-[x-x],"['missing', 'damaged', 'missing', 'missing']",0.88,PN,P514319,12,2,witness
7847,P514319.13.1,šību[witness]N,[IGI],šību,šību,witness,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,P514319,13,1,witness
7848,P514319.13.2,Issar-ilaʾi[1]PN,{⸢m}15-DINGIR⸣-[a]-⸢a⸣,Issar-ilaʾi,Issar-ilaʾi,1,PN,"['𒁹', '𒌋𒐊', '𒀭', '𒀀', '𒀀']",𒁹𒌋𒐊𒀭𒀀𒀀,{⸢m⸣}⸢15-DINGIR⸣-[a]-⸢a⸣,"['damaged', 'damaged', 'damaged', 'missing', 'damaged']",0.6,PN,P514319,13,2,witness
7849,P514319.14.1,Šabaṭu[Shebat]MN$,{⸢iti⸣}ZIZ₂,Šabaṭu,Šabaṭu,Shebat,MN,"['𒌗', '𒍩']",𒌗𒍩,{⸢ITI⸣}ZIZ₂,"['damaged', 'complete']",0.25,MN,P514319,14,1,date
