Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,text,line,word,mask,annotation
771,P522459.17.5,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,P522459,17,5,,penalties for litigation: contravention
772,P522459.17.6,%akk-x-neoass:ma-te-me=,ma-te-me,"['𒈠', '𒋼', '𒈨']",𒈠𒋼𒈨,ma-te-me,"['complete', 'complete', 'complete']",0.0,P522459,17,6,,penalties for litigation: contravention
773,P522459.18.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,18,1,,penalties for litigation: contravention
774,P522459.18.2,%akk-x-neoass:{m}na-di-nu=,{m}na-di-nu,"['𒁹', '𒈾', '𒁲', '𒉡']",𒁹𒈾𒁲𒉡,{m}na-di-nu,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,18,2,,penalties for litigation: contravention
775,P522459.18.3,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,18,3,,penalties for litigation: contravention
776,P522459.18.4,%akk-x-neoass:DUMU.MEŠ-šu₂=,DUMU.MEŠ-šu₂,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,P522459,18,4,,penalties for litigation: contravention
777,P522459.19.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,19,1,,penalties for litigation: contravention
778,P522459.19.2,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂=,DUMU-DUMU.MEŠ-šu₂,"['𒌉', '𒌉', '𒈨𒌍', '𒋙']",𒌉𒌉𒈨𒌍𒋙,DUMU-DUMU.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,19,2,,penalties for litigation: contravention
779,P522459.19.3,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,19,3,,penalties for litigation: contravention
780,P522459.19.4,%akk-x-neoass:ŠEŠ-šu₂=,ŠEŠ-šu₂,"['𒋀', '𒋙']",𒋀𒋙,ŠEŠ-šu₂,"['complete', 'complete']",0.0,P522459,19,4,,penalties for litigation: contravention
781,P522459.20.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,20,1,,penalties for litigation: contravention
782,P522459.20.2,%akk-x-neoass:DUMU-PAB-AD-šu₂=,DUMU-PAB-AD-šu₂,"['𒌉', '𒉽', '𒀜', '𒋙']",𒌉𒉽𒀜𒋙,DUMU-PAB-AD-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,20,2,,penalties for litigation: contravention
783,P522459.20.3,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,20,3,,penalties for litigation: contravention
784,P522459.20.4,%akk-x-neoass:GAR-nu-šu₂=,GAR-nu-šu₂,"['𒃻', '𒉡', '𒋙']",𒃻𒉡𒋙,GAR-nu-šu₂,"['complete', 'complete', 'complete']",0.0,P522459,20,4,,penalties for litigation: contravention
785,P522459.21.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,21,1,,penalties for litigation: contravention
786,P522459.21.2,%akk-x-neoass:ha-za-nu-šu₂=,ha-za-nu-šu₂,"['𒄩', '𒍝', '𒉡', '𒋙']",𒄩𒍝𒉡𒋙,ha-za-nu-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,21,2,,penalties for litigation: contravention
787,P522459.21.3,%akk-x-neoass:lu=,lu,['𒇻'],𒇻,lu,['complete'],0.0,P522459,21,3,,penalties for litigation: contravention
788,P522459.21.4,%akk-x-neoass:qur-bu-šu₂=,qur-bu-šu₂,"['𒄥', '𒁍', '𒋙']",𒄥𒁍𒋙,qur-bu-šu₂,"['complete', 'complete', 'complete']",0.0,P522459,21,4,,penalties for litigation: contravention
789,P522459.22.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,22,1,,penalties for litigation: contravention
790,P522459.22.2,%akk-x-neoass:GAL-ki-ṣir-šu₂=,GAL-ki-ṣir-šu₂,"['𒃲', '𒆠', '𒈲', '𒋙']",𒃲𒆠𒈲𒋙,GAL-ki-ṣir-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,22,2,,penalties for litigation: contravention
791,P522459.22.3,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,22,3,,penalties for litigation: contravention
792,P522459.22.4,%akk-x-neoass:ERIM-ME=,ERIM-ME,"['𒂟', '𒈨']",𒂟𒈨,ERIM-ME,"['complete', 'complete']",0.0,P522459,22,4,,penalties for litigation: contravention
793,P522459.24.1,%akk-x-neoass:EN-il-ki=,EN-il-ki,"['𒂗', '𒅋', '𒆠']",𒂗𒅋𒆠,EN-il-ki,"['complete', 'complete', 'complete']",0.0,P522459,24,1,,penalties for litigation: contravention
794,P522459.24.2,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,24,2,,penalties for litigation: contravention
795,P522459.24.3,%akk-x-neoass:qur-bi-šu₂=,qur-bi-šu₂,"['𒄥', '𒁉', '𒋙']",𒄥𒁉𒋙,qur-bi-šu₂,"['complete', 'complete', 'complete']",0.0,P522459,24,3,,penalties for litigation: contravention
796,P522459.25.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,P522459,25,1,,penalties for litigation: contravention
797,P522459.25.2,%akk-x-neoass:mam₂-ma-ni-šu₂=,mam₂-ma-ni-šu₂,"['𒊩', '𒈠', '𒉌', '𒋙']",𒊩𒈠𒉌𒋙,mam₂-ma-ni-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,25,2,,penalties for litigation: contravention
798,P522459.25.3,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,P522459,25,3,,penalties for litigation: contravention
799,P522459.25.4,%akk-x-neoass:de-e-nu=,de-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,P522459,25,4,,penalties for litigation: contravention
800,P522459.26.1,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,P522459,26,1,,penalties for litigation: contravention
801,P522459.26.2,%akk-x-neoass:x=,<$x,['X'],X,x,['complete'],0.0,P522459,26,2,,penalties for litigation: contravention
802,P522459.26.3,%akk-x-neoass:u=,u$>,['𒌋'],𒌋,u,['complete'],0.0,P522459,26,3,,penalties for litigation: contravention
803,P522459.26.4,%akk-x-neoass:{m}aš-šur-KUR-LAL=,{m}aš-šur-KUR-LAL,"['𒁹', '𒀸', '𒋩', '𒆳', '𒇲']",𒁹𒀸𒋩𒆳𒇲,{m}aš-šur-KUR-LAL,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,26,4,,penalties for litigation: contravention
804,P522459.28.1,%akk-x-neoass:DUMU.MEŠ-šu₂=,[DUMU.MEŠ-šu₂,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,[DUMU].[MEŠ-šu₂],"['missing', 'missing', 'missing']",1.0,P522459,28,1,,penalties for litigation: contravention
805,P522459.28.2,%akk-x-neoass:DUMU-DUMU.MEŠ-šu₂=,DUMU-DUMU.MEŠ]-šu₂,"['𒌉', '𒌉', '𒈨𒌍', '𒋙']",𒌉𒌉𒈨𒌍𒋙,[DUMU-DUMU].[MEŠ]-šu₂,"['missing', 'missing', 'missing', 'complete']",0.75,P522459,28,2,,penalties for litigation: contravention
806,P522459.29.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522459,29,1,,none
807,P522459.29.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,29,2,,none
808,P522459.29.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,29,3,,none
809,P522459.29.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,29,4,,none
810,P522459.29.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,29,5,,none
811,P522459.29.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,29,6,,none
812,P522459.29.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,29,7,,none
813,P522459.29.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,29,8,,none
814,P522459.29.9,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,29,9,,none
815,P522459.29.10,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,29,10,,none
816,P522459.29.11,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,29,11,,none
817,P522459.29.12,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522459,29,12,,none
818,P522459.30.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522459,30,1,,none
819,P522459.30.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,30,2,,none
820,P522459.30.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,30,3,,none
821,P522459.30.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,30,4,,none
822,P522459.30.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,30,5,,none
823,P522459.30.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,30,6,,none
824,P522459.30.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,30,7,,none
825,P522459.30.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,30,8,,none
826,P522459.30.9,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,30,9,,none
827,P522459.30.10,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,30,10,,none
828,P522459.30.11,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,30,11,,none
829,P522459.30.12,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522459,30,12,,none
830,P522459.31.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522459,31,1,,none
831,P522459.31.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,31,2,,none
832,P522459.31.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,31,3,,none
833,P522459.31.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,31,4,,none
834,P522459.31.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,31,5,,none
835,P522459.31.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,31,6,,none
836,P522459.31.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,31,7,,none
837,P522459.31.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,31,8,,none
838,P522459.31.9,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,31,9,,none
839,P522459.31.10,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,31,10,,none
840,P522459.31.11,%akk-x-neoass:x-šu₂=,x]-šu₂,"['X', '𒋙']",X𒋙,[x]-šu₂,"['missing', 'complete']",0.5,P522459,31,11,,none
841,P522459.32.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,P522459,32,1,,none
842,P522459.32.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,32,2,,none
843,P522459.32.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,32,3,,none
844,P522459.32.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,32,4,,none
845,P522459.32.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,32,5,,none
846,P522459.32.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,32,6,,none
847,P522459.32.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,32,7,,none
848,P522459.32.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,32,8,,none
849,P522459.32.9,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,32,9,,none
850,P522459.32.10,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,32,10,,none
851,P522459.32.11,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,P522459,32,11,,none
852,P522459.32.12,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,P522459,32,12,,none
853,P522459.33.1,%akk-x-neoass:la=,[la,['𒆷'],𒆷,[la],['missing'],1.0,P522459,33,1,,penalties for litigation: penalty
854,P522459.33.2,%akk-x-neoass:i-laq-qi=,i]-laq-qi,"['𒄿', '𒋃', '𒆥']",𒄿𒋃𒆥,[i]-laq-qi,"['missing', 'complete', 'complete']",0.33,P522459,33,2,,penalties for litigation: penalty
855,P522459.33.3,%akk-x-neoass:ṣib-tu₂=,ṣib-tu₂,"['𒍦', '𒌓']",𒍦𒌓,ṣib-tu₂,"['complete', 'complete']",0.0,P522459,33,3,,guarantee clauses for slaves
856,P522459.33.4,%akk-x-neoass:be-en-nu=,be-en-nu,"['𒁁', '𒂗', '𒉡']",𒁁𒂗𒉡,be-en-nu,"['complete', 'complete', 'complete']",0.0,P522459,33,4,,guarantee clauses for slaves
857,P522459.34.1,%akk-x-neoass:sa-ar₂-tu₂=,sa-ar₂-tu₂,"['𒊓', '𒌒', '𒌓']",𒊓𒌒𒌓,sa-ar₂-tu₂,"['complete', 'complete', 'complete']",0.0,P522459,34,1,,guarantee clauses for slaves
858,P522459.34.2,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,P522459,34,2,,guarantee clauses for slaves
859,P522459.34.3,%akk-x-neoass:kal₃=,kal₃,['𒆕'],𒆕,kal₃,['complete'],0.0,P522459,34,3,,guarantee clauses for slaves
860,P522459.34.4,%akk-x-neoass:MU.AN.NA-ME=,MU.AN.NA-ME,"['𒈬', '𒀭', '𒈾', '𒈨']",𒈬𒀭𒈾𒈨,MU.AN.NA-ME,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,34,4,,guarantee clauses for slaves
861,P522459.35.1,%akk-x-neoass:{ITI}BARAG=,{iti}BARAG,"['𒌗', '𒁈']",𒌗𒁈,{ITI}BARAG,"['complete', 'complete']",0.0,P522459,35,1,,date
862,P522459.35.2,%akk-x-neoass:UD-15-KAM₂=,UD-15-KAM₂,"['𒌓', '𒌋𒐊', '𒆚']",𒌓𒌋𒐊𒆚,UD-15-KAM₂,"['complete', 'complete', 'complete']",0.0,P522459,35,2,,date
863,P522459.36.1,%akk-x-neoass:lim-mu=,lim-mu,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,P522459,36,1,,date
864,P522459.36.2,%akk-x-neoass:{m}{d}IM-rem₂-a-ni=,{m}{d}IM-rem₂-a-ni,"['𒁹', '𒀭', '𒅎', '𒀖', '𒀀', '𒉌']",𒁹𒀭𒅎𒀖𒀀𒉌,{m}{d}IM-rem₂-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,36,2,,date
865,P522459.38.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,38,1,,witness
866,P522459.38.2,%akk-x-neoass:{m}sa-kip-aš-šur=,{m}sa-kip-aš-šur,"['𒁹', '𒊓', '𒄒', '𒀸', '𒋩']",𒁹𒊓𒄒𒀸𒋩,{m}sa-kip-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,38,2,,witness
867,P522459.38.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522459,38,3,,witness
868,P522459.38.4,%akk-x-neoass:{m}aš-šur-mu-ba-al-liṭ=,{m}aš-šur-mu-ba-al-⸢liṭ⸣,"['𒁹', '𒀸', '𒋩', '𒈬', '𒁀', '𒀠', '𒀖']",𒁹𒀸𒋩𒈬𒁀𒀠𒀖,{m}aš-šur-mu-ba-al-⸢liṭ⸣,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'damaged']",0.07,P522459,38,4,,witness
869,P522459.39.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,39,1,,witness
870,P522459.39.2,%akk-x-neoass:{m}PAB-u-a-SU=,{m}PAB-u-a-SU,"['𒁹', '𒉽', '𒌋', '𒀀', '𒋢']",𒁹𒉽𒌋𒀀𒋢,{m}PAB-u-a-SU,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,39,2,,witness
871,P522459.39.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522459,39,3,,witness
872,P522459.39.4,%akk-x-neoass:{m}ṣa-ab-x-x=,{m}ṣa-ab-[x-x],"['𒁹', '𒍝', '𒀊', 'X', 'X']",𒁹𒍝𒀊XX,{m}ṣa-ab-[x-x],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,P522459,39,4,,witness
873,P522459.40.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,40,1,,witness
874,P522459.40.2,%akk-x-neoass:{m}qi₂-bit-aš-šur=,{m}qi₂-bit-aš-šur,"['𒁹', '𒆠', '𒂍', '𒀸', '𒋩']",𒁹𒆠𒂍𒀸𒋩,{m}qi₂-bit-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,P522459,40,2,,witness
875,P522459.40.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,P522459,40,3,,witness
876,P522459.40.4,%akk-x-neoass:{m}me-ia-ki=,{m}me-ia-ki,"['𒁹', '𒈨', '𒅀', '𒆠']",𒁹𒈨𒅀𒆠,{m}me-ia-ki,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,40,4,,witness
877,P522459.41.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,P522459,41,1,,witness
878,P522459.41.2,%akk-x-neoass:{m}a-di-i=,{m}a-di-i,"['𒁹', '𒀀', '𒁲', '𒄿']",𒁹𒀀𒁲𒄿,{m}a-di-i,"['complete', 'complete', 'complete', 'complete']",0.0,P522459,41,2,,witness
