Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
2342,P335224.2.1,{na₄}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,,P335224,2,1,seal identification
2343,P335224.2.2,{1}{⸢d}AG⸣—SU,Nabu-eriba[1]PN$,PN,PN,"['𒁹', '𒀭', '𒀝', '𒋢']",𒁹𒀭𒀝𒋢,{1}{⸢d⸣}⸢AG⸣-SU,"['complete', 'damaged', 'damaged', 'complete']",0.25,Nabu-eriba,Nabu-eriba,1,,P335224,2,2,seal identification
2344,P335224.2.3,{⸢lu₂⸣}[x,u,,u,"['𒇽', 'x']",𒇽x,{⸢LU₂⸣}[x],"['damaged', 'missing']",0.75,,,,,P335224,2,3,seal identification
2345,P335224.2.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335224,2,4,seal identification
2346,P335224.2.5,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335224,2,5,seal identification
2347,P335224.3.1,⸢ARAD⸣,urdu[servant]N,,N,['𒀴'],𒀴,⸢ARAD⸣,['damaged'],0.5,urdu,ardu,servant,,P335224,3,1,seal identification
2348,P335224.3.2,{lu₂}⸢EN⸣.[NAM],pāhiti[governor]N,,N,"['𒇽', '𒂗', '𒉆']",𒇽𒂗𒉆,{LU₂}⸢EN⸣.[NAM],"['complete', 'damaged', 'missing']",0.5,pāhiti,pīhātu,governor,,P335224,3,2,seal identification
2349,P335224.3.3,EN,bēl[owner]N,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,P335224,3,3,seal identification
2350,P335224.3.4,UN-MEŠ,nišē[people]N,,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN-MEŠ,"['complete', 'complete']",0.0,nišē,nišu,people,,P335224,3,4,seal identification
2351,P335224.3.5,⸢SUM⸣-[ni],tadāni[giving]'N,,V,"['𒋧', '𒉌']",𒋧𒉌,⸢SUM⸣-[ni],"['damaged', 'missing']",0.75,tadāni,tadānu,giving,,P335224,3,5,seal identification
2352,P335224.7.1,{1}x,u,,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,P335224,7,1,object sold
2353,P335224.7.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335224,7,2,object sold
2354,P335224.7.3,x]—NUMUN,u,,u,"['x', '𒆰']",x𒆰,[x]-NUMUN,"['missing', 'complete']",0.5,,,,,P335224,7,3,object sold
