Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
1703,P428990.2.1,kunuk[seal]N,{na₄}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,P428990,2,1,seal identification
1704,P428990.2.2,Ubru-Nabu[1]PN,{1}SUHUŠ-{d}AG,PN,PN,"['𒁹', '𒁼', '𒀭', '𒀝']",𒁹𒁼𒀭𒀝,{1}SUHUŠ-{d}AG,"['complete', 'complete', 'complete', 'complete']",0.0,Ubru-Nabu,Ubru-Nabu,1,P428990,2,2,seal identification
1705,P428990.3.1,kunuk[seal]N,{na₄}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,P428990,3,1,seal identification
1706,P428990.3.2,+Inurta-kazbati[]PN$Inurta-kazbate,{1}{d}MAŠ-ka-az-ba-a-te,PN,PN,"['𒁹', '𒀭', '𒈦', '𒅗', '𒊍', '𒁀', '𒀀', '𒋼']",𒁹𒀭𒈦𒅗𒊍𒁀𒀀𒋼,{1}{d}MAŠ-ka-az-ba-a-te,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Inurta-kazbate,Inurta-kazbati,1,P428990,3,2,seal identification
1707,P428990.4.1,gimru[total]N,PAB,,N,['𒉽'],𒉽,PAB,['complete'],0.0,gimru,gimru,total,P428990,4,1,seal identification
1708,P428990.4.2,n,2,NUMBER,n,['𒈫'],𒈫,2,['complete'],0.0,,,,P428990,4,2,seal identification
1709,P428990.4.3,amēlē[man]N,LU₂.MEŠ,,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,LU₂.MEŠ,"['complete', 'complete']",0.0,amēlē,awīlu,man,P428990,4,3,seal identification
1710,P428990.4.4,+annû[this//this]DP'DP$annūʾāte,an-nu-a-te,,DP,"['𒀭', '𒉡', '𒀀', '𒋼']",𒀭𒉡𒀀𒋼,an-nu-a-te,"['complete', 'complete', 'complete', 'complete']",0.0,annūʾāte,annû,this,P428990,4,4,seal identification
1711,P428990.5.1,bēl[owner]N,EN,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,P428990,5,1,seal identification
1712,P428990.5.2,issi[woman]N,MUNUS,,N,['𒊩'],𒊩,MUNUS,['complete'],0.0,issi,sinništu,woman,P428990,5,2,seal identification
1713,P428990.5.3,tadāni[giving]'N,ta-da-a-ni,,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,tadāni,tadānu,giving,P428990,5,3,seal identification
1714,P428990.9.1,+Banitu-tašamanni[]PN$,{f}{d}ba-ni-tum-ta-ša₂-ma-ni-i,PN,PN,"['𒊩', '𒀭', '𒁀', '𒉌', '𒌈', '𒋫', '𒃻', '𒈠', '𒉌', '𒄿']",𒊩𒀭𒁀𒉌𒌈𒋫𒃻𒈠𒉌𒄿,{f}{d}ba-ni-tum-ta-ša₂-ma-ni-i,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Banitu-tašamanni,Banitu-tašamanni,1,P428990,9,1,object sold
1715,P428990.9.2,amtušunu[maid]N,GEME₂-šu₂-nu,,N,"['𒊩𒆳', '𒋙', '𒉡']",𒊩𒆳𒋙𒉡,GEME₂-šu₂-nu,"['complete', 'complete', 'complete']",0.0,amtušunu,amtu,maid,P428990,9,2,object sold
1716,P428990.10.1,uppišma[contract]V,u₂-piš-ma,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,P428990,10,1,initiation of transaction
