Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
8615,P224623.2.1,kunuk[seal]N,{[na₄}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunuk,kunukku,seal,P224623,2,1,seal identification
8616,P224623.2.2,u,{1}x,,u,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,,,P224623,2,2,seal identification
8617,P224623.2.3,+x-addu[]PN$,x]+x-ad-du,PN,PN,"['X', 'X', '𒀜', '𒁺']",XX𒀜𒁺,[x]+x-ad-du,"['missing', 'complete', 'complete', 'complete']",0.25,x-addu,x-addu,1,P224623,2,3,seal identification
8618,P224623.3.1,bēl[owner]N,[EN,,N,['𒂗'],𒂗,[EN],['missing'],1.0,bēl,bēlu,owner,P224623,3,1,seal identification
8619,P224623.3.2,marʾitīšu[daughter]N,DUMU].⸢MI₂⸣-šu₂,,N,"['𒌉', '𒊩', '𒋙']",𒌉𒊩𒋙,[DUMU].⸢MI₂⸣-šu₂,"['missing', 'damaged', 'complete']",0.5,marʾitīšu,mārtu,daughter,P224623,3,2,seal identification
8620,P224623.3.3,tadāni[giving]'N,ta-⸢da⸣-a-ni,,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-⸢da⸣-a-ni,"['complete', 'damaged', 'complete', 'complete']",0.12,tadāni,tadānu,giving,P224623,3,3,seal identification
8621,P224623.7.1,+Banitu-šarrat[]PN$,{mi₂}{d}ba-ni-tum-[šar]-⸢rat⸣,PN,PN,"['𒊩', '𒀭', '𒁀', '𒉌', '𒌈', '𒊬', '𒋥']",𒊩𒀭𒁀𒉌𒌈𒊬𒋥,{MI₂}{d}ba-ni-tum-[šar]-⸢rat⸣,"['complete', 'complete', 'complete', 'complete', 'complete', 'missing', 'damaged']",0.21,Banitu-šarrat,Banitu-šarrat,1,P224623,7,1,object sold
8622,P224623.7.2,marʾussu[daughter]N,DUMU.MI₂-su,,N,"['𒌉', '𒊩', '𒋢']",𒌉𒊩𒋢,DUMU.MI₂-su,"['complete', 'complete', 'complete']",0.0,marʾussu,mārtu,daughter,P224623,7,2,object sold
8623,P224623.8.1,n,04,NUMBER,n,['0₄'],0₄,04,['complete'],0.0,,,,P224623,8,1,object sold
8624,P224623.8.2,rūṭu[a unit of length]N,ru-u₂-ṭu,,N,"['𒊒', '𒌑', '𒂅']",𒊒𒌑𒂅,ru-u₂-ṭu,"['complete', 'complete', 'complete']",0.0,rūṭu,rūṭu,a unit of length,P224623,8,2,object sold
