Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
5166,P522502.2.1,ṣupur[fingernail]N,ṣu-pur,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P522502,2,1,seal identification
5167,P522502.2.2,+Ubru-DN[]PN$,{1}ub-ru-DINGIR.[(x)],PN,"['𒁹', '𒌒', '𒊒', '𒀭', 'X']",𒁹𒌒𒊒𒀭X,{1}ub-ru-DINGIR.[x],"['complete', 'complete', 'complete', 'complete', 'missing']",0.2,Ubru-DN,Ubru-DN,1,DN,P522502,2,2,seal identification
5168,P522502.3.1,ṣupur[fingernail]N,⸢ṣu⸣-pur,N,"['𒍮', '𒁓']",𒍮𒁓,⸢ṣu⸣-pur,"['damaged', 'complete']",0.25,ṣupur,ṣupru,fingernail,,P522502,3,1,seal identification
5169,P522502.3.2,+Banaya-Bel[]PN$,{1}DU₃-a-a-EN,PN,"['𒁹', '𒆕', '𒀀', '𒀀', '𒂗']",𒁹𒆕𒀀𒀀𒂗,{1}DU₃-a-a-EN,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Banaya-Bel,Banaya-Bel,1,PN,P522502,3,2,seal identification
5170,P522502.4.1,ṣupur[fingernail]N,⸢ṣu⸣-pur,N,"['𒍮', '𒁓']",𒍮𒁓,⸢ṣu⸣-pur,"['damaged', 'complete']",0.25,ṣupur,ṣupru,fingernail,,P522502,4,1,seal identification
5171,P522502.4.2,+Urhayu[]PN$Urhaya,{1}ITI-a-a,PN,"['𒁹', '𒌗', '𒀀', '𒀀']",𒁹𒌗𒀀𒀀,{1}ITI-a-a,"['complete', 'complete', 'complete', 'complete']",0.0,Urhaya,Urhayu,1,PN,P522502,4,2,seal identification
5172,P522502.8.1,+Hamannitanu[]PN$,{1}ha-ma-an-ni-ta-nu,PN,"['𒁹', '𒄩', '𒈠', '𒀭', '𒉌', '𒋫', '𒉡']",𒁹𒄩𒈠𒀭𒉌𒋫𒉡,{1}ha-ma-an-ni-ta-nu,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Hamannitanu,Hamannitanu,1,PN,P522502,8,1,object sold
5173,P522502.8.2,u,x+[x,u,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,,,,P522502,8,2,object sold
5174,P522502.8.3,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P522502,8,3,object sold
5175,P522502.9.1,issušu[wife]N,MI₂-šu₂,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,issušu,sinništu,wife,,P522502,9,1,object sold
