Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
14381,P527190.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P527190,2,1,seal identification
14382,P527190.2.2,+Idraunu[]PN$,{m}id-ra-u-nu,Idraunu,Idraunu,1,PN,"['𒁹', '𒀉', '𒊏', '𒌋', '𒉡']",𒁹𒀉𒊏𒌋𒉡,{m}id-ra-u-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527190,2,2,seal identification
14383,P527190.3.1,mār[son]N,A,mār,māru,son,N,['𒀀'],𒀀,A,['complete'],0.0,,,P527190,3,1,seal identification
14384,P527190.3.2,+Ṭurubalte[]PN$,{m}ṭu-u-ru-ba-al-te,Ṭurubalte,Ṭurubalte,1,PN,"['𒁹', '𒂅', '𒌋', '𒊒', '𒁀', '𒀠', '𒋼']",𒁹𒂅𒌋𒊒𒁀𒀠𒋼,{m}ṭu-u-ru-ba-al-te,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527190,3,2,seal identification
14385,P527190.4.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P527190,4,1,seal identification
14386,P527190.4.2,amti[maid]N,GEME₂,amti,amtu,maid,N,['𒊩𒆳'],𒊩𒆳,GEME₂,['complete'],0.0,,,P527190,4,2,seal identification
14387,P527190.4.3,+tadānu[give//giving]V'N$tadān,SUM-an,tadān,tadānu,giving,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,,,P527190,4,3,seal identification
14388,P527190.6.1,+Haddi-meri[]PN$,{f}{d}ha-di-me-ri,Haddi-meri,Haddi-meri,1,PN,"['𒊩', '𒀭', '𒄩', '𒁲', '𒈨', '𒊑']",𒊩𒀭𒄩𒁲𒈨𒊑,{f}{d}ha-di-me-ri,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,PN,,P527190,6,1,object sold
14389,P527190.6.2,amatšu[female slave]N,GEME₂-šu₂,amatšu,amtu,female slave,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,GEME₂-šu₂,"['complete', 'complete']",0.0,,,P527190,6,2,object sold
14390,P527190.7.1,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,,P527190,7,1,initiation of transaction
14391,P527190.7.2,Šulmu-šarri[1]PN,{m}DI-⸢MAN⸣,Šulmu-šarri,Šulmu-šarri,1,PN,"['𒁹', '𒁲', '𒌋𒌋']",𒁹𒁲𒌋𒌋,{m}DI-⸢MAN⸣,"['complete', 'complete', 'damaged']",0.17,PN,,P527190,7,2,initiation of transaction
14392,P527190.7.3,ša-qurbūtu[(royal) confidant]N,{lu₂}qur-bu-tu₂,ša-qurbūtu,ša-qurbūti,(royal) confidant,N,"['𒇽', '𒄥', '𒁍', '𒌓']",𒇽𒄥𒁍𒌓,{LU₂}qur-bu-tu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,P527190,7,3,initiation of transaction
14393,P527190.8.1,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P527190,8,1,price
14394,P527190.8.2,libbi[interior]N,ŠA₃-bi,libbi,libbu,interior,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,,P527190,8,2,price
14395,P527190.8.3,n,30,,,,n,['𒌍'],𒌍,⸢30⸣,['damaged'],0.5,NUMBER,,P527190,8,3,price
14396,P527190.8.4,šiqlī[a unit of weight]N,GIN₂⸣.MEŠ,šiqlī,šiqlu,a unit of weight,N,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,⸢GIN₂⸣.MEŠ,"['damaged', 'complete']",0.25,,,P527190,8,4,price
14397,P527190.8.5,ṣarpi[silver]N,⸢KU₃.BABBAR⸣,ṣarpi,ṣarpu,silver,N,"['𒆬', '𒌓']",𒆬𒌓,⸢KU₃⸣.⸢BABBAR⸣,"['damaged', 'damaged']",0.5,,,P527190,8,5,price
14398,P527190.8.6,ilqe[purchase]V,il-qe,ilqe,leqû,purchase,V,"['𒅋', '𒆥']",𒅋𒆥,il-qe,"['complete', 'complete']",0.0,,,P527190,8,6,completion of transaction
14399,P527190.9.1,kaspu[money]N,kas-pu,kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,,P527190,9,1,confirmation of transfer 1
14400,P527190.9.2,gammur[completed]AJ,gam-mur,gammur,gammuru,completed,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,,,P527190,9,2,confirmation of transfer 1
14401,P527190.9.3,tādin[paid]AJ,ta-a-din,tādin,tadnu,paid,AJ,"['𒋫', '𒀀', '𒁷']",𒋫𒀀𒁷,ta-a-din,"['complete', 'complete', 'complete']",0.0,,,P527190,9,3,confirmation of transfer 1
14402,P527190.9.4,amtu[maid]N,GEME₂,amti,amtu,maid,N,['𒊩𒆳'],𒊩𒆳,GEME₂,['complete'],0.0,,,P527190,9,4,confirmation of transfer 2
14403,P527190.9.5,šuātu[that]'DP,šu-a-tu₂,šuātu,šuāti,that,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,,,P527190,9,5,confirmation of transfer 2
14404,P527190.10.1,zarpa[purchased]AJ,za-ar-pa,zarpa,zarpu,purchased,AJ,"['𒍝', '𒅈', '𒉺']",𒍝𒅈𒉺,za-ar-pa,"['complete', 'complete', 'complete']",0.0,,,P527190,10,1,confirmation of transfer 2
14405,P527190.10.2,+leqû[taken//purchased]AJ'AJ$laqqe,laq-qe,laqqe,leqû,purchased,AJ,"['𒋃', '𒆥']",𒋃𒆥,laq-qe,"['complete', 'complete']",0.0,,,P527190,10,2,confirmation of transfer 2
14406,P527190.10.3,tuāru[revocation]'N,tu₂-a-ru,tuāru,târu,revocation,V,"['𒌓', '𒀀', '𒊒']",𒌓𒀀𒊒,tu₂-a-ru,"['complete', 'complete', 'complete']",0.0,,,P527190,10,3,exclusion of litigation
14407,P527190.11.1,dēni[lawsuit]N,de-e-ni,dēni,dīnu,lawsuit,N,"['𒁲', '𒂊', '𒉌']",𒁲𒂊𒉌,de-e-ni,"['complete', 'complete', 'complete']",0.0,,,P527190,11,1,exclusion of litigation
14408,P527190.11.2,dabābu[litigation]'N,DUG₄.DUG₄,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,,P527190,11,2,exclusion of litigation
14409,P527190.11.3,laššu[(there) is not]V,la-aš₂-šu₂,laššu,laššu,(there) is not,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,,,P527190,11,3,exclusion of litigation
14410,P527190.12.1,mannu[whoever]'XP,man-nu,mannu,mannu,whoever,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,,P527190,12,1,penalties for litigation: contravention
14411,P527190.12.2,ša[that]REL,ša,ša,ša,who,REL,['𒊭'],𒊭,ša,['complete'],0.0,,,P527190,12,2,penalties for litigation: contravention
