Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,lang,mask,text,line,word,annotation
728,P522572.2.1,kunuk[seal]N,{na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,,P522572,2,1,seal identification
729,P522572.2.2,Zabayu[1]PN,{m}za-ba-a-a,Zabayu,Zabayu,1,PN,"['𒁹', '𒍝', '𒁀', '𒀀', '𒀀']",𒁹𒍝𒁀𒀀𒀀,{m}za-ba-a-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522572,2,2,seal identification
730,P522572.3.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P522572,3,1,seal identification
731,P522572.3.2,nišē[people]N,UN.MEŠ,nišē,nišu,people,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN.MEŠ,"['complete', 'complete']",0.0,,,P522572,3,2,seal identification
732,P522572.3.3,tadān[giving]'N,SUM-an,tadān,tadānu,giving,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,,,P522572,3,3,seal identification
733,P522572.7.1,Nabu-duru-uṣur[1]PN,{m}{d}PA-BAD₃-PAB,Nabu-duru-uṣur,Nabu-duru-uṣur,1,PN,"['𒁹', '𒀭', '𒉺', '𒂦', '𒉽']",𒁹𒀭𒉺𒂦𒉽,{m}{d}PA-BAD₃-PAB,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522572,7,1,object sold
734,P522572.7.2,Nabu-ahu-iddina[1]PN,{m}{d}PA-PAB-AŠ,Nabu-ahu-iddina,Nabu-ahu-iddina,1,PN,"['𒁹', '𒀭', '𒉺', '𒉽', '𒀸']",𒁹𒀭𒉺𒉽𒀸,{m}{d}PA-PAB-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522572,7,2,object sold
735,P522572.8.1,issušu[woman]N,MI₂-šu₂,issušu,sinništu,woman,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,,,P522572,8,1,object sold
736,P522572.8.2,+ummu[mother]N$ummušu,AMA-šu₂,ummušu,ummu,mother,N,"['𒂼', '𒋙']",𒂼𒋙,AMA-šu₂,"['complete', 'complete']",0.0,,,P522572,8,2,object sold
737,P522572.8.3,marʾussu[daughter]N,DUMU.MI₂-su,marʾussu,mārtu,daughter,N,"['𒌉', '𒊩', '𒋢']",𒌉𒊩𒋢,DUMU.MI₂-su,"['complete', 'complete', 'complete']",0.0,,,P522572,8,3,object sold
