Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
5620,P517136.2.1,kunuk[seal]N,{na₄}KIŠIB,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,P517136,2,1,seal identification
5621,P517136.2.2,+Bel-kumuʾa[]PN$,{1}EN-⸢ku-mu⸣-[u-a],PN,PN,"['𒁹', '𒂗', '𒆪', '𒈬', '𒌋', '𒀀']",𒁹𒂗𒆪𒈬𒌋𒀀,{1}EN-⸢ku-mu⸣-[u-a],"['complete', 'complete', 'damaged', 'damaged', 'missing', 'missing']",0.5,Bel-kumuʾa,Bel-kumuʾa,1,P517136,2,2,seal identification
5622,P517136.3.1,bēl[owner]N,⸢EN⸣,,N,['𒂗'],𒂗,⸢EN⸣,['damaged'],0.5,bēl,bēlu,owner,P517136,3,1,seal identification
5623,P517136.3.2,issi[woman]N,MUNUS,,N,['𒊩'],𒊩,MUNUS,['complete'],0.0,issi,sinništu,woman,P517136,3,2,seal identification
5624,P517136.3.3,tadāni[giving]'N,SUM-⸢ni⸣,,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-⸢ni⸣,"['complete', 'damaged']",0.25,tadāni,tadānu,giving,P517136,3,3,seal identification
5625,P517136.7.1,+Pilaqqitu[]PN$,{⸢f⸣}pi-la-qi-⸢tu₂⸣,PN,PN,"['𒊩', '𒉿', '𒆷', '𒆥', '𒌓']",𒊩𒉿𒆷𒆥𒌓,{⸢f⸣}pi-la-qi-⸢tu₂⸣,"['damaged', 'complete', 'complete', 'complete', 'damaged']",0.2,Pilaqqitu,Pilaqqitu,1,P517136,7,1,object sold
5626,P517136.7.2,amtušu[maid]N,[GEME₂-šu₂],,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,[GEME₂-šu₂],"['missing', 'missing']",1.0,amtušu,amtu,maid,P517136,7,2,object sold
5627,P517136.8.1,ša[of]DET,ša,,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,P517136,8,1,object sold
5628,P517136.8.2,Bel-kumuʾa[1]PN,{1}EN-ku-[mu-u-a,PN,PN,"['𒁹', '𒂗', '𒆪', '𒈬', '𒌋', '𒀀']",𒁹𒂗𒆪𒈬𒌋𒀀,{1}EN-ku-[mu-u-a],"['complete', 'complete', 'complete', 'missing', 'missing', 'missing']",0.5,Bel-kumuʾa,Bel-kumuʾa,1,P517136,8,2,object sold
5629,P517136.8.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P517136,8,3,object sold
5630,P517136.8.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P517136,8,4,object sold
5631,P517136.8.5,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P517136,8,5,object sold
