Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
5584,P528300.2.1,X,{[na₄}KIŠIB,X,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,,,P528300,2,1,seal identification
5585,P528300.2.2,X,{m}ra-si-DINGIR],X,"['𒁹', '𒊏', '𒋛', '𒀭']",𒁹𒊏𒋛𒀭,{[m]}[ra-si-DINGIR],"['missing', 'missing', 'missing', 'missing']",1.0,,,,,P528300,2,2,seal identification
5586,P528300.3.1,X,⸢DUMU⸣,X,['𒌉'],𒌉,⸢DUMU⸣,['damaged'],0.5,,,,,P528300,3,1,seal identification
5587,P528300.3.2,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P528300,3,2,seal identification
5588,P528300.3.3,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P528300,3,3,seal identification
5589,P528300.3.4,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P528300,3,4,seal identification
5590,P528300.3.5,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P528300,3,5,seal identification
5591,P528300.4.1,Bel[1]DN,EN,DN,['𒂗'],𒂗,EN,['complete'],0.0,Bel,Bel,1,DN,P528300,4,1,seal identification
5592,P528300.4.2,X,LU₂,X,['𒇽'],𒇽,LU₂,['complete'],0.0,,,,,P528300,4,2,seal identification
5593,P528300.4.3,X,[SUM]-a-[ni],X,"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,[SUM]-a-[ni],"['missing', 'complete', 'missing']",0.67,,,,,P528300,4,3,seal identification
5594,P528300.8.1,X,{[m}a]-tar-ZALAG₂,X,"['𒁹', '𒀀', '𒋻', '𒂟']",𒁹𒀀𒋻𒂟,{[m]}[a]-tar-ZALAG₂,"['missing', 'missing', 'complete', 'complete']",0.5,,,,,P528300,8,1,object sold
5595,P528300.8.2,X,ARAD-šu₂,X,"['𒀴', '𒋙']",𒀴𒋙,ARAD-šu₂,"['complete', 'complete']",0.0,,,,,P528300,8,2,object sold
5596,P528300.9.1,X,ša,X,['𒊭'],𒊭,ša,['complete'],0.0,,,,,P528300,9,1,object sold
5597,P528300.9.2,X,ku-um,X,"['𒆪', '𒌝']",𒆪𒌝,ku-um,"['complete', 'complete']",0.0,,,,,P528300,9,2,object sold
5598,P528300.9.3,X,UŠ₂.MEŠ,X,"['𒌀', '𒈨𒌍']",𒌀𒈨𒌍,UŠ₂.MEŠ,"['complete', 'complete']",0.0,,,,,P528300,9,3,object sold
5599,P528300.9.4,X,ša,X,['𒊭'],𒊭,ša,['complete'],0.0,,,,,P528300,9,4,object sold
5600,P528300.9.5,X,{m}{iti}ŠU-a.⸢a⸣,X,"['𒁹', '𒌗', '𒋗', '𒀀', '𒀀']",𒁹𒌗𒋗𒀀𒀀,{m}{ITI}ŠU-a.⸢a⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,,,,,P528300,9,5,object sold
5601,P528300.10.1,X,{lu₂}NU.GIŠ.SAR,X,"['𒇽', '𒉡', '𒄑', '𒊬']",𒇽𒉡𒄑𒊬,{LU₂}NU.GIŠ.SAR,"['complete', 'complete', 'complete', 'complete']",0.0,,,,,P528300,10,1,object sold
5602,P528300.10.2,X,{uru}su-mu-qi-ti,X,"['𒌷', '𒋢', '𒈬', '𒆥', '𒋾']",𒌷𒋢𒈬𒆥𒋾,{URU}su-mu-qi-ti,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528300,10,2,object sold
5603,P528300.11.1,X,na-ši-ia-a-ni,X,"['𒈾', '𒅆', '𒅀', '𒀀', '𒉌']",𒈾𒅆𒅀𒀀𒉌,na-ši-ia-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P528300,11,1,object sold
5604,P528300.12.1,X,u₂-piš-ma,X,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,,,,P528300,12,1,initiation of transaction
5605,P528300.12.2,X,{⸢m⸣}ku-sa-su,X,"['𒁹', '𒆪', '𒊓', '𒋢']",𒁹𒆪𒊓𒋢,{⸢m⸣}ku-sa-su,"['damaged', 'complete', 'complete', 'complete']",0.12,,,,,P528300,12,2,initiation of transaction
5606,P528300.13.1,X,ina,X,['𒀸'],𒀸,ina,['complete'],0.0,,,,,P528300,13,1,price
5607,P528300.13.2,X,ŠA₃-bi,X,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,,,,,P528300,13,2,price
5608,P528300.13.3,Sin[1]DN,30,DN,['𒌍'],𒌍,30,['complete'],0.0,Sin,Sin,1,DN,P528300,13,3,price
5609,P528300.13.4,X,GIN₂.MEŠ,X,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,GIN₂.MEŠ,"['complete', 'complete']",0.0,,,,,P528300,13,4,price
5610,P528300.13.5,X,KU₃.UD,X,"['𒆬', '𒌓']",𒆬𒌓,KU₃.UD,"['complete', 'complete']",0.0,,,,,P528300,13,5,price
5611,P528300.14.1,X,gi-nu-⸢u⸣,X,"['𒄀', '𒉡', '𒌋']",𒄀𒉡𒌋,gi-nu-⸢u⸣,"['complete', 'complete', 'damaged']",0.17,,,,,P528300,14,1,other clauses
5612,P528300.14.2,X,ša₂,X,['𒃻'],𒃻,ša₂,['complete'],0.0,,,,,P528300,14,2,other clauses
5613,P528300.14.3,Aššur[1]DN,aš-šur,DN,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,Aššur,Aššur,1,DN,P528300,14,3,other clauses
