Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
1574,P522500.2.1,ṣupur[fingernail]N,[ṣu-pur],N,"['𒍮', '𒁓']",𒍮𒁓,[ṣu-pur],"['missing', 'missing']",1.0,ṣupur,ṣupru,fingernail,,P522500,2,1,seal identification
1575,P522500.2.2,+La...ayu[]PN$La...aya,{1}la-⸢x⸣-a.a,PN,"['𒁹', '𒆷', 'X', '𒀀', '𒀀']",𒁹𒆷X𒀀𒀀,{1}la-⸢x⸣-a.a,"['complete', 'complete', 'damaged', 'complete', 'complete']",0.1,La...aya,La...ayu,1,PN,P522500,2,2,seal identification
1576,P522500.3.1,mār[son]N,[DUMU,N,['𒌉'],𒌉,[DUMU],['missing'],1.0,mār,māru,son,,P522500,3,1,seal identification
1577,P522500.3.2,+Ubru-Haldi[]PN$,{1}ub]-ru-{d}hal-di,PN,"['𒁹', '𒌒', '𒊒', '𒀭', '𒄬', '𒁲']",𒁹𒌒𒊒𒀭𒄬𒁲,{[1]}[ub]-ru-{d}hal-di,"['missing', 'missing', 'complete', 'complete', 'complete', 'complete']",0.33,Ubru-Haldi,Ubru-Haldi,1,PN,P522500,3,2,seal identification
1578,P522500.7.1,+Kanunayu[]PN$Kanunaya,{1}ka-nu-nu-a.a,PN,"['𒁹', '𒅗', '𒉡', '𒉡', '𒀀', '𒀀']",𒁹𒅗𒉡𒉡𒀀𒀀,{1}ka-nu-nu-a.a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kanunaya,Kanunayu,1,PN,P522500,7,1,object sold
1579,P522500.7.2,+Šamši-Inurta[]PN$,{1}šam-ši-{d}MAŠ,PN,"['𒁹', '𒌑', '𒅆', '𒀭', '𒈦']",𒁹𒌑𒅆𒀭𒈦,{1}šam-ši-{d}MAŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Šamši-Inurta,Šamši-Inurta,1,PN,P522500,7,2,object sold
1580,P522500.8.1,Mušallim-Marduk[1]PN,{1}mu-šal-lim-{d}AMAR.UTU,PN,"['𒁹', '𒈬', '𒊩', '𒅆', '𒀭', '𒀫', '𒌓']",𒁹𒈬𒊩𒅆𒀭𒀫𒌓,{1}mu-šal-lim-{d}AMAR.UTU,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Mušallim-Marduk,Mušallim-Marduk,1,PN,P522500,8,1,object sold
1581,P522500.8.2,Šelubu[1]PN,{1}še-lu-bu,PN,"['𒁹', '𒊺', '𒇻', '𒁍']",𒁹𒊺𒇻𒁍,{1}še-lu-bu,"['complete', 'complete', 'complete', 'complete']",0.0,Šelubu,Šelubu,1,PN,P522500,8,2,object sold
1582,P522500.9.1,Mannu-ki-Adad[1]PN,{1}man-nu-ki-i-{d}IM,PN,"['𒁹', '𒌋𒌋', '𒉡', '𒆠', '𒄿', '𒀭', '𒅎']",𒁹𒌋𒌋𒉡𒆠𒄿𒀭𒅎,{1}man-nu-ki-i-{d}IM,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Mannu-ki-Adad,Mannu-ki-Adad,1,PN,P522500,9,1,object sold
1583,P522500.9.2,Miqtu-adur[1]PN,{1}UŠ₂-a-dur₂,PN,"['𒁹', '𒌀', '𒀀', '𒂉']",𒁹𒌀𒀀𒂉,{1}UŠ₂-a-dur₂,"['complete', 'complete', 'complete', 'complete']",0.0,Miqtu-adur,Miqtu-adur,1,PN,P522500,9,2,object sold
