Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
12264,P527174.2.1,kunuk[seal]N,{⸢na₄⸣}[KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}[KIŠIB],"['damaged', 'missing']",0.75,,,P527174,2,1,seal identification
12265,P527174.2.2,+Apladad-naʾid[]PN$,{m}A.10-I],Apladad-naʾid,Apladad-naʾid,1,PN,"['𒁹', '𒀀', '𒌋', '𒄿']",𒁹𒀀𒌋𒄿,{[m]}[A].[10-I],"['missing', 'missing', 'missing', 'missing']",1.0,PN,,P527174,2,2,seal identification
12266,P527174.4.1,mār[son]N,DUMU,mār,māru,son,N,['𒌉'],𒌉,DUMU,['complete'],0.0,,,P527174,4,1,seal identification
12267,P527174.4.2,x[1]PN,{⸢m⸣}[x-x-x-(x)],x,x,1,PN,"['𒁹', 'X', 'X', 'X', 'X']",𒁹XXXX,{⸢m⸣}[x-x-x-x],"['damaged', 'missing', 'missing', 'missing', 'missing']",0.9,PN,,P527174,4,2,seal identification
12268,P527174.5.1,bēl[owner]N,EN,bēl,bēlu,owner,N,['𒂗'],𒂗,EN,['complete'],0.0,,,P527174,5,1,seal identification
12269,P527174.5.2,urdīšu[servant]N,ARAD-šu₂,urdīšu,ardu,servant,N,"['𒀴', '𒋙']",𒀴𒋙,ARAD-šu₂,"['complete', 'complete']",0.0,,,P527174,5,2,seal identification
12270,P527174.5.3,tadāni[giving]'N,[SUM-a-ni],tadāni,tadānu,giving,V,"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,[SUM-a-ni],"['missing', 'missing', 'missing']",1.0,,,P527174,5,3,seal identification
12271,P527174.6.1,+Abu-upahher[]PN$,{m}AD-NIGIN-er,Abu-upahher,Abu-upahher,1,PN,"['𒁹', '𒀜', '𒆸𒆸', '𒅕']",𒁹𒀜𒆸𒆸𒅕,{m}AD-NIGIN-er,"['complete', 'complete', 'complete', 'complete']",0.0,PN,,P527174,6,1,object sold
12272,P527174.6.2,urdušu[servant]N,⸢ARAD⸣-šu₂,urdušu,ardu,servant,N,"['𒀴', '𒋙']",𒀴𒋙,⸢ARAD⸣-šu₂,"['damaged', 'complete']",0.25,,,P527174,6,2,object sold
12273,P527174.7.1,uppišma[contract]V,u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,,P527174,7,1,initiation of transaction
