Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,lang,mask,text,line,word,annotation
1652,P522547.14.2,x-PAB[1]PN,{m}...]-⸢PAB⸣,x-PAB,x-x-PAB,1,PN,"['𒁹', 'x', '𒉽']",𒁹x𒉽,{[m]}[x]⸢PAB⸣,"['missing', 'missing', 'damaged']",0.83,,PN,P522547,14,2,witness
1653,P522547.15.1,šību[witness]N,⸢IGI,šību,šību,witness,N,['𒅆'],𒅆,⸢IGI⸣,['damaged'],0.5,,,P522547,15,1,witness
1654,P522547.15.2,Matiʾ[1]PN,{m}ma⸣-ti-iʾ,Matiʾ,Matiʾ,1,PN,"['𒁹', '𒈠', '𒋾', '𒀪']",𒁹𒈠𒋾𒀪,{⸢m⸣}⸢ma⸣-ti-iʾ,"['damaged', 'damaged', 'complete', 'complete']",0.25,,PN,P522547,15,2,witness
1655,P522547.16.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522547,16,1,witness
1656,P522547.16.2,Issar-duri[1]PN,{m}{d}15-BAD₃,Issar-duri,Issar-duri,1,PN,"['𒁹', '𒀭', '𒌋𒐊', '𒂦']",𒁹𒀭𒌋𒐊𒂦,{m}{d}15-BAD₃,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522547,16,2,witness
1657,P522547.17.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522547,17,1,witness
1658,P522547.17.2,Šurši[1]PN,{m}šur-ši-i,Šurši,Šurši,1,PN,"['𒁹', '𒋩', '𒅆', '𒄿']",𒁹𒋩𒅆𒄿,{m}šur-ši-i,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522547,17,2,witness
1659,P522547.18.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522547,18,1,witness
1660,P522547.18.2,Abu-ul-idi[1]PN,{m}AD-ul-ZU,Abu-ul-idi,Abu-ul-idi,1,PN,"['𒁹', '𒀜', '𒌌', '𒍪']",𒁹𒀜𒌌𒍪,{m}AD-ul-ZU,"['complete', 'complete', 'complete', 'complete']",0.0,,PN,P522547,18,2,witness
1661,P522547.19.1,šību[witness]N,IGI,šību,šību,witness,N,['𒅆'],𒅆,IGI,['complete'],0.0,,,P522547,19,1,witness
1662,P522547.19.2,Susu[1]PN,{m}su-su,Susu,Susu,1,PN,"['𒁹', '𒋢', '𒋢']",𒁹𒋢𒋢,{m}su-su,"['complete', 'complete', 'complete']",0.0,,PN,P522547,19,2,witness
1663,P522547.20.1,Tašritu[1]MN,{iti}DUL,Tašritu,Tašritu,1,MN,"['𒌗', '𒌋𒌆']",𒌗𒌋𒌆,{ITI}DUL,"['complete', 'complete']",0.0,,MN,P522547,20,1,date
1664,P522547.20.2,u,UD-21-KAM₂,,,,u,"['𒌓', '𒌋𒌋𒁹', '𒆚']",𒌓𒌋𒌋𒁹𒆚,UD-21-KAM₂,"['complete', 'complete', 'complete']",0.0,,,P522547,20,2,date
1665,P522547.21.1,limmu[eponym (of year)]N,lim-mu,limmu,līmu,eponym (of year),N,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,,,P522547,21,1,date
1666,P522547.21.2,Bel-emuranni[1]PN,{m}EN-IGI.LAL-a-ni,Bel-emuranni,Bel-emuranni,1,PN,"['𒁹', '𒂗', '𒅆', '𒇲', '𒀀', '𒉌']",𒁹𒂗𒅆𒇲𒀀𒉌,{m}EN-IGI.LAL-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,PN,P522547,21,2,date
1667,P522547.23.1,šakin[appointee]N&māt[land]N,{lu₂}GAR.KUR,šakin,šaknu,appointee,N,"['𒇽', '𒃻', '𒆳']",𒇽𒃻𒆳,{LU₂}GAR.KUR,"['complete', 'complete', 'complete']",0.0,,,P522547,23,1,date
1669,P522547.23.2,Gargamiš[1]GN,{uru}gar-ga-miš,Gargamiš,Gargamiš,1,GN,"['𒌷', '𒃻', '𒂵', '𒈩']",𒌷𒃻𒂵𒈩,{URU}gar-ga-miš,"['complete', 'complete', 'complete', 'complete']",0.0,,GN,P522547,23,2,date
